Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,112281302,Chambersburg Area SD,Franklin,"$46,491,314.00","$21,488,079.00",,"$126,976.00",,,,,,$908.00,,"$4,229,889.00",,,,"$1,377,000.00","$5,762.00","$3,087,439.00","$292,215.00","$927,455.00","$201,227.00","$1,346,772.00",,"$65,000.00",,,,"$1,128,079.00","$10,294.00",,,,,"$2,191,028.00","$10,013,191.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$4,061,637.42","$2,394,911.15",,"$6,088.56",,,,,,,,"$343,829.78",,,,"$144,500.00",$432.27,"$269,063.24",,,"$9,213.69","$111,361.37",,"$66,515.85","$25,000.00",,,"$76,871.00",,,,,,"$108,221.51","$505,629.00",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$13,625,364.82","$6,167,764.66",,"$124,521.55",,,,,,,,"$1,363,156.48",,,,"$153,000.00",,"$847,557.51","$55,825.00","$151,007.55","$56,312.59","$630,685.83",,"$25,000.00",,,,"$379,241.00","$6,082.20",,,,,"$635,887.07","$3,029,323.38",,,
1,112286003,Tuscarora SD,Franklin,"$16,926,067.76","$8,371,637.65",,"$89,225.24",,,"$6,971.04",,,,,"$1,662,717.91",,,,"$306,000.00",$62.44,"$1,511,173.78","$66,990.00","$805,920.29","$42,988.53","$630,224.11",,"$25,000.00",,,,"$361,008.00",,,,,,"$591,585.36","$2,454,563.41",,,
1,112289003,Waynesboro Area SD,Franklin,"$26,280,990.39","$13,534,597.71",,"$162,534.02",,,,,"$2,695.00",,,"$2,495,885.92",,,,"$790,244.00","$1,087.23","$1,353,901.15","$52,360.00","$641,254.81","$80,101.88","$731,856.48",,"$25,000.00",,,,"$632,883.00","$8,232.28",,,"$47,023.00",,"$1,041,458.66","$4,679,875.25",,,
1,111291304,Central Fulton SD,Fulton,"$9,371,148.97","$5,619,271.96",,"$4,789.08",,,,,"$1,085.00",,,"$598,045.16",,,,,,"$450,263.69","$3,850.00","$329,765.74","$18,453.04","$385,616.85",,"$25,000.00",,,,"$160,440.00",,,,"$86,394.70",,"$308,013.81","$1,380,159.94",,,
1,111292304,Forbes Road SD,Fulton,"$4,701,791.54","$2,893,499.98",,,,,,,$595.00,,,"$289,876.99",,,,,,"$432,455.06","$3,080.00","$149,672.04","$4,181.00","$173,000.58",,,"$25,000.00",,,"$76,499.00",,,,,,"$120,502.94","$533,428.95",,,
1,111297504,Southern Fulton SD,Fulton,"$7,662,145.70","$4,472,582.05",,,,,,,,,,"$492,199.71",,,,"$313,083.30",,"$595,590.30",,"$93,351.09","$12,987.52","$289,713.97",,"$25,000.00",,,,"$153,038.00",,,,,,"$240,115.57","$974,484.19",,,
1,101301303,Carmichaels Area SD,Greene,"$11,635,845.86","$7,140,919.25",,"$2,365.37",,,,,$245.00,,,"$858,851.92",,,,,,"$387,388.92","$8,855.00","$671,000.88","$19,354.32","$431,709.91",,"$25,000.00",,,,"$234,124.00",,,,,,"$325,657.34","$1,530,373.95",,,
1,101301403,Central Greene SD,Greene,"$15,324,183.93","$8,386,668.12",,"$8,542.88",,,"$12,215.77",,,,,"$1,810,720.33",,,,,,"$856,136.31","$6,930.00","$393,920.35","$30,596.88","$920,858.38",,"$24,933.02",,,,"$352,907.00",,,,,,"$467,716.91","$2,052,037.98",,,
1,101303503,Jefferson-Morgan SD,Greene,"$8,852,052.08","$5,476,672.33",,"$30,747.14",,,,,,,,"$705,567.96",,,,,,"$380,521.37","$5,005.00","$359,526.32","$14,811.07","$435,012.06",,"$25,000.00",,,,"$180,099.00",,,,,,"$264,340.88","$974,748.95",,,
1,101306503,Southeastern Greene SD,Greene,"$8,028,249.24","$5,065,739.53",,"$43,636.10",,,,,,,,"$560,381.23",,,,,,"$633,123.40","$16,555.00",$272.53,"$11,306.25","$374,269.96",,"$25,000.00",,,,"$133,840.00",,,,,,"$214,789.78","$949,335.46",,,
1,101308503,West Greene SD,Greene,"$6,000,871.29","$3,505,464.27",,,,,"$16,289.89",,$250.00,,,"$682,922.26",,,,,,"$297,653.85","$6,545.00",,"$12,064.52","$113,166.91",,"$23,108.58",,,,"$97,413.00",,"$4,165.79",,"$1,456.24",,"$228,075.23","$1,012,295.75",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$15,133,691.19","$8,039,757.20",,"$38,805.63",,,,,,,,"$1,468,050.90",,,,,$181.65,"$1,372,443.97","$73,150.00","$396,826.01","$33,814.60","$671,286.33",,"$25,000.00","$24,691.90",,,"$334,138.00",,,,"$1,058.29",,"$562,632.52","$2,091,854.19",,,
1,111312804,Juniata Valley SD,Huntingdon,"$7,930,375.22","$5,057,142.88",,"$24,143.84",,,"$107,066.40",,,,,"$521,772.46",,,,,,"$426,720.88","$16,940.00","$189,139.77","$12,902.52","$210,035.69",,"$25,000.00",,,,"$142,555.00",,,,,,"$219,234.81","$977,720.97",,,
1,111316003,Mount Union Area SD,Huntingdon,"$14,584,766.93","$8,967,330.35",,"$71,428.80",,,"$119,313.79",,,,,"$988,251.00",,,,,,"$730,989.93","$33,110.00","$567,864.36","$25,601.56","$237,987.66",,"$25,000.00",,,,"$334,502.00",,,,,,"$430,020.85","$2,053,366.63",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$11,271,642.33","$6,922,517.10",,"$70,873.01",,,"$29,380.68",,,,,"$770,108.48",,,,,,"$982,367.86",,"$260,390.10","$21,484.83","$285,842.61",,"$25,000.00",,,,"$238,273.00",,"$4,504.25",,,,"$302,532.04","$1,358,368.37",,,
1,128321103,Blairsville-Saltsburg SD,Indiana,"$16,836,932.80","$9,507,594.38",,"$240,105.69",,,"$45,109.00",,,,,"$1,359,641.14",,,,,,"$1,057,002.31","$13,090.00","$37,812.36","$27,351.20","$1,134,297.46",,"$25,000.00",,,,"$328,088.00",,,,"$1,478.98",,"$564,530.90","$2,495,831.38",,,
1,128323303,Homer-Center SD,Indiana,"$9,500,968.04","$5,601,526.00",,"$22,983.39",,,,,,,,"$634,822.08",,,,,,"$370,528.32",,"$442,275.80","$15,482.22","$394,009.37",,"$162,785.50",,,,,,,,"$162,204.00",,"$319,362.13","$1,374,989.23",,,
1,128323703,Indiana Area SD,Indiana,"$18,844,145.51","$9,580,895.29",,"$26,553.19",,,,,$420.00,,,"$1,848,486.29",,,,,,"$955,501.35","$45,815.00","$76,166.63","$54,925.67","$1,035,605.37",,"$18,335.80",,,,"$353,791.00",,,,,,"$889,721.76","$3,957,928.16",,,
1,128325203,Marion Center Area SD,Indiana,"$15,995,409.26","$9,539,132.21",,"$114,244.92",,,"$41,029.05",,,,,"$1,061,257.61",,,,"$340,000.00",,"$1,266,924.75","$70,840.00","$33,798.23","$23,119.51","$598,815.26",,"$45,000.00",,,,"$246,307.00",,"$4,621.09",,,,"$473,418.22","$2,136,901.41",,,
1,128326303,Penns Manor Area SD,Indiana,"$12,036,094.76","$7,400,802.59",,"$4,159.66",,,"$36,766.48",,$805.00,,,"$720,038.17",,,,"$102,000.00",,"$1,062,984.74","$16,555.00","$289,840.60","$14,729.71","$274,176.98",,"$25,000.00","$24,937.35",,,"$194,325.00",,"$4,845.98",,,,"$345,449.59","$1,518,677.91",,,
1,128327303,Purchase Line SD,Indiana,"$14,129,830.42","$8,930,050.82",,"$50,833.65",,,,,"$1,050.00",,,"$867,241.59",,,,,,"$1,427,734.06","$10,780.00","$197,042.31","$15,609.92","$284,365.54",,"$25,000.00",,,,"$218,571.00","$25,627.40",,,,,"$370,162.83","$1,705,761.30",,,
1,128328003,United SD,Indiana,"$14,783,191.03","$8,901,387.85",,"$12,886.23",,,"$28,882.79",,,,,"$981,333.80",,,,"$255,000.00",,"$1,476,597.00","$17,325.00","$288,153.70","$17,737.64","$445,876.22",,"$25,000.00","$23,668.50",,,"$208,937.00",,,,"$5,461.70",,"$376,811.42","$1,718,132.18",,,
1,106330703,Brockway Area SD,Jefferson,"$10,774,927.00","$7,047,559.46",,"$16,673.36",,,"$47,204.10",,"$1,960.00",,,"$738,722.13",,,,,,"$504,763.30","$27,335.00","$52,949.73","$18,463.66","$351,813.13",,"$23,600.61",,,,"$193,887.00","$1,956.28","$4,887.19",,,,"$319,810.98","$1,423,341.07",,,
1,106330803,Brookville Area SD,Jefferson,"$15,496,756.47","$9,066,629.17",,"$10,005.67",,,,,,,,"$1,191,415.14",,,,,"$4,462.02","$1,246,666.10","$22,715.00","$487,313.24","$27,830.05","$713,869.69",,"$25,000.00","$38,375.00",,,"$295,869.00",,,,,,"$427,280.38","$1,939,326.01",,,
1,106338003,Punxsutawney Area SD,Jefferson,"$25,497,673.89","$15,544,686.31",,"$77,971.76",,,"$8,116.72",,,,,"$1,829,396.76",,,,,,"$2,322,032.31","$146,300.00","$545,817.23","$42,926.83","$1,118,482.65",,"$25,000.00",,,,"$441,183.00",,,,,,"$635,114.68","$2,760,645.64",,,
1,111343603,Juniata County SD,Juniata,"$19,330,105.70","$10,356,980.29",,"$151,146.91",,,"$138,208.51",,,$390.00,"$12,498.43","$1,735,472.49",,,,,$45.42,"$2,407,452.66","$142,835.00",,"$58,969.66","$520,832.28",,"$25,000.00",,,,"$451,696.00",,,,$685.31,,"$621,947.73","$2,705,945.01",,,
1,119350303,Abington Heights SD,Lackawanna,"$14,842,485.36","$6,429,619.26",,"$44,714.80",,,,,,,,"$1,715,684.13",,,,,,"$996,573.91","$133,980.00","$3,182.21","$72,045.29","$816,592.43",,"$25,000.00",,,,"$294,812.00",,,,,,"$768,661.95","$3,541,619.38",,,
1,119351303,Carbondale Area SD,Lackawanna,"$15,151,030.83","$8,893,392.05",,"$49,163.47",,,,,,,,"$1,235,512.48",,,,,,"$679,767.21","$28,490.00","$269,467.42","$26,961.34","$625,295.37",,"$25,000.00",,,,"$318,944.00",,,,,,"$454,517.75","$2,544,519.74",,,
1,119352203,Dunmore SD,Lackawanna,"$8,246,102.05","$4,443,035.01",,,,,,,"$2,850.00",,,"$877,111.86",,,,,,"$136,276.55","$14,630.00","$242,883.65","$38,652.83","$337,300.49",,"$9,700.00",,,,"$209,240.00",,,,,,"$347,660.31","$1,586,761.35",,,
1,119354603,Lakeland SD,Lackawanna,"$10,574,867.24","$5,466,522.35",,,,,,,,,,"$916,061.77",,,,,,"$1,428,408.53","$63,525.00",,"$26,778.80","$340,305.50",,"$25,000.00",,,,"$236,731.00",,,,,,"$382,520.34","$1,689,013.95",,,
1,119355503,Mid Valley SD,Lackawanna,"$8,888,587.17","$4,537,675.27",,,,,,,,,,"$932,935.34",,,,,,"$290,071.55","$47,740.00","$358,929.30","$31,934.47","$261,736.44",,"$25,000.00","$35,359.50",,,"$192,918.00","$4,250.00",,,,,"$397,569.01","$1,772,468.29",,,
1,119356503,North Pocono SD,Lackawanna,"$19,297,596.23","$8,678,267.22",,"$84,537.66",,,,,,,,"$1,775,767.12",,,,,,"$2,079,074.35","$43,505.00","$457,953.46","$54,334.55","$1,201,233.28",,"$25,000.00",,,,"$417,576.00",,,,,,"$800,346.22","$3,680,001.37",,,
1,119356603,Old Forge SD,Lackawanna,"$5,394,428.36","$3,092,115.85",,,,,,,,,,"$534,077.63",,,,,$16.16,"$80,918.03","$10,780.00",,"$17,772.46","$224,298.41",,"$25,000.00",,,,"$134,854.00",,,,,,"$240,673.24","$1,033,922.58",,,
1,119357003,Riverside SD,Lackawanna,"$9,298,340.63","$5,091,531.65",,,,,,,"$1,050.00",,,"$818,097.51",,,,,"$2,679.49","$438,537.45","$58,520.00",,"$28,266.30","$463,970.66",,"$25,000.00",,,,"$222,157.00",,,,,,"$372,805.66","$1,775,724.91",,,
1,119357402,Scranton SD,Lackawanna,"$83,631,336.67","$43,350,120.87",,"$107,283.92",,,,,,,,"$6,405,416.00",,,,,"$2,695.49","$1,142,295.76","$165,165.00","$1,229,996.72","$405,058.20","$4,372,424.75",,,,,"$603,512.50","$7,836,814.00",,,,,,"$2,800,308.96","$15,210,244.50",,,
1,119358403,Valley View SD,Lackawanna,"$14,993,749.00","$8,095,129.00",,"$43,461.00",,,,,,,,"$1,409,644.00",,,,,$45.00,"$694,585.00","$72,380.00","$63,838.00","$47,418.00","$895,173.00",,,,,,"$393,156.00",,,,"$13,790.00",,"$576,613.00","$2,688,517.00",,,
1,113361303,Cocalico SD,Lancaster,"$17,145,475.50","$7,481,761.57",,"$35,180.55",,,,,,,,"$1,778,741.18",,,,,$3.65,"$1,228,587.62","$95,865.00","$104,507.57","$54,371.85","$1,108,891.99",,,,,,"$400,960.00",,,,"$95,999.66",,"$852,993.51","$3,907,611.35",,,
1,113361503,Columbia Borough SD,Lancaster,"$13,087,591.09","$7,260,203.21",,"$33,347.45",,,,,,,,"$1,413,400.74",,,,,"$2,465.84","$285,845.57",,"$781,413.36","$26,193.39","$636,793.82",,"$74,808.74",,,,"$295,569.00",,,,,,"$403,795.45","$1,873,754.52",,,
1,113361703,Conestoga Valley SD,Lancaster,"$15,203,175.59","$4,498,230.24",,"$78,835.01",,,,,,$51.67,,"$1,695,831.96",,,,"$425,000.00",$172.90,"$731,413.45","$167,475.00","$957,216.99","$101,259.32","$706,468.46",,"$23,546.39",,,,"$348,871.00",,,,,,"$971,874.98","$4,496,928.22",,,
1,113362203,Donegal SD,Lancaster,"$16,529,711.00","$7,228,163.03",,"$72,439.93",,,,,,$40.00,,"$1,464,814.11",,,,,$156.11,"$919,281.28","$58,135.00","$1,508,302.40","$59,600.81","$667,178.69",,"$25,000.00","$18,000.00",,,"$393,860.00",,,,,,"$735,771.12","$3,378,968.52",,,
1,113362303,Eastern Lancaster County SD,Lancaster,"$14,155,754.29","$4,574,626.24",,"$70,709.39",,,"$65,280.40",,,,,"$1,672,895.30",,,,,,"$1,258,648.32","$177,870.00","$1,099,635.62","$72,206.89","$446,041.11",,"$25,000.00",,,,"$247,418.00",,,,,,"$771,114.17","$3,674,308.85",,,
1,113362403,Elizabethtown Area SD,Lancaster,"$19,389,791.57","$8,985,069.87",,"$86,249.94",,,"$53,876.04",,,,,"$2,160,292.55",,,,,$104.91,"$873,481.15","$69,685.00","$427,543.87","$75,752.42","$599,287.48",,"$25,000.00",,,,"$472,997.00",,,,$120.00,,"$1,051,710.69","$4,508,620.65",,,
1,113362603,Ephrata Area SD,Lancaster,"$20,843,661.30","$9,888,074.65",,"$67,948.62",,,"$30,347.55",,,,,"$2,292,563.63",,,,,$788.73,"$844,994.40","$128,975.00","$181,816.95","$84,565.43","$1,023,548.31",,"$25,000.00",,,,"$515,064.00",,,,,,"$1,044,512.78","$4,715,461.25",,,
1,113363103,Hempfield SD,Lancaster,"$32,885,879.55","$13,041,962.49",,"$180,970.32",,,,,,$383.00,,"$3,667,398.94",,,,,$340.14,"$1,348,063.58","$157,465.00","$1,019,526.11","$135,970.12","$1,627,526.04",,"$25,000.00",,,,"$689,640.00",,,,,,"$1,987,350.29","$9,004,283.52",,,
1,113363603,Lampeter-Strasburg SD,Lancaster,"$12,675,270.57","$4,288,060.24",,"$81,362.35",,,"$78,109.47",,,$80.00,,"$1,437,001.54",,,,,$0.01,"$584,955.11","$114,345.00","$512,486.09","$57,927.38","$634,954.84",,"$24,542.05","$51,741.84",,,"$281,120.00",,,,,,"$844,366.73","$3,684,217.92",,,
1,113364002,Lancaster SD,Lancaster,"$113,748,373.00","$62,626,412.00",,"$251,761.00",,,"$366,976.00",,,"$6,964.00",,"$9,958,080.00",,,,"$4,216,000.00","$16,113.00","$1,862,427.00","$272,965.00","$2,583,140.00","$200,827.00","$4,985,460.00",,"$25,000.00",,,,"$2,348,858.00",,"$16,706.00",,,,"$4,182,032.00","$19,828,652.00",,,
1,113364403,Manheim Central SD,Lancaster,"$16,008,460.71","$7,020,120.20",,"$19,968.48",,,"$43,499.08",,,$40.00,,"$1,606,096.17",,,,,,"$1,046,728.96","$92,400.00","$724,905.98","$64,476.76","$830,322.24",,"$25,000.00",,,,"$301,665.00",,,,,,"$758,099.92","$3,475,137.92",,,
1,113364503,Manheim Township SD,Lancaster,"$20,341,137.12","$5,850,844.14",,"$132,646.34",,,,,,,,"$2,475,799.95",,,,,,"$1,031,073.26","$227,535.00","$861,064.88","$111,091.39","$1,119,164.03",,"$14,301.25",,,,"$474,037.00",,,,,,"$1,474,301.66","$6,569,278.22",,,
1,113365203,Penn Manor SD,Lancaster,"$26,505,423.99","$11,770,382.20",,"$85,841.42",,,"$33,356.19",,,"$2,000.00",,"$2,894,717.91",,,,,$69.86,"$1,609,404.10","$147,455.00","$1,006,174.92","$98,405.20","$1,299,541.88",,"$25,000.00",,,,"$620,860.00","$23,597.55",,,$500.00,,"$1,179,493.63","$5,708,624.13",,,
1,113365303,Pequea Valley SD,Lancaster,"$8,686,449.44","$2,830,950.14",,"$248,090.18",,,"$72,732.47",,,,,"$863,110.01",,,,,,"$1,125,962.27","$82,775.00","$272,434.16","$38,310.40","$375,048.34",,,,,,"$113,497.00",,"$8,072.14",,,,"$464,504.75","$2,190,962.58",,,
1,113367003,Solanco SD,Lancaster,"$20,047,274.40","$10,148,447.32",,"$74,752.14",,,"$118,118.92",,,$660.00,,"$2,149,399.85",,,,,"$4,673.35","$1,993,322.53","$52,360.00","$38,204.61","$62,723.48","$548,128.34",,"$85,000.00",,,,"$427,715.00",,,,,,"$754,560.41","$3,589,208.45",,,
1,113369003,Warwick SD,Lancaster,"$22,162,642.22","$10,017,433.04",,"$114,602.34",,,,,,,,"$2,302,083.42",,,,,"$2,060.73","$774,054.03","$55,055.00","$1,182,666.55","$87,803.71","$931,177.42",,"$25,000.00","$30,000.00",,,"$533,160.00",,,,,,"$1,092,078.16","$5,015,467.82",,,
1,104372003,Ellwood City Area SD,Lawrence,"$17,917,804.98","$11,571,654.63",,"$37,218.09",,,,,,,,"$1,444,273.16",,,,,,"$602,123.81","$21,560.00",,"$30,491.29","$690,616.40",,"$25,000.00",,,,"$361,395.00","$2,000.00",,,,,"$562,628.91","$2,568,843.69",,,
1,104374003,Laurel SD,Lawrence,"$11,876,667.05","$7,592,420.81",,"$7,747.17",,,"$38,029.94",,"$1,645.00",,,"$825,219.36",,,,,,"$438,090.15","$10,010.00","$283,194.62","$20,778.89","$366,432.08",,"$30,000.00",,,,"$255,143.00",,"$4,767.49",,,,"$382,384.25","$1,620,804.29",,,
1,104375003,Mohawk Area SD,Lawrence,"$16,223,409.73","$9,972,423.71",,"$57,188.04",,,"$114,801.62",,,,,"$1,177,694.42",,,,,,"$862,755.22","$10,780.00","$425,892.73","$27,022.11","$482,930.38",,,,,"$307,754.00",,"$7,472.83","$7,852.41",,"$36,781.72",,"$476,952.43","$2,255,108.11",,,
1,104375203,Neshannock Township SD,Lawrence,"$6,387,259.56","$3,245,178.99",,"$6,424.73",,,,,,,,"$672,410.49",,,,,,"$202,171.91","$5,775.00","$169,729.37","$22,460.51","$196,253.73",,"$25,000.00","$24,999.00",,,"$140,499.00",,,,,,"$315,324.85","$1,361,031.98",,,
1,104375302,New Castle Area SD,Lawrence,"$37,401,344.88","$23,809,109.28",,"$24,254.14",,,,,$875.00,,,"$2,721,357.31",,,,,"$2,142.99","$771,153.04","$31,185.00","$805,261.81","$60,970.00","$1,185,037.83",,"$25,000.00","$84,242.00",,,"$809,588.00",,,,,,"$945,228.83","$6,125,939.65",,,
1,104376203,Shenango Area SD,Lawrence,"$11,547,504.33","$7,371,771.63",,"$54,410.20",,,,,,,,"$801,464.81",,,,,,"$347,521.11","$3,465.00",,"$20,704.76","$459,595.26",,"$25,000.00",,"$2,494.00",,"$215,465.00","$12,472.73",,,,,"$411,010.77","$1,822,129.06",,,
1,104377003,Union Area SD,Lawrence,"$7,242,839.00","$4,800,435.00",,,,,,,,,,"$495,195.00",,,,,,"$199,912.00","$3,080.00",,"$13,207.00","$251,590.00",,,"$25,000.00",,,"$152,979.00",,,,,,"$242,054.00","$1,059,387.00",,,
1,104378003,Wilmington Area SD,Lawrence,"$10,207,528.83","$5,727,461.46",,"$77,944.07",,,"$66,512.52",,,,,"$1,046,206.39",,,,,,"$707,706.71","$67,375.00","$148,584.54","$20,649.77","$380,329.41",,"$25,000.00",,,,"$219,259.00",,,,,,"$315,102.81","$1,405,397.15",,,
1,113380303,Annville-Cleona SD,Lebanon,"$8,800,613.02","$4,731,398.58",,"$100,384.21",,,,,,,,"$886,101.12",,,,,,"$412,629.92","$19,250.00","$192,956.04","$27,531.35","$260,192.90",,,,,,"$189,420.00",,,,,,"$347,459.86","$1,633,289.04",,,
1,113381303,Cornwall-Lebanon SD,Lebanon,"$24,014,577.94","$10,384,231.00",,"$113,104.87",,,"$169,446.12",,,,,"$2,390,292.45",,,,,"$2,219.71","$1,563,274.35","$81,235.00","$529,258.66","$95,706.83","$1,263,492.27",,"$25,000.00",,,,"$528,189.00",,"$12,056.67",,,,"$1,198,387.60","$5,658,683.41",,,
1,113382303,Eastern Lebanon County SD,Lebanon,"$12,573,834.82","$5,112,937.19",,"$42,877.11",,,"$25,884.80",,,,,"$1,173,301.05",,,,,,"$1,414,276.97","$31,570.00","$552,102.23","$34,549.28","$465,226.84",,"$25,000.00","$40,000.00",,,"$258,521.00",,,,,,"$649,714.71","$2,747,873.64",,,
1,113384603,Lebanon SD,Lebanon,"$48,016,291.23","$29,718,578.54",,"$25,368.71",,,,,$560.00,"$2,174.00",,"$3,132,779.98",,,,,,"$842,227.65","$23,870.00","$1,598,887.09","$100,308.30","$1,767,718.35",,"$25,000.00",,,,"$1,130,791.00",,,,,,"$1,649,834.20","$7,998,193.41",,,
1,113385003,Northern Lebanon SD,Lebanon,"$15,421,817.10","$7,760,261.41",,"$53,993.13",,,"$81,495.95",,,,,"$1,318,631.73",,,,,,"$1,658,864.78","$76,615.00","$385,284.17","$44,872.15","$647,252.74",,"$25,000.00",,,,"$305,011.00",,,,,,"$560,531.88","$2,504,003.16",,,
1,113385303,Palmyra Area SD,Lebanon,"$15,181,648.13","$6,615,259.91",,"$26,144.64",,,$753.55,,,,,"$1,481,113.96",,,"$27,933.75",,"$1,038.86","$712,983.25","$50,050.00","$878,114.08","$64,426.88","$345,895.09",,"$44,735.00",,,,"$361,796.00",,,,,,"$792,961.65","$3,778,441.51",,,
1,121390302,Allentown City SD,Lehigh,"$192,070,693.00","$114,724,981.00",,"$470,471.00",,,,,,"$2,962.00",,"$11,073,763.00",,,,,"$7,694.00","$1,957,509.00","$1,163,085.00","$3,157,696.00","$385,821.00","$9,648,106.00",,"$25,000.00",,,,"$3,914,767.00",,,,"$10,124,564.00",,"$5,556,142.00","$29,858,132.00",,,
1,121391303,Catasauqua Area SD,Lehigh,"$9,294,076.00","$4,404,625.61",,"$34,431.11",,,,,,,,"$974,838.53",,,,,$744.41,"$139,232.75","$47,740.00","$180,656.47","$28,271.77","$682,920.54",,"$25,000.00",,,,"$206,861.00",,,,,,"$463,774.28","$2,104,979.53",,,
1,121392303,East Penn SD,Lehigh,"$34,543,740.58","$12,129,006.07",,"$193,670.96",,,,,,$200.00,,"$3,531,819.81",,,,,$113.36,"$1,818,761.22","$351,890.00","$1,162,377.06","$148,981.42","$1,838,606.46",,"$24,954.80",,,,"$705,924.00","$3,048.07",,,,,"$2,274,864.20","$10,359,523.15",,,
1,121394503,Northern Lehigh SD,Lehigh,"$13,514,384.27","$7,023,567.22",,"$32,717.39",,,,,,,,"$1,225,010.64",,,,,$75.80,"$600,365.13","$15,400.00","$376,951.45","$27,593.56","$952,368.85",,"$15,621.77","$20,000.00",,,"$298,608.00",$459.38,,,,,"$532,989.81","$2,392,655.27",,,
1,121394603,Northwestern Lehigh SD,Lehigh,"$13,470,635.34","$5,705,823.73",,"$62,816.79",,,,,,,,"$1,354,365.72",,,,,$378.33,"$1,095,118.14","$69,300.00","$393,603.55","$39,325.62","$677,819.80",,"$9,986.00","$40,000.00",,,"$230,490.00",,,,,,"$669,002.42","$3,122,605.24",,,
1,121395103,Parkland SD,Lehigh,"$33,299,007.00","$8,056,444.00",,"$231,908.00",,,,,,,,"$3,732,991.00",,,,,$762.00,"$1,260,775.00","$326,480.00","$1,014,112.00","$183,229.00","$1,772,357.00",,"$25,000.00",,,,"$531,722.00",,,,,,"$2,774,940.00","$13,388,287.00",,,
1,121395603,Salisbury Township SD,Lehigh,"$7,870,347.26","$2,423,994.22",,"$20,553.96",,,,,,,,"$742,453.06",,,,,,"$425,909.71","$98,175.00","$219,710.47","$47,513.09","$511,030.95",,"$25,000.00",,,,"$103,127.00",,,,"$5,000.00",,"$701,182.23","$2,546,697.57",,,
1,121395703,Southern Lehigh SD,Lehigh,"$14,481,545.49","$4,665,623.28",,"$31,358.34",,,,,"$7,735.00",,,"$1,339,442.41",,,,,,"$1,360,540.62","$178,255.00","$502,409.11","$62,570.41","$669,592.91",,"$25,000.00",,,,"$147,449.00","$7,923.76",,,,,"$1,001,651.50","$4,481,994.15",,,
1,121397803,Whitehall-Coplay SD,Lehigh,"$21,329,693.04","$8,146,679.97",,"$61,431.96",,,,,,$160.00,,"$2,058,030.08",,,,,$471.68,"$736,621.05","$166,320.00","$1,453,705.75","$87,872.88","$1,182,206.42",,"$25,000.00",,,,"$514,816.00",,,,,,"$1,261,421.91","$5,634,955.34",,,
1,118401403,Crestwood SD,Luzerne,"$15,116,895.44","$7,300,102.67",,"$25,855.20",,,,,,,,"$1,475,177.46",,,,,,"$1,847,285.11","$127,820.00","$34,146.15","$55,015.90","$423,415.81",,,,,,"$348,001.00",,,,,,"$640,177.43","$2,839,898.71",,,
1,118401603,Dallas SD,Luzerne,"$12,718,260.26","$6,033,017.37",$298.52,"$112,970.27",,,"$5,708.83",,,,,"$1,218,057.15",,,,,,"$893,026.07","$123,200.00","$614,149.44","$95,625.91","$321,982.78",,"$25,000.00",,,,,,,,,,"$597,305.11","$2,677,918.81",,,
1,118402603,Greater Nanticoke Area SD,Luzerne,"$19,557,215.08","$11,278,699.96",,"$11,767.53",,,,,,,,"$1,505,265.55",,,,"$161,500.00","$2,476.49","$1,020,923.19","$20,790.00","$533,848.78","$40,191.19","$705,060.62",,"$50,496.00",,,,"$438,389.00",,,,,,"$683,838.79","$3,103,967.98",,,
1,118403003,Hanover Area SD,Luzerne,"$15,350,049.19","$7,911,993.05",,"$9,168.88",,,,,,,,"$1,448,518.67",,,,"$353,561.35","$7,474.71","$868,211.75","$63,525.00","$2,598.25",,"$888,829.22",,"$109,528.00",,,,"$366,048.00",,,,,,"$624,419.82","$2,696,172.49",,,
