Cat,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,110179003,West Branch Area SD,Clearfield,"$11,384,037.66","$7,312,628.33",,"$16,517.09",,,,,,,,"$783,339.27",,,,,,"$700,030.75","$4,620.00","$227,696.89","$22,108.46","$283,678.21",,"$24,518.29",,,,"$263,735.00",,,,,"$348,874.85","$1,396,290.52",,,
1,110183602,Keystone Central SD,Clinton,"$38,597,799.80","$20,257,704.00",,"$30,985.09",,,"$233,346.67",,,,,"$3,279,249.22",,,,,,"$3,280,212.82",,"$1,028,624.17","$76,927.93","$2,154,234.35",,,,,,"$770,674.00","$14,023.77",,,,"$1,389,021.20","$6,082,796.58",,,
1,116191004,Benton Area SD,Columbia,"$5,705,825.57","$3,307,157.15",,"$6,352.93",,,"$41,305.40",,,,,"$454,503.36",,,,,,"$407,279.18","$5,775.00","$5,578.77",,"$352,224.88",,,,,,"$112,285.00","$5,578.89",,,,"$223,922.55","$783,862.46",,,
1,116191103,Berwick Area SD,Columbia,"$25,685,891.68","$14,537,338.56",,"$55,833.86",,,,,,,,"$2,203,994.25",,,,,,"$838,582.47","$23,870.00","$2,149,988.49","$54,641.64","$1,094,785.62",,,,,,"$549,482.00",,,,,"$829,350.42","$3,348,024.37",,,
1,116191203,Bloomsburg Area SD,Columbia,"$9,828,182.99","$5,658,765.10",,"$30,266.59",,,,,"$2,485.00",,,"$970,416.50",,,,,,"$340,986.59","$22,330.00","$348,427.82","$30,680.24","$487,326.35",,,,,,"$234,078.00",,,,,"$296,205.54","$1,406,215.26",,,
1,116191503,Central Columbia SD,Columbia,"$12,487,459.30","$6,375,335.09",,"$73,136.42",,,"$39,653.12",,,,,"$1,165,342.20",,,,,,"$757,079.00","$46,970.00","$1,298,092.05","$33,182.92","$358,237.29",,,,,,"$255,774.00",,,"$42,616.02",,"$271,224.72","$1,770,816.47",,,
1,116195004,Millville Area SD,Columbia,"$6,589,222.00","$4,100,367.00",,"$10,708.00",,,,,,,,"$497,863.00",,,,,,"$417,255.00",,"$238,709.00","$13,450.00","$283,993.00",,,,,,"$134,027.00",,,,,"$226,844.00","$666,006.00",,,
1,116197503,Southern Columbia Area SD,Columbia,"$8,702,770.04","$4,573,710.83",,"$66,032.44",,,,,,,,"$793,429.89",,,,,,"$776,697.32","$28,490.00","$198,148.75","$25,417.36","$304,279.25",,"$13,500.00",,,,"$197,956.00",,,"$2,324.30",,"$339,927.83","$1,382,856.07",,,
1,105201033,Conneaut SD,Crawford,"$20,418,948.00","$11,123,420.00",,"$13,986.00",,,"$44,768.00",,,,,"$1,847,280.00",,,,,,"$2,434,752.00","$97,790.00","$702,106.00","$37,077.00","$970,936.00",,,,,,"$455,716.00",,,,,"$524,041.00","$2,167,076.00",,,
1,105201352,Crawford Central SD,Crawford,"$30,317,013.87","$16,229,376.29",,"$145,498.61",,,,,,,,"$2,592,224.54",,,,,,"$1,750,034.43","$85,470.00","$1,985,628.42","$74,768.33","$1,453,067.26",,,,,,"$766,498.00",,,$50.00,,"$1,028,482.27","$4,205,915.72",,,
1,105204703,Penncrest SD,Crawford,"$30,839,775.17","$18,859,084.04",,"$234,502.96",,,,,,,,"$2,418,422.37",,,,,,"$2,605,706.60","$55,440.00","$71,153.31","$53,105.08","$1,271,844.29",,,,,,"$693,150.00",,,,,"$907,857.63","$3,669,508.89",,,
1,115210503,Big Spring SD,Cumberland,"$18,179,144.71","$9,276,956.54",,"$28,486.43",,,"$77,702.22",,,,,"$1,836,672.96",,,,,,"$1,447,417.72","$19,635.00","$736,040.56","$48,063.04","$773,605.48",,,,,,"$401,851.00",,,,,"$679,494.94","$2,853,218.82",,,
1,115211003,Camp Hill SD,Cumberland,"$4,072,436.21","$1,448,699.46",,"$21,326.39",,,,,,,,"$490,567.26",,,,,,"$7,930.08",,"$23,345.30","$28,164.41","$246,083.87",,,,,,"$99,838.00",,,,,"$338,100.15","$1,368,381.29",,,
1,115211103,Carlisle Area SD,Cumberland,"$26,407,548.17","$12,680,073.40",,"$70,243.00",,,"$266,060.16",,,$40.00,,"$2,864,673.49",,,,,,"$1,059,929.93","$51,975.00","$1,848,938.94","$91,983.52","$1,103,081.74",,,,,,"$589,782.00","$21,258.95",,,,"$1,122,385.52","$4,637,122.52",,,
1,115211603,Cumberland Valley SD,Cumberland,"$28,506,353.00","$10,773,283.00",,"$65,667.00",,,"$45,794.00",,,$120.00,,"$3,435,124.00",,,,,,"$2,348,963.00","$191,730.00","$438,912.00","$155,473.00","$921,292.00",,"$40,000.00",,,,"$526,437.00",,,,,"$1,891,911.00","$7,671,647.00",,,
1,115212503,East Pennsboro Area SD,Cumberland,"$11,877,526.83","$6,006,809.91",,"$31,668.52",,,,,,,,"$1,314,410.13",,,,,,"$670,334.52","$60,830.00","$14,561.22","$53,765.02","$667,702.31",,,,,,"$369,099.00",,,,,"$525,105.13","$2,163,241.07",,,
1,115216503,Mechanicsburg Area SD,Cumberland,"$16,033,460.85","$6,394,219.22",,"$33,248.13",,,,,,$40.00,,"$1,683,183.03",,,,"$127,500.00",,"$578,101.62","$124,355.00","$748,203.12","$85,791.56","$878,929.13",,,,,,"$371,468.00",,,,,"$1,010,630.79","$3,997,791.25",,,
1,115218003,Shippensburg Area SD,Cumberland,"$18,927,675.88","$9,451,084.61",,"$72,101.09",,,,,,,,"$1,808,309.36",,,,,,"$1,028,719.42","$41,580.00","$1,028,697.79","$65,878.96","$918,265.13",,,,,,"$597,331.00",,,,,"$760,994.17","$3,154,714.35",,,
1,115218303,South Middleton SD,Cumberland,"$10,098,529.89","$4,305,663.45",,"$1,408.90",,,"$29,143.96",,,$120.00,,"$1,015,205.27",,,,,,"$676,419.27","$31,955.00","$558,434.61","$85,636.55","$542,642.87",,,,,,"$208,431.00",,,,,"$544,367.09","$2,099,101.92",,,
1,115221402,Central Dauphin SD,Dauphin,"$45,612,143.31","$17,346,348.92",,"$300,021.91",,,,,,$680.00,,"$5,445,935.70",,,,,,"$2,982,138.66","$666,820.00","$1,486,529.34","$254,937.16","$2,592,537.83",,,,,,"$1,023,711.00",,,"$2,100.00",,"$2,678,248.14","$10,832,134.65",,,
1,115221753,Derry Township SD,Dauphin,"$10,825,997.55","$2,632,479.51",,"$29,632.77",,,,,,$360.00,,"$1,568,482.19",,,,,,"$415,813.80","$67,760.00","$196,148.26","$71,194.69","$672,221.30",,,,,,"$260,146.00",,,,,"$979,501.43","$3,932,257.60",,,
1,115222504,Halifax Area SD,Dauphin,"$9,939,909.99","$5,577,846.94",,"$10,532.81",,,,,"$1,120.00",,,"$759,858.15",,,,"$205,962.50",,"$728,693.44","$8,085.00","$515,253.81","$19,154.35","$432,814.66",,,,"$1,000.00",,"$23,761.00",,,,,"$339,476.59","$1,316,350.74",,,
1,115222752,Harrisburg City SD,Dauphin,"$77,327,631.66","$49,036,212.71",,"$51,231.66",,,,,,"$1,280.00",,"$5,556,849.32",,,,"$150,379.20","$1,323,668.94","$1,256,725.91","$350,350.00","$3,162,105.52","$134,933.35","$2,771,892.36",,,,,,"$1,807,251.00",,,"$19,315.45",,"$2,106,023.24","$9,599,413.00",,,
1,115224003,Lower Dauphin SD,Dauphin,"$20,903,964.91","$9,537,437.29",,"$34,344.97",,,,,,$40.00,,"$2,205,607.68",,,,,,"$1,560,161.95","$71,225.00","$792,733.44","$68,838.29","$1,346,852.40",,,,,,"$441,906.00",,,$500.00,,"$985,822.91","$3,858,494.98",,,
1,115226003,Middletown Area SD,Dauphin,"$15,465,674.65","$7,939,609.66",,"$29,245.41",,,,,,,,"$1,641,814.97",,,,,,"$500,394.18","$55,825.00","$469,070.41","$48,490.77","$923,364.58",,"$22,340.00",,,,"$363,944.00",,,,,"$675,498.25","$2,796,077.42",,,
1,115226103,Millersburg Area SD,Dauphin,"$6,431,768.92","$3,946,746.94",,"$3,512.72",,,,,"$1,190.00",,,"$570,418.79",,,,,,"$161,234.81",,"$138,775.37","$17,190.59","$251,009.69",,,,,,"$144,110.00",,,,,"$254,572.68","$943,007.33",,,
1,115228003,Steelton-Highspire SD,Dauphin,"$12,521,138.00","$8,000,743.00",,"$20,062.00",,,,,,,,"$1,177,972.00",,,,,,"$362,632.00","$56,980.00","$25,446.00","$24,266.00","$448,910.00",,,,,,"$352,679.00",,,,,"$402,743.00","$1,648,705.00",,,
1,115228303,Susquehanna Township SD,Dauphin,"$10,491,441.84","$3,710,166.73",,"$100,881.76",,,,,,$360.00,,"$1,395,742.19",,,,,,"$670,907.79","$180,180.00","$32,704.28","$53,235.52","$458,280.96",,"$23,549.00",,,,"$261,665.00",,,,,"$741,619.70","$2,862,148.91",,,
1,115229003,Upper Dauphin Area SD,Dauphin,"$9,709,770.32","$5,760,898.93",,,,,"$91,138.86",,,,,"$803,629.20",,,,"$127,500.00",,"$740,707.24","$4,235.00","$77,633.01","$22,999.31","$418,465.25",,"$23,733.60",,,,"$227,012.00",,,,,"$337,370.41","$1,074,447.51",,,
1,125231232,Chester-Upland SD,Delaware,"$95,909,792.65","$75,868,463.42",,"$131,273.41",,,"$161,313.61",,,,,"$5,770,293.81",,,,"$821,100.00",,"$1,186,056.86","$884,730.00","$118,587.25","$93,080.88","$2,753,311.29",,,,,,"$1,421,091.00",,,"$361,067.45",,"$1,197,357.90","$5,142,065.77",,,
1,125231303,Chichester SD,Delaware,"$25,065,168.15","$10,428,636.26",,"$102,778.08",,,,,,,,"$2,330,866.77",,,,,"$1,169.03","$1,026,605.87",,"$2,466,696.11","$58,623.73","$1,797,939.11",,,,,,"$541,395.00",,,,,"$1,226,727.01","$5,083,731.18",,,
1,125234103,Garnet Valley SD,Delaware,"$17,516,515.43","$4,136,440.44",,"$7,210.35",,,,,,,,"$1,789,221.94",,,,,,"$622,497.80","$180,180.00","$230,556.62","$94,546.85","$1,467,609.62",,,,,,"$327,809.00",,,,,"$1,724,729.51","$6,935,713.30",,,
1,125234502,Haverford Township SD,Delaware,"$20,076,189.54","$3,312,896.93",,,,,,,,,,"$2,414,914.23",,,,,,"$1,087,575.26",,"$239,732.76","$846,472.82","$2,104,034.56",,,,,,"$192,476.00",,,"$10,491.00",,"$1,967,048.01","$7,900,547.97",,,
1,125235103,Interboro SD,Delaware,"$21,849,228.91","$8,762,900.51",,"$15,504.60",,,,,,,,"$2,151,914.39",,,,,,"$433,895.79","$79,310.00","$851,815.05","$60,669.63","$2,021,354.19",,,,,,"$646,714.00",,,,,"$1,451,354.47","$5,373,796.28",,,
1,125235502,Marple Newtown SD,Delaware,"$13,493,691.38","$2,677,859.75",,,,,,,,,,"$1,743,223.73",,,,,,"$624,097.03","$602,525.00","$65,202.79","$125,670.16","$1,229,836.80",,,,,,"$115,566.00",,,,,"$1,266,362.04","$5,043,348.08",,,
1,125236903,Penn-Delco SD,Delaware,"$16,851,364.41","$6,179,900.43",,,,,,,,,,"$1,933,767.84",,,,,,"$399,700.40","$133,980.00","$1,491,777.06","$79,546.37","$1,348,219.20",,,,,,"$354,943.00",,,,,"$912,240.87","$4,017,289.24",,,
1,125237603,Radnor Township SD,Delaware,"$14,425,515.14","$2,047,950.19",,"$207,917.21",,,,,,,,"$1,866,842.94",,,,,,"$427,439.20","$423,115.00","$107,702.75","$132,045.40","$1,453,236.65",,,,,,"$131,034.00",,,"$21,673.20",,"$1,546,852.08","$6,059,706.52",,,
1,125237702,Ridley SD,Delaware,"$29,456,598.17","$11,919,711.78",,"$49,852.98",,,,,,,,"$3,233,493.00",,,,,,"$598,232.19","$75,460.00","$341,185.70","$120,700.57","$2,068,424.16",,"$24,855.00",,,,"$789,095.00",,,"$106,000.00",,"$2,048,075.87","$8,081,511.92",,,
1,125237903,Rose Tree Media SD,Delaware,"$15,524,519.72","$2,889,387.73",,,,,,,,,,"$1,932,788.29",,,,,,"$666,008.71","$329,945.00","$331,776.76","$85,667.60","$1,633,250.06",,,,,,"$140,258.00",,,,,"$1,560,467.62","$5,954,969.95",,,
1,125238402,Southeast Delco SD,Delaware,"$34,336,262.00","$15,976,429.00",,"$341,201.00",,,,,,,,"$2,536,694.00",,,,,,"$1,280,718.00",,"$3,047,695.00","$75,516.00","$2,168,876.00",,-$250.00,,,,"$954,408.00",,,,,"$1,550,451.00","$6,404,524.00",,,
1,125238502,Springfield SD,Delaware,"$12,351,013.00","$2,943,720.00",,"$78,080.00",,,,,,,,"$1,665,481.00",,,,,,"$434,611.00",,"$108,227.00","$82,977.00","$1,219,272.00",,,,,,"$239,989.00",,,,,"$1,113,998.00","$4,464,658.00",,,
1,125239452,Upper Darby SD,Delaware,"$75,522,941.10","$36,709,971.67",,"$448,741.05",,,,,,,,"$7,738,306.42",,,,,,"$2,098,817.27","$621,775.00","$1,262,573.32","$274,805.15","$5,142,542.58",,"$14,060.00",,,,"$2,073,956.00",,,"$2,986.00",,"$3,594,494.08","$15,539,912.56",,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$16,629,892.21","$3,379,813.82",,"$44,345.49",,,,,,,,"$2,036,554.79",,,,,,"$606,996.76",,"$2,133,678.24","$141,454.98","$1,838,190.22",,,,,,"$252,951.00",,,,,"$1,218,982.71","$4,976,924.20",,,
1,125239652,William Penn SD,Delaware,"$44,530,591.19","$22,175,211.49",,"$831,346.09",,,"$11,195.32",,,,,"$4,350,945.26",,,,,,"$2,120,255.71",,"$1,063,972.48","$105,572.83","$3,404,445.88",,,,,,"$1,148,005.00",,,"$130,750.08",,"$1,867,559.72","$7,321,331.33",,,
1,109243503,Johnsonburg Area SD,Elk,"$7,800,710.46","$5,069,724.53",,,,,"$35,777.62",,,,,"$477,485.01",,,,"$127,500.00",,"$351,524.82",,"$203,741.25","$10,681.73","$283,890.92",,,,,,"$153,966.00",,,,,"$217,848.91","$868,569.67",,,
1,109246003,Ridgway Area SD,Elk,"$8,102,849.22","$5,106,552.47",,,,,,,,,,"$636,155.62",,,,,,"$370,427.47","$35,420.00",,"$17,453.02","$352,396.58",,,,,,"$186,751.00",,,,,"$275,768.36","$1,121,924.70",,,
1,109248003,Saint Marys Area SD,Elk,"$11,787,536.91","$6,536,144.69",,,,,"$37,826.80",,,,,"$1,259,866.92",,,,,,"$822,530.59","$217,140.00",,"$49,511.60","$348,291.23",,"$25,000.00",,,,"$306,366.00","$6,850.11",,"$3,000.00",,"$423,480.43","$1,751,528.54",,,
1,105251453,Corry Area SD,Erie,"$21,559,167.22","$13,081,799.36",,"$72,656.49",,,"$153,757.06",,,,,"$1,557,348.00",,,,"$340,000.00",,"$929,953.22","$53,900.00","$714,970.79","$38,808.04","$526,238.36",,,,,,"$470,665.00","$11,276.84",,,,"$709,648.70","$2,898,145.36",,,
1,105252602,Erie City SD,Erie,"$114,961,670.00","$63,209,894.00",,"$3,134.00",,,"$818,464.00",,,$880.00,,"$10,215,969.00","$2,166,252.00",,"$4,000,000.00","$1,775,500.00",,"$1,959,253.00","$1,325,170.00","$1,340,568.00",,"$5,926,971.00",,,,,,"$2,602,655.00","$39,835.00",,"$63,990.00",,"$3,600,621.00","$15,912,514.00",,,
1,105253303,Fairview SD,Erie,"$7,205,117.00","$3,152,271.00",,"$32,789.00",,,,,,,,"$912,891.00",,,,,,"$416,926.00","$52,360.00","$252,331.00","$30,282.00","$264,756.00",,"$30,000.00",,,,"$143,386.00",,,$325.00,,"$379,967.00","$1,536,833.00",,,
1,105253553,Fort LeBoeuf SD,Erie,"$13,182,857.18","$6,855,116.44",,"$52,878.16",,,,,,,,"$1,189,207.62",,,,,,"$655,129.03","$96,250.00","$706,947.49","$42,364.49","$713,646.63",,"$39,810.00",,,,"$325,116.00",,,,,"$383,288.77","$2,123,102.55",,,
1,105253903,General McLane SD,Erie,"$17,556,478.00","$10,467,188.00",,"$76,572.00",,,,,,,,"$1,462,237.00",,,,,,"$712,704.00",,"$715,350.00","$40,338.00","$519,094.00",,,,,,"$380,808.00",,,,,"$637,354.00","$2,544,833.00",,,
1,105254053,Girard SD,Erie,"$15,507,369.05","$8,680,495.27",,"$30,052.60",,,,,,,,"$1,232,437.92",,,,,"$60,000.00","$413,939.36",,"$999,393.37","$31,672.99","$735,569.94",,,,,,"$371,348.00",,,,,"$585,358.60","$2,367,101.00",,,
1,105254353,Harbor Creek SD,Erie,"$16,470,758.68","$8,778,900.14",,"$43,658.26",,,,,,,,"$1,293,950.36",,,,,,"$926,118.56","$68,530.00","$1,826,267.96","$39,214.69","$458,627.87",,,,,,"$283,075.00",,,,,"$578,169.15","$2,174,246.69",,,
1,105256553,Iroquois SD,Erie,"$12,818,829.96","$8,399,051.45",,,,,,,,,,"$775,856.04",,,,,,"$334,753.15",,"$509,075.08","$22,877.88","$622,962.10",,,,,,"$244,066.00",,,,,"$417,619.36","$1,492,568.90",,,
1,105257602,Millcreek Township SD,Erie,"$29,788,181.74","$14,173,819.42",,"$89,724.16",,,,,,,,"$3,611,357.45",,,,,,"$1,327,090.26","$632,555.00","$657,703.48","$166,901.90","$933,758.72",,,,,,"$893,508.00",,,,,"$1,456,487.09","$5,845,276.26",,,
1,105258303,North East SD,Erie,"$17,540,143.21","$8,595,961.68",,"$28,144.35",,,,,,,,"$1,167,059.16",,,,,,"$408,522.43","$26,180.00","$3,972,494.63","$32,074.08","$558,326.00",,,,,,"$286,805.00",,,,,"$483,065.68","$1,981,510.20",,,
1,105258503,Northwestern  SD,Erie,"$14,057,636.20","$9,051,088.33",,"$56,421.29",,,"$71,237.06",,,,,"$1,170,908.98",,,,,,"$858,562.34","$5,005.00",,"$26,706.60","$394,033.62",,"$15,781.52",,,,"$380,100.00",,,,,"$391,800.99","$1,635,990.47",,,
1,105259103,Union City Area SD,Erie,"$13,819,071.50","$9,338,653.05",,"$19,633.93",,,"$17,998.68",,"$1,645.00",,,"$898,864.15",,,,,,"$593,774.45","$3,465.00","$338,315.03","$22,273.52","$334,336.05",,,,,,"$283,155.00","$4,069.48",,"$2,999.00",,"$382,528.48","$1,577,360.68",,,
1,105259703,Wattsburg Area SD,Erie,"$11,843,556.19","$6,698,495.49",,"$24,776.30",,,,,,,,"$965,556.08",,,,,,"$1,023,902.94",,"$454,369.06","$25,556.23","$463,439.07",,,,,,"$243,953.00",,,,,"$375,100.74","$1,568,407.28",,,
1,101260303,Albert Gallatin Area SD,Fayette,"$37,562,154.42","$23,371,011.24",,"$135,287.65",,,,,,,,"$2,979,663.98",,,,,,"$2,171,064.47","$43,890.00","$1,889,467.07","$65,748.64","$820,243.57",,"$25,000.00",,,,"$959,022.00",,,,,"$999,629.59","$4,102,126.21",,,
1,101260803,Brownsville Area SD,Fayette,"$19,276,374.70","$12,314,940.73",,"$27,397.15",,,,,,,,"$1,414,096.31",,,,,,"$1,591,389.86",,"$373,945.89","$28,208.90","$335,779.47",,,,,,"$412,719.00",,,,,"$547,918.03","$2,229,979.36",,,
1,101261302,Connellsville Area SD,Fayette,"$53,958,605.01","$30,355,839.50",,"$66,897.54",,,,,,,,"$4,682,865.55",,,,"$69,452.33",,"$4,128,351.78","$84,700.00","$5,429,002.49","$92,203.52","$1,462,694.96",,"$17,600.00",,,,"$1,050,159.00",,,,,"$1,232,392.04","$5,286,446.30",,,
1,101262903,Frazier SD,Fayette,"$12,034,654.81","$6,853,562.59",,"$19,467.74",,,,,,,,"$722,922.39",,,,"$149,500.00",,"$720,821.96","$4,235.00","$1,159,840.04","$50,597.37","$278,993.36",,"$30,000.00",,,,"$233,322.00",,,$360.76,,"$367,680.16","$1,425,024.83","$18,326.61",,
1,101264003,Laurel Highlands SD,Fayette,"$25,793,322.63","$13,989,379.14",,"$59,000.52",,,,,,,,"$2,249,237.09",,,,,,"$1,274,456.21","$21,560.00","$2,078,069.62","$54,498.91","$1,015,630.99",,,,,,"$608,349.00",,,,,"$898,915.91","$3,544,225.24",,,
1,101268003,Uniontown Area SD,Fayette,"$27,019,035.52","$15,699,965.87",,"$88,623.42",,,,,,,,"$2,201,264.49",,,,,,"$1,732,559.14",,"$1,447,080.87","$55,087.38","$1,120,789.69",,"$25,000.00",,,,"$554,307.00",,,"$2,610.89",,"$829,616.68","$3,262,130.09",,,
1,106272003,Forest Area SD,Forest,"$5,007,882.77","$2,650,742.14",,"$8,521.02",,,,,,,,"$453,710.03",,,,,,"$665,139.36","$21,560.00","$111,796.93",,"$233,426.12",,,,,,"$60,729.00",,,,,"$157,022.31","$645,235.86",,,
1,112281302,Chambersburg Area SD,Franklin,"$43,113,183.00","$20,845,023.00",,"$212,438.00",,,,,,"$1,288.00",,"$3,924,531.00",,,,"$850,000.00",,"$2,805,404.00","$294,525.00","$1,368,100.00","$202,492.00","$1,344,777.00",,"$41,190.00",,,,"$1,128,079.00",,,,,"$2,020,610.00","$8,074,726.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$3,863,673.28","$2,284,247.59",,"$10,672.69",,,,,,,,"$338,027.42",,,,"$161,500.00",,"$309,455.71",,,"$9,717.12","$111,698.92",,,,,,"$76,871.00",,,,,"$106,907.00","$454,575.83",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$12,895,467.37","$6,025,261.21",,"$129,977.04",,,,,,,,"$1,321,446.39",,,,,,"$697,152.59","$38,885.00","$292,959.31","$58,465.25","$630,723.80",,,,,,"$454,540.00",,,,,"$641,451.83","$2,604,604.95",,,
1,112286003,Tuscarora SD,Franklin,"$16,182,888.60","$8,241,047.39",,"$83,809.01",,,,,,,,"$1,638,297.50",,,,"$306,000.00",,"$1,146,795.87","$56,210.00","$772,488.39","$44,943.50","$630,105.62",,,,,,"$361,008.00",,,,,"$577,874.36","$2,324,308.96",,,
1,112289003,Waynesboro Area SD,Franklin,"$24,271,009.10","$13,114,881.28",,"$151,840.88",,,,,"$1,635.00",,,"$2,412,552.66",,,,,,"$1,280,937.57","$71,225.00","$779,148.82","$83,975.35","$732,489.34",,,,,,"$726,936.00",,,"$86,649.00",,"$955,499.95","$3,873,238.25",,,
1,111291304,Central Fulton SD,Fulton,"$8,928,180.85","$5,487,097.52",,"$33,275.03",,,,,"$1,365.00",,,"$584,322.20",,,,,,"$494,339.20","$6,930.00","$294,936.32","$17,312.95","$385,782.32",,,,,,"$180,307.00",,,"$64,557.00",,"$270,784.31","$1,107,172.00",,,
1,111292304,Forbes Road SD,Fulton,"$4,419,363.61","$2,840,375.29",,"$10,063.78",,,,,$630.00,,,"$285,000.00",,,,,,"$339,208.00",,"$149,679.67","$6,412.64","$173,170.79",,,,,,"$84,234.00",,,,,"$113,337.10","$417,252.34",,,
1,111297504,Southern Fulton SD,Fulton,"$7,745,334.67","$4,421,425.44",,"$6,366.86",,,,,,,,"$480,816.83",,,,"$155,372.95",,"$582,514.31",,"$434,061.96","$14,387.71","$289,957.78",,,,,,"$153,038.00",,,,,"$231,145.67","$976,247.16",,,
1,101301303,Carmichaels Area SD,Greene,"$11,528,937.67","$6,936,818.63",,"$19,667.08",,,,,$280.00,,,"$819,938.19",,,,,,"$403,823.91","$12,320.00","$1,072,387.12","$19,405.96","$430,794.02",,"$19,715.75",,,,"$234,124.00",,,,,"$300,877.06","$1,258,785.95",,,
1,101301403,Central Greene SD,Greene,"$14,957,637.83","$8,248,985.23",,"$32,512.41",,,"$7,890.05",,,,,"$1,732,392.14",,,,,,"$688,385.45","$5,775.00","$484,599.70","$31,470.86","$920,910.65",,,,,,"$393,365.00",,,,,"$492,750.88","$1,918,600.46",,,
1,101303503,Jefferson-Morgan SD,Greene,"$8,948,423.35","$5,480,853.75",,"$21,957.73",,,,,,,,"$674,267.97",,,,,,"$411,784.57","$8,085.00","$360,866.18","$14,270.34","$435,461.30",,,,,,"$202,549.00",,,,,"$266,418.24","$1,071,909.27",,,
1,101306503,Southeastern Greene SD,Greene,"$7,866,018.97","$4,963,188.71",,"$46,897.14",,,,,,,,"$549,248.52",,,,,,"$661,719.12","$16,555.00","$18,680.84","$11,072.27","$374,291.21",,,,,,"$143,461.00",,,,,"$212,768.67","$868,136.49",,,
1,101308503,West Greene SD,Greene,"$6,418,524.97","$3,377,713.25",,,,,"$17,036.49",,"$1,155.00",,,"$671,727.72",,,,,,"$237,830.83","$1,530.00","$708,496.29","$11,002.21","$112,754.28",,,,"$1,803.00",,"$97,413.00",,,,,"$232,047.02","$948,015.88",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$14,456,369.79","$7,879,044.41",,"$16,132.46",,,,,,,,"$1,444,906.36",,,,,,"$1,292,753.14","$67,375.00","$378,631.28","$35,590.82","$670,555.82",,,,,,"$334,138.00",,,$931.69,,"$449,640.38","$1,886,670.43",,,
1,111312804,Juniata Valley SD,Huntingdon,"$7,638,547.07","$4,993,440.96",,"$32,754.39",,,"$33,496.33",,,,,"$511,731.15",,,,,,"$448,928.54","$18,480.00","$190,551.15","$13,061.18","$210,047.61",,"$1,800.00",,,,"$142,555.00",,,,,"$208,189.53","$833,511.23",,,
1,111316003,Mount Union Area SD,Huntingdon,"$14,317,099.38","$8,798,357.12",,"$48,961.67",,,"$56,072.05",,,,,"$957,802.60",,,,,,"$727,995.07","$27,335.00","$596,016.20","$27,220.37","$237,784.98",,"$24,550.00",,,,"$389,705.00",,,"$74,776.97",,"$598,871.49","$1,751,650.86",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$10,893,092.65","$6,822,982.58",,"$42,106.71",,,"$26,649.99",,,,,"$754,922.88",,,,,,"$897,318.50","$3,850.00","$237,665.19","$25,822.82","$285,226.11",,,,,,"$270,148.00",,,,,"$280,364.33","$1,246,035.54",,,
1,128321103,Blairsville-Saltsburg SD,Indiana,"$17,817,648.06","$9,426,868.56",,"$160,317.52",,,"$67,482.56",,,,,"$1,299,407.40",,,,"$320,309.00",,"$1,086,611.76","$11,165.00","$1,017,485.53","$31,119.46","$1,134,294.31",,,,"$360,975.00",,,,,,,"$576,324.76","$2,325,287.20",,,
1,128323303,Homer-Center SD,Indiana,"$9,131,761.70","$5,542,785.28",,"$24,893.52",,,,,,,,"$610,222.30",,,,,,"$359,962.50",,"$434,264.53","$15,414.40","$393,167.76",,,,,,"$188,971.00",,,"$73,602.67",,"$293,941.08","$1,194,536.66",,,
1,128323703,Indiana Area SD,Indiana,"$18,549,168.75","$9,225,368.01",,"$8,330.94",,,,,$945.00,,,"$1,738,088.61",,,,,,"$718,913.17","$36,960.00","$505,050.62","$53,463.75","$1,033,169.62",,,,,,"$353,791.00",,,"$371,240.72",,"$898,724.55","$3,605,122.76",,,
1,128325203,Marion Center Area SD,Indiana,"$15,779,251.63","$9,398,681.06",,"$129,460.38",,,"$25,272.77",,,,,"$1,030,186.90",,,,"$181,050.00",,"$1,191,592.99","$70,070.00","$538,778.57","$25,015.30","$598,985.97",,"$20,000.00",,,,"$282,738.00",,,,,"$459,116.98","$1,828,302.71",,,
