Cat,AUN,school_district,county,total_state_rev,bef,formula_funding,bef_soc_sec_2122,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Vocational Education 7220,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,Project 720/High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,101260303,Albert Gallatin Area SD,Fayette,"$39,330,949.60","$25,733,609.55","$24,595,886.16","$1,137,723.39",,"$156,561.46",,,,,,"$3,195,612.01",,,,,,"$2,097,872.24","$30,415.00","$1,046,350.63","$63,345.81","$833,814.63",,,,,"$821,655.00","$33,001.00",,,,,,"$5,318,712.27",,,
1,101260803,Brownsville Area SD,Fayette,"$21,300,609.36","$14,141,261.85","$13,620,191.98","$521,069.87",,"$55,124.57",,,,$131.00,,"$1,606,014.81",,,,,,"$1,425,972.64","$29,260.00","$726,348.92","$27,639.15","$341,469.22","$35,000.00",,,,"$412,719.00",,,,,,,"$2,499,668.20",,,
1,101261302,Connellsville Area SD,Fayette,"$52,183,025.00","$32,713,311.09","$31,403,825.48","$1,309,485.61",,"$69,615.93",,,,,,"$5,045,611.36",,,,,,"$3,696,004.26","$95,480.00","$938,293.86","$81,607.91","$1,486,039.06","$33,120.00",,,,"$1,050,159.00",,,,"$7,991.00",,,"$6,965,791.53",,,
1,101262903,Frazier SD,Fayette,"$11,566,160.66","$7,458,105.88","$7,076,387.01","$381,718.87",,"$12,109.49",,,,,,"$814,092.68",,,,"$94,791.63",,"$628,291.29","$6,545.00","$288,752.65","$19,761.73","$278,984.31",,,,,"$198,758.00",,,,$218.00,,,"$1,765,750.00",,,
1,101264003,Laurel Highlands SD,Fayette,"$26,595,198.50","$16,144,773.80","$15,182,618.98","$962,154.82",,"$71,739.89",,,,,,"$2,496,140.02",,,,,,"$832,652.87","$28,490.00","$805,145.89","$51,231.04","$1,030,198.71","$64,014.39",,,,"$608,349.00","$22,477.36",,,,,,"$4,439,985.53",,,
1,101268003,Uniontown Area SD,Fayette,"$27,977,885.47","$17,385,153.13","$16,655,731.32","$729,421.81",,"$43,969.17",,,,,,"$2,357,103.78",,,,"$420,000.00",,"$1,299,940.12","$39,270.00","$631,761.28","$45,804.90","$1,130,989.57","$43,410.38",,,,"$554,307.00",,,,"$3,138.30",,,"$4,023,037.84",,,
1,106272003,Forest Area SD,Forest,"$5,736,611.01","$3,144,911.19","$2,978,140.19","$166,771.00",,"$37,855.61",,,,,,"$473,871.06",,,,"$98,700.00",,"$657,354.97","$13,860.00","$42,970.38","$6,785.33","$233,418.55","$34,250.00","$10,000.00",,,"$102,046.00",,,,,,,"$880,587.92",,,
1,112281302,Chambersburg Area SD,Franklin,"$50,717,312.00","$25,624,718.00","$23,244,017.00","$2,380,701.00",,"$95,439.00",,,,$976.00,,"$4,818,057.00",,,,"$1,417,500.00",,"$3,241,769.00","$247,940.00","$779,409.00","$190,814.00","$1,347,454.00","$20,000.00",,,,"$1,128,079.00",,,,"$5,495.00",,,"$11,799,662.00",,,
1,112282004,Fannett-Metal SD,Franklin,"$3,843,499.86","$2,570,833.24","$2,468,624.63","$102,208.61",,,,,,,,"$353,442.54",,,,,,"$154,153.57",,"$5,253.89","$7,976.55","$111,107.42",,"$19,575.44",,,"$76,871.00",,,,,,,"$544,286.21",,,
1,112283003,Greencastle-Antrim SD,Franklin,"$14,732,052.36","$7,386,589.63","$6,683,762.11","$702,827.52",,"$67,778.94",,,,,,"$1,467,662.04",,,,"$315,000.00",,"$786,778.81","$35,805.00","$136,249.32","$46,807.32","$630,754.29",,"$108,574.12",,,"$379,241.00",,,,,,,"$3,370,811.89",,,
1,112286003,Tuscarora SD,Franklin,"$17,183,241.00","$9,232,136.00","$8,612,597.00","$619,539.00",,"$51,671.00",,,,,,"$1,763,683.00",,,,"$315,000.00",,"$1,338,075.00","$42,735.00","$573,854.00","$40,814.00","$630,217.00",,,,,"$361,008.00",,,,,,,"$2,834,048.00",,,
1,112289003,Waynesboro Area SD,Franklin,"$28,775,793.40","$15,592,747.28","$14,444,128.91","$1,148,618.37",,"$86,382.22",,,,,,"$2,684,657.10",,,,"$1,190,000.00",,"$1,362,309.98","$44,275.00","$726,184.92","$76,388.97","$732,991.86","$12,975.01",,,,"$632,883.00",,,,"-$1,045.59",,"-$33,802.57","$5,668,846.22",,,
1,111291304,Central Fulton SD,Fulton,"$9,509,053.62","$6,162,822.22","$5,865,662.58","$297,159.64",,,,,$700.00,,,"$636,287.83",,,,,,"$451,403.67","$2,695.00","$277,245.83","$16,576.00","$383,879.92",,,,,"$160,440.00",,,,"$3,442.49",,,"$1,413,560.66",,,
1,111292304,Forbes Road SD,Fulton,"$4,776,661.06","$3,099,851.06","$2,965,651.46","$134,199.60",,,,,$175.00,,,"$300,812.00",,,,,,"$360,885.00",,"$119,304.00","$6,423.00","$173,186.00",,,,,"$76,499.00","$23,333.00",,,,,,"$616,193.00",,,
1,111297504,Southern Fulton SD,Fulton,"$8,025,418.15","$4,813,169.12","$4,592,559.22","$220,609.90",,$482.22,$710.00,,,$63.00,,"$515,416.29",,,,"$297,500.00","$15,074.00","$621,046.48",,"$266,659.79","$12,867.83","$290,638.49",,"$34,739.38",,,"$153,038.00",,,,,,,"$1,004,013.55",,,
1,101301303,Carmichaels Area SD,Greene,"$12,068,886.47","$7,666,730.00","$7,313,845.95","$352,884.05",,"$5,467.32",,,,,,"$936,134.12",,,,,,"$422,182.65","$6,160.00","$510,335.63","$16,116.70","$430,497.34",,,,,"$234,124.00",,,,,,,"$1,841,138.71",,,
1,101301403,Central Greene SD,Greene,"$15,687,531.32","$9,313,595.79","$8,810,166.06","$503,429.73",,,,"$78,875.00",,,,"$1,934,384.99",,,,,,"$311,874.13",$385.00,"$431,864.10","$26,637.47","$921,382.82",,,,,"$352,907.00",,,,,,,"$2,315,625.02",,,
1,101303503,Jefferson-Morgan SD,Greene,"$9,730,215.24","$5,859,501.14","$5,556,608.81","$302,892.33",,"$87,910.41",,,,,,"$683,933.64",,,,,,"$391,491.87","$5,775.00","$633,701.51","$15,193.54","$435,022.64",,,,,"$194,792.00",,,,,,,"$1,422,893.49",,,
1,101306503,Southeastern Greene SD,Greene,"$8,399,087.01","$5,415,363.14","$5,211,781.83","$203,581.31",,"$119,441.50",,,,,,"$596,663.25",,,,,,"$692,178.83","$6,545.00",,"$10,033.73","$374,279.07","$16,424.00",,,,"$133,840.00",,,,,,,"$1,034,318.49",,,
1,101308503,West Greene SD,Greene,"$6,050,059.98","$3,888,397.09","$3,654,826.52","$233,570.57",,,,"$36,401.67",,,,"$690,544.13",,,,,,"$102,636.85","$3,850.00",,"$11,679.19","$112,750.62",,,,,"$98,630.00",,"$7,408.86",,"$8,374.40",,,"$1,089,387.17",,,
1,111312503,Huntingdon Area SD,Huntingdon,"$15,841,964.60","$9,031,672.28","$8,572,667.15","$459,005.13",,"$35,691.21",,,,,,"$1,586,609.72",,,,"$189,503.04",,"$1,533,384.33","$82,390.00",,,"$672,281.27","$149,855.52",,,,"$334,138.00",,,,"$29,845.13",,,"$2,196,594.10",,,
1,111312804,Juniata Valley SD,Huntingdon,"$8,342,019.29","$5,436,864.39","$5,194,483.51","$242,380.88",,"$58,955.16",,"$116,914.00",,,,"$565,700.98",,,,,,"$399,956.71","$15,785.00","$180,470.23","$12,564.73","$210,663.58",,,,,"$142,555.00",,"$12,092.39",,,,,"$1,189,497.12",,,
1,111316003,Mount Union Area SD,Huntingdon,"$14,805,737.19","$9,838,606.64","$9,399,576.58","$439,030.06",,"$91,554.17",,"$60,713.00",,,,"$1,059,138.11",,,,,,"$585,338.00","$26,565.00","$385,118.42","$23,563.84","$237,948.23","$43,243.34",,,,"$334,502.00",,,,,,,"$2,119,446.44",,,
1,111317503,Southern Huntingdon County SD,Huntingdon,"$11,752,029.11","$7,457,849.67","$7,158,881.94","$298,967.73",,"$94,336.96",,"$37,159.00",,,,"$817,234.39",,,,,,"$1,087,740.33",,"$261,999.67","$18,765.18","$286,089.95",,,,,"$238,273.00",,"$6,475.68",,$600.00,,,"$1,445,505.28",,,
1,128323303,Homer-Center SD,Indiana,"$9,694,319.55","$6,226,512.67","$5,888,725.77","$337,786.90",,"$69,374.62",,,,,,"$702,197.14",,,,,,"$361,640.78","$3,465.00","$244,212.88","$15,098.72","$393,155.01",,"$79,999.54",,,"$162,204.00",,,,,,,"$1,436,459.19",,,
1,128323703,Indiana Area SD,Indiana,"$19,716,918.31","$11,138,998.39","$10,234,713.89","$904,284.50",,"$45,323.75",,,"$1,365.00",$40.00,,"$1,954,494.90",,,,,,"$642,681.67","$43,120.00","$67,827.35","$53,964.59","$1,031,872.76",,,,,"$353,791.00",,,,,,,"$4,383,438.90",,,
1,128325203,Marion Center Area SD,Indiana,"$16,661,801.17","$10,403,742.03","$9,920,817.50","$482,924.53",,"$86,375.52",,"$19,590.01",,,,"$1,149,291.02",,,,"$350,000.00",,"$1,196,180.78","$52,360.00","$31,800.33","$22,162.77","$599,000.48",,,,,"$246,307.00",,,,,,,"$2,504,991.23",,,
1,128326303,Penns Manor Area SD,Indiana,"$12,440,995.30","$7,853,555.47","$7,505,622.85","$347,932.62",,"$37,688.28",,"$43,161.00",$595.00,,,"$801,025.06",,,,"$105,000.00",,"$1,113,717.51","$20,405.00","$286,571.14","$13,979.80","$274,295.36",,,,,"$194,325.00",,,,,,,"$1,696,676.68",,,
1,128327303,Purchase Line SD,Indiana,"$14,577,148.61","$9,465,250.82","$9,082,733.60","$382,517.22",,"$22,647.74",,$59.72,"$2,100.00",,,"$929,694.27",,,,,,"$1,435,814.82","$15,400.00","$300,182.25","$14,176.90","$282,798.15",,"$20,000.00",,,"$218,571.00",,,,,,,"$1,870,452.94",,,
1,128321103,River Valley SD,Indiana,"$17,985,692.00","$10,398,078.00","$9,772,906.00","$625,172.00",,"$142,946.00",,,,,,"$1,462,934.00",,,,,,"$1,002,055.00","$22,715.00","$509,482.00","$24,768.00","$1,133,898.00","$60,000.00",,,,"$328,088.00",,,,,,,"$2,900,728.00",,,
1,128328003,United SD,Indiana,"$15,135,774.50","$9,466,280.07","$9,079,008.35","$387,271.72",,"$9,288.57",,,,,,"$1,073,660.71",,,,"$262,500.00",,"$1,465,778.49","$16,170.00","$247,931.48","$15,882.50","$445,880.97",$647.00,"$10,258.00",,,"$208,937.00",,,,,,,"$1,912,559.71",,,
1,106330703,Brockway Area SD,Jefferson,"$11,157,296.66","$7,532,150.02","$7,216,780.61","$315,369.41",,,,"$48,747.00","$1,330.00",,,"$779,060.58",,,,,,"$551,749.86","$34,265.00","$61,739.19","$17,957.25","$351,763.62",,,,,"$193,887.00",,"$6,596.93",,"$6,875.50",,,"$1,571,174.71",,,
1,106330803,Brookville Area SD,Jefferson,"$15,971,278.77","$9,782,636.48","$9,382,558.60","$400,077.88",,"$20,621.25",,,,,,"$1,258,818.46",,,,,,"$1,267,452.09","$20,405.00","$470,584.32","$25,934.30","$713,672.77",,,,,"$295,869.00",,,,,,,"$2,115,285.10",,,
1,106338003,Punxsutawney Area SD,Jefferson,"$26,890,256.06","$16,621,221.13","$15,970,720.49","$650,500.64",,"$90,190.71",,,,,,"$1,963,279.13",,,,,,"$2,654,349.18","$153,230.00","$768,504.59","$39,171.88","$1,118,611.08",,,,,"$441,183.00",,,,,,,"$3,040,515.36",,,
1,111343603,Juniata County SD,Juniata,"$20,289,543.58","$11,298,561.08","$10,733,125.62","$565,435.46",,"$179,343.23",,"$53,765.00",,$167.30,,"$1,827,047.72",,,,,,"$2,615,614.40","$113,960.00","$277,896.10","$55,637.38","$520,844.95",,,,,"$451,696.00",,,,,,,"$2,895,010.42",,,
1,119350303,Abington Heights SD,Lackawanna,"$15,713,729.25","$7,583,357.22","$6,768,430.93","$814,926.29",,"$41,822.52",,,,,,"$1,825,842.89",,,,,,"$858,322.65","$118,965.00","$3,398.39","$68,107.70","$817,716.63",,,,,"$294,812.00",,,,,,,"$4,101,384.25",,,
1,119351303,Carbondale Area SD,Lackawanna,"$15,930,668.74","$10,332,812.20","$9,740,618.77","$592,193.43",,"$5,437.32",,,,,,"$1,430,311.23",,,,,,"$228,093.53","$16,170.00","$279,478.50","$23,110.16","$625,679.75",,,,,"$318,944.00",,,,,,,"$2,670,632.05",,,
1,119352203,Dunmore SD,Lackawanna,"$8,503,048.32","$4,938,112.58","$4,558,489.94","$379,622.64",,"$33,267.24",,,,,,"$971,070.12",,,,,,"$93,359.02","$15,015.00","$26,068.54","$36,545.91","$339,499.62",,,,,"$209,240.00",,,,,,,"$1,840,870.29",,,
1,119354603,Lakeland SD,Lackawanna,"$11,040,213.82","$5,970,737.52","$5,597,917.10","$372,820.42",,,,,,,,"$1,047,727.02",,,,,,"$1,457,886.28","$48,510.00","$23,435.01","$26,449.40","$340,055.57",,,,,"$236,731.00",,,,,,,"$1,888,682.02",,,
1,119355503,Mid Valley SD,Lackawanna,"$10,087,224.41","$5,593,511.51","$5,144,474.55","$449,036.96",,,,,,,,"$1,031,578.77",,,,,,"$217,775.75","$25,025.00","$398,060.88","$33,215.03","$262,689.35",,"$65,725.00",,,"$192,918.00",,,,,,,"$2,266,725.12",,,
1,119356503,North Pocono SD,Lackawanna,"$23,463,701.46","$9,947,456.92","$9,060,684.95","$886,771.97",,"$73,449.88",,,,,,"$1,955,510.16",,,,,,"$2,121,090.76","$16,555.00","$3,440,500.76","$53,416.60","$1,199,565.23",,,,,"$417,576.00",,,,,,,"$4,238,580.15",,,
1,119356603,Old Forge SD,Lackawanna,"$7,530,048.32","$3,438,696.88","$3,177,931.49","$260,765.39",,,,,,,,"$747,799.27",,,,,,"$129,271.87","$7,315.00","$407,147.53","$18,327.29","$224,303.87","$200,493.98",,,,"$1,134,854.00","$9,722.28",,,"$10,000.00",,,"$1,202,116.35",,,
1,119357003,Riverside SD,Lackawanna,"$10,621,346.13","$6,278,686.21","$5,892,469.15","$386,217.06",,,,,$350.00,,,"$910,235.65",,,,,,"$252,662.36","$16,170.00",,"$28,420.80","$465,616.00",,,,,"$222,157.00",,,,"$494,446.64",,,"$1,952,601.47",,,
1,119357402,Scranton SD,Lackawanna,"$91,131,558.73","$53,518,292.16","$51,002,806.98","$2,515,485.18",,"$24,900.95",,,,,,"$7,389,239.59",,,,,,"$369,725.69","$51,590.00","$1,116,451.89","$192,527.47","$4,378,319.01","$13,451.00","$25,000.00","$9,300.00",,"$7,836,814.00",,,,$500.00,,,"$16,200,446.97",,,"$5,000.00"
1,119358403,Valley View SD,Lackawanna,"$15,661,659.00","$9,064,607.00","$8,441,594.00","$623,013.00",,"$70,597.00",,,,,,"$1,493,266.00",,,,,,"$347,467.00","$57,750.00","$316,197.00","$43,191.00","$894,670.00","$1,875.00","$29,993.00",,,"$393,156.00",,,,,,,"$2,948,890.00",,,
1,113361303,Cocalico SD,Lancaster,"$18,061,854.31","$8,710,910.80","$7,809,037.96","$901,872.84",,"$107,789.99",,,,,,"$1,964,010.42",,,,,,"$1,062,411.70","$97,020.00","$7,607.61","$52,583.17","$1,109,545.53",,,,,"$400,960.00",,,,"$8,558.99",,,"$4,540,456.10",,,
1,113361503,Columbia Borough SD,Lancaster,"$14,828,004.12","$8,798,007.97","$8,459,701.96","$338,306.01",,"$46,536.84",,,,$560.00,,"$1,540,218.89",,,,,,"$149,550.75",,"$1,014,197.46","$24,645.32","$635,970.14","$97,121.15",,,,"$295,569.00",,,,,,,"$2,225,626.60",,,
1,113361703,Conestoga Valley SD,Lancaster,"$15,806,363.40","$6,333,106.64","$5,326,248.07","$1,006,858.57",,"$95,415.06",,,,$536.00,,"$1,846,703.69",,,,"$437,500.00",,"$804,356.06","$85,470.00","$50,726.32","$88,252.49","$708,872.58","$2,750.00",,,,"$348,871.00",,,,$750.00,,,"$5,003,053.56",,,
1,113362203,Donegal SD,Lancaster,"$18,774,634.20","$8,556,230.73","$7,857,493.87","$698,736.86",,"$74,934.01",,,,$320.00,,"$1,780,095.07",,,,,,"$768,672.30","$44,275.00","$2,744,276.81","$52,903.44","$668,655.23",,,,,"$393,860.00",,,,,,,"$3,690,411.61",,,
1,113362303,Eastern Lancaster County SD,Lancaster,"$14,442,988.37","$5,801,519.63","$4,996,584.67","$804,934.96",,"$14,892.21",,"$50,761.00",,$40.00,,"$1,721,444.66",,,,,,"$966,783.82","$194,810.00","$645,350.95","$76,189.84","$446,377.86","$21,651.32",,,,"$247,418.00",,,,,,,"$4,255,749.08",,,
1,113362403,Elizabethtown Area SD,Lancaster,"$20,706,833.17","$10,386,756.96","$9,344,744.92","$1,042,012.04",,"$98,022.71",,"$44,600.00",,$31.94,,"$2,346,227.98",,,,,,"$841,979.45","$68,915.00","$781,015.57","$75,194.53","$598,471.67",,,,,"$472,997.00",,"$15,000.00",,,,,"$4,977,620.36",,,
1,113362603,Ephrata Area SD,Lancaster,"$23,028,726.64","$12,240,614.06","$11,085,411.25","$1,155,202.81",,"$72,800.41",,"$40,872.00",,$360.00,,"$2,573,208.60",,,,,,"$836,818.52","$99,715.00","$36,259.62","$81,429.28","$1,027,373.86",,,"$3,526.18",,"$515,064.00",,,,,,,"$5,500,685.11",,,
1,113363103,Hempfield SD,Lancaster,"$34,815,460.68","$16,206,639.58","$14,148,701.56","$2,057,938.02",,"$195,602.42",,,,"$3,000.00",,"$3,981,905.51",,,,,,"$1,128,508.95","$113,575.00","$940,679.83","$137,130.01","$1,648,880.02",,,,,"$689,640.00",,,,,,,"$9,769,899.36",,,
1,113363603,Lampeter-Strasburg SD,Lancaster,"$13,129,342.45","$5,396,490.58","$4,576,636.46","$819,854.12",,"$58,950.59",,"$80,827.00",,,,"$1,561,351.58",,,,,,"$633,600.84","$109,340.00","$260,232.33","$51,794.94","$635,758.45",,,,,"$281,120.00",,"$12,065.39",,,,,"$4,047,810.75",,,
1,113364002,Lancaster SD,Lancaster,"$119,720,880.00","$71,332,980.00","$67,084,670.00","$4,248,310.00",,"$246,027.00",,"$319,300.00",,"$5,650.00",,"$10,705,207.00",,,,"$5,101,250.00",,"$1,999,895.00","$209,825.00","$184,121.00","$223,807.00","$4,996,884.00",,,,,"$2,848,858.00",,"$29,389.00",,,,,"$21,517,687.00",,,
1,113364403,Manheim Central SD,Lancaster,"$16,342,461.00","$8,385,459.00","$7,574,235.00","$811,224.00",,"$67,411.00",,"$54,681.00",,$280.00,,"$1,699,368.00",,,,,,"$799,275.00","$76,615.00","$162,526.00","$56,840.00","$829,030.00",,,,,"$301,665.00",,,,,,,"$3,909,311.00",,,
1,113364503,Manheim Township SD,Lancaster,"$22,053,880.07","$8,213,085.06","$6,744,115.84","$1,468,969.22",,"$84,652.98",,,,"$1,840.00",,"$2,724,807.08",,,,,,"$961,728.30","$110,110.00","$953,991.50","$116,118.77","$1,152,384.50",,,,,"$474,037.00",,,,,,,"$7,261,124.88",,,
1,113365203,Penn Manor SD,Lancaster,"$28,718,684.83","$14,017,477.14","$12,631,785.25","$1,385,691.89",,"$112,373.96",,"$54,705.00",,"$1,520.00",,"$3,241,269.08",,,,,,"$1,787,178.63","$84,700.00","$561,591.37","$98,838.50","$1,293,862.00","$45,000.00",,,,"$620,860.00",,,,,,,"$6,799,309.15",,,
1,113365303,Pequea Valley SD,Lancaster,"$8,670,855.33","$3,380,968.68","$2,980,651.48","$400,317.20",,"$138,381.94",,"$74,663.40",,$200.00,,"$880,872.57",,,,,,"$1,129,044.92","$81,620.00","$26,526.24","$38,580.60","$379,486.61","$13,479.98",,,,"$113,497.00",,"$12,327.12",,,,,"$2,401,206.27",,,
1,113367003,Solanco SD,Lancaster,"$20,846,716.98","$11,445,355.25","$10,663,797.73","$781,557.52",,"$48,050.02",,"$113,354.00",,"$1,360.00",,"$2,268,785.61",,,,,$611.34,"$1,772,238.40","$52,360.00","$37,599.70","$55,944.09","$567,595.95","$48,763.21",,,,"$427,715.00",,"$16,679.56",,,,,"$3,990,304.85",,,
1,113369003,Warwick SD,Lancaster,"$23,748,331.78","$11,874,852.87","$10,702,114.35","$1,172,738.52",,"$138,819.44",,,,,,"$2,572,281.85",,,,,,"$746,860.51","$26,565.00","$864,324.63","$84,890.30","$986,346.69","$208,899.65","$132,230.59",,,"$533,160.00",,,,,,,"$5,579,100.25",,,
1,104372003,Ellwood City Area SD,Lawrence,"$18,373,535.35","$12,305,483.63","$11,732,947.51","$572,536.12",,"$14,599.88",,,,,,"$1,519,098.71",,,,,,"$612,180.32","$15,015.00",,"$28,892.23","$690,250.31",,,,,"$361,395.00",,,,"$22,481.83",,,"$2,804,138.44",,,
1,104374003,Laurel SD,Lawrence,"$12,212,665.74","$8,008,066.40","$7,631,731.03","$376,335.37",,,,"$50,085.00","$1,260.00",,,"$847,928.40",,,,,,"$452,089.76","$7,700.00","$422,474.26","$19,362.34","$365,497.35",,,,,"$255,143.00",,"$6,839.82",,"$26,822.26",,,"$1,749,397.15",,,
1,104375003,Mohawk Area SD,Lawrence,"$16,691,180.21","$10,712,307.18","$10,198,479.21","$513,827.97",,"$65,676.82",,"$141,174.05",,,,"$1,242,567.14",,,,,,"$805,009.97","$10,010.00","$391,252.66","$27,323.95","$482,942.13",,,,,"$307,754.00",,"$13,992.86",,"$18,000.00",,,"$2,473,169.45",,,
1,104375203,Neshannock Township SD,Lawrence,"$6,784,408.24","$3,696,566.55","$3,351,942.01","$344,624.54",,"$23,173.86",,,,,,"$715,391.67",,,,,,"$223,907.82","$1,925.00","$161,037.97","$22,564.00","$196,479.10",,,,,"$140,499.00",,,,,,,"$1,602,863.27",,,
1,104375302,New Castle Area SD,Lawrence,"$41,772,821.81","$27,013,631.16","$26,078,189.49","$935,441.67",,"$27,229.91",,,$525.00,,,"$3,136,589.53",,,,,,"$824,178.68","$19,635.00","$850,111.00","$64,233.00","$1,185,020.25","$103,824.00",,,,"$809,588.00",,,,,,,"$7,738,256.28",,,
1,104376203,Shenango Area SD,Lawrence,"$12,060,747.77","$7,973,245.94","$7,541,556.69","$431,689.25",,"$16,232.97",,,,,,"$852,885.23",,,,,,"$364,372.90","$7,315.00",,"$19,944.06","$459,265.59","$60,394.00",,,,"$215,465.00",,,,,,,"$2,091,627.08",,,
1,104377003,Union Area SD,Lawrence,"$7,721,836.00","$5,203,928.00","$4,925,751.00","$278,177.00",,"$9,639.00",,,,,,"$563,663.00",,,,,,"$168,583.00","$3,080.00",,"$14,707.00","$251,596.00","$29,000.00",,,,"$152,979.00",,,,,,,"$1,324,661.00",,,
1,104378003,Wilmington Area SD,Lawrence,"$10,642,602.03","$6,163,896.18","$5,834,193.59","$329,702.59",,"$27,345.04",,"$53,774.00",,,,"$1,093,356.71",,,,,,"$916,990.47","$65,450.00","$159,632.74","$18,602.15","$380,338.66",,,,,"$219,259.00",,"$7,893.76",,,,,"$1,536,063.32",,,
1,113380303,Annville-Cleona SD,Lebanon,"$9,535,601.59","$5,359,526.12","$4,967,874.19","$391,651.93",,"$15,385.60",,,,$240.00,,"$975,639.55",,,,,,"$397,348.25","$11,935.00","$187,322.71","$28,190.15","$263,402.82","$93,482.48",,,,"$189,420.00","$15,555.60",,,"$121,056.87",,,"$1,877,096.44",,,
1,113381303,Cornwall-Lebanon SD,Lebanon,"$26,764,068.54","$12,644,327.21","$11,380,530.20","$1,263,797.01",,"$195,925.51",,"$74,552.00",,$160.00,,"$2,659,839.52",,,,,,"$1,559,536.23","$16,555.00","$1,360,390.32","$93,479.40","$1,264,037.53",,"$40,000.00",,,"$528,189.00",,"$10,794.82",,,,,"$6,316,282.00",,,
1,113382303,Eastern Lebanon County SD,Lebanon,"$13,702,560.34","$6,225,015.75","$5,490,088.68","$734,927.07",,"$67,580.23",,"$29,455.00",,,,"$1,328,478.87",,,,,,"$1,406,705.37","$25,025.00","$387,102.26","$45,591.90","$464,188.91",,,,,"$258,521.00",,"$5,990.70",,"$181,977.50",,"-$16,503.41","$3,293,431.26",,,
1,113384603,Lebanon SD,Lebanon,"$58,161,445.43","$35,411,496.92","$33,574,647.98","$1,836,848.94",,"$21,538.53",,,$175.00,"$2,840.00",,"$3,940,640.32",,,,,,"$861,240.84","$18,480.00","$4,921,319.90","$92,293.34","$1,766,923.09",,,,,"$1,130,791.00","$198,906.62",,,,,,"$9,794,799.87",,,
1,113385003,Northern Lebanon SD,Lebanon,"$16,277,014.06","$8,824,589.15","$8,227,993.53","$596,595.62",,"$66,453.00",,"$123,028.00",,,,"$1,471,800.57",,,,,"-$9,128.00","$1,338,292.65","$68,145.00","$429,880.59","$40,445.93","$647,764.65","$40,000.00",,,,"$305,011.00","-$10,620.54","$14,083.73",,$614.00,,,"$2,926,654.33",,,
1,113385303,Palmyra Area SD,Lebanon,"$16,745,148.32","$8,166,591.20","$7,254,976.64","$911,614.56",,"$55,709.77",,,,$80.00,,"$1,699,619.74",,,,,,"$685,992.42","$47,740.00","$830,343.47","$62,979.76","$344,628.52","$28,069.00",,,,"$361,796.00",,,,,,,"$4,461,598.44",,,
1,121390302,Allentown City SD,Lehigh,"$217,284,526.00","$142,018,292.00","$136,813,260.00","$5,205,032.00",,"$425,153.00",,,,"$4,547.00",,"$12,694,577.00",,,,,,"$2,311,368.00","$566,720.00","$4,444,943.00","$341,702.00","$9,643,444.00",,,,,"$13,914,767.00",,,,"$98,843.00",,,"$30,820,170.00",,,
1,121391303,Catasauqua Area SD,Lehigh,"$11,088,368.43","$6,229,018.86","$5,730,009.00","$499,009.86",,"$91,325.39",,,,,,"$1,087,776.65",,,,,,"$149,049.82","$27,720.00","$10,224.55","$26,945.52","$682,797.73",,,,,"$206,861.00",,,,,,,"$2,576,648.91",,,
1,121392303,East Penn SD,Lehigh,"$35,999,463.30","$15,546,264.33","$13,315,525.36","$2,230,738.97",,"$138,146.66",,,,,,"$3,943,712.62",,,,,,"$1,008,168.39","$270,270.00","$890,934.81","$151,318.49","$1,835,312.84","$18,500.00",,,,"$705,924.00",,,,$750.00,,,"$11,490,161.16",,,
1,121394503,Northern Lehigh SD,Lehigh,"$14,344,079.05","$7,816,979.45","$7,242,379.99","$574,599.46",,"$74,887.70",,,,,,"$1,489,211.25",,,,,,"$644,300.39","$16,170.00","$59,287.15","$27,363.67","$950,278.91","$131,592.19",,,,"$298,608.00",,,,,,,"$2,835,400.34",,,
1,121394603,Northwestern Lehigh SD,Lehigh,"$13,867,562.56","$6,621,740.72","$5,872,497.41","$749,243.31",,"$17,548.35",,,,,,"$1,423,535.73",,,,,,"$969,667.93","$59,675.00","$410,039.10","$36,838.63","$674,981.69",,,,,"$230,490.00",,,,,,,"$3,423,045.41",,,
1,121395103,Parkland SD,Lehigh,"$36,670,124.51","$12,973,760.86","$9,658,760.08","$3,315,000.78",,"$253,095.57",,,,$120.00,,"$3,889,242.07",,,,,,"$1,238,894.89","$254,485.00","$1,073,729.29","$183,509.08","$1,799,846.03",,,,,"$531,722.00",,,,$870.00,,,"$14,470,849.72",,,
