Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
4,126516457,Mastery CS-Harrity Campus,Philadelphia,"$87,626.00",,,,,,,,,,,,,,,,,,,,"$16,000.00",,,,,,,"$71,626.00",,,,,,,,,
4,126519433,Mastery CS-Mann Campus,Philadelphia,"$56,343.00",,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,"$46,343.00",,,,,,,,,
4,151514721,Mastery CS-Pickett Campus,Philadelphia,"$220,196.00",,,,,,,,,,,,,,,,,,,"$141,405.00","$17,000.00",,,,,,,"$61,791.00",,,,,,,,,
4,126510022,Mastery CS-Shoemaker Campus,Philadelphia,"$197,357.00",,,,,,,,,,,,,,,,,,,"$122,570.00","$15,000.00",,,,,,,"$59,787.00",,,,,,,,,
4,126517286,Mastery CS-Smedley Campus,Philadelphia,"$94,328.00",,,,,,,,,,,,,,,,,,,,"$8,000.00",,,,,,,"$61,011.00",,,,"$25,317.00",,,,,
4,126510023,Mastery CS-Thomas Campus,Philadelphia,"$285,464.00",,,,,,,,,,,,,,,,,,,"$208,223.00","$25,000.00",,,,,,,"$52,241.00",,,,,,,,,
4,126513230,Math Civics and Sciences CS,Philadelphia,"$95,978.44",,,,,,,,,,,,,,,,,,,,"$17,043.96",,,,,,,"$77,552.00",,,,"$1,382.48",,,,,
4,126519392,Memphis Street Academy CS @ JP Jones,Philadelphia,"$88,887.00",,,,,,,,,,,,,,,,,,,,"$20,646.00",,,,,,,"$68,241.00",,,,,,,,,
4,126513000,Multicultural Academy CS,Philadelphia,"$70,954.00",,,,,,,,,,,,,,,,,,,"$46,550.00","$4,702.00",,,,,,,"$19,702.00",,,,,,,,,
4,126513420,New Foundations CS,Philadelphia,"$326,406.00",,,,,,,,,,,,,,,,,,,"$229,739.00","$10,959.00",,,,,,,"$85,708.00",,,,,,,,,
4,126510019,Northwood Academy CS,Philadelphia,"$83,917.59",,,,,,,,,,,,,,,,,,,,"$19,205.59",,,,,,,"$64,712.00",,,,,,,,,
4,126513452,Olney Charter High School,Philadelphia,"$71,015.00",,,,,,,,,,,,,,,,,,,,"$29,457.00",,,,,,,,,,,"$41,558.00",,,,,
4,173515368,Pan American Academy CS,Philadelphia,"$185,592.00",,,,,,,,,,,,,,,,,,,"$106,612.00","$14,412.00",,,,,,,"$64,568.00",,,,,,,,,
4,126510004,People for People CS,Philadelphia,"$163,407.14",,,,,,,,,,,,,,,,,,,"$90,009.26","$10,137.98",,,,,,,"$45,506.00",,,,"$17,753.90",,,,,
4,126513280,Philadelphia Academy CS,Philadelphia,"$286,161.00",,,,,,,,,,,,,,,,,,,"$172,812.00","$24,433.00",,,,,,,"$88,916.00",,,,,,,,,
4,126510009,Philadelphia Electrical & Tech CHS,Philadelphia,"$170,482.38",,,,,,,,,,,,,,,,,,,"$101,284.00","$20,688.38",,,,,,,"$48,510.00",,,,,,,,,
4,126510016,Philadelphia Montessori CS,Philadelphia,"$39,263.00",,,,,,,,,,,,,,,,,,,"$22,003.00","$2,860.00",,,,,,,"$14,400.00",,,,,,,,,
4,126513400,Philadelphia Performing Arts CS,Philadelphia,"$482,549.00",,,,,,,,,,,,,,,,,,,"$368,766.00","$31,935.00",,,,,,,"$81,848.00",,,,,,,,,
4,126512960,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,"$164,336.52",,,,,,,,,,,,,,,,,,,"$96,975.42","$20,494.10",,,,,,,"$46,867.00",,,,,,,,,
4,126510008,Richard Allen Preparatory CS,Philadelphia,"$128,887.00",,,,,,,,,,,,,,,,,,,"$70,747.00","$8,000.00",,,,,,,"$37,422.00",,,,"$12,718.00",,,,,
4,126510001,Russell Byers CS,Philadelphia,"$114,068.00",,,,,,,,,,,,,,,,,,,"$66,472.00","$6,501.00",,,,,,,"$41,095.00",,,,,,,,,
4,114514135,Sankofa Freedom Academy Charter School,Philadelphia,"$70,844.00",,,,,,,,,,,,,,,,,,,,"$22,838.00",,,,,,,"$48,006.00",,,,,,,,,
4,108515107,Southwest Leadership Academy CS,Philadelphia,"$151,582.00",,,,,,,,,,,,,,,,,,,"$67,560.00","$9,548.00",,,,,,,"$74,474.00",,,,,,,,,
4,192518422,Tacony Academy Charter School,Philadelphia,"$256,274.00",,,,,,,,,,,,,,,,,,,"$159,447.00","$26,289.00",,,,,,,"$70,538.00",,,,,,,,,
4,126511530,TECH Freire CS,Philadelphia,"$78,445.00",,,,,,,,,,,,,,,,,,,"$73,290.00","$5,155.00",,,,,,,,,,,,,,,,
4,126515691,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,"$95,227.00",,,,,,,,,,,,,,,,,,,,"$20,417.00",,,,,,,"$74,810.00",,,,,,,,,
4,126512674,Universal Alcorn CS,Philadelphia,"$12,176.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,176.00",,,,,,
4,126519434,Universal Audenried Charter School,Philadelphia,"$343,852.00",,,,,,"$266,569.00",,,,,,,,,,,,,,,,,,,,,"$45,169.00",,,"$32,114.00",,,,,,
4,168513758,Universal Bluford Charter School,Philadelphia,"$56,749.00",,,,,,,,,,,,,,,,,,,,"$16,126.00",,,,,,,"$40,623.00",,,,,,,,,
4,126517442,Universal Creighton Charter School,Philadelphia,"$108,782.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,970.00",,,,,,"$91,812.00"
4,103519376,Universal Daroff Charter School,Philadelphia,"$93,086.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,086.00",,,,,,
4,126513210,Universal Institute CS,Philadelphia,"$171,911.00",,,,,,,,,,,,,,,,,,,"$100,000.00","$18,693.00",,,,,,,"$53,218.00",,,,,,,,,
4,126513415,Universal Vare Charter School,Philadelphia,"$57,950.00",,,,,,,,,,,,"$49,803.00",,,,,,,,,,,,,,,,,,"$8,147.00",,,,,,
4,126513020,West Oak Lane CS,Philadelphia,"$255,198.00",,,,,,,,,,,,,,,,,,,"$142,536.00","$11,000.00",,,,,,,"$76,136.00",,,,"$25,526.00",,,,,
4,126510006,West Phila. Achievement CES,Philadelphia,"$2,525,292.00",,"$2,443,869.00",,,,,,,,,,,,,,,,,,"$11,922.00",,,,,,,"$52,811.00",,,,"$16,690.00",,,,,
4,126510007,Wissahickon CS,Philadelphia,"$210,437.00",,,,,,,,,,,,,,,,,,,"$135,569.00","$17,220.00",,,,,,,"$37,460.00",,,,"$20,188.00",,,,,
4,126513250,Young Scholars CS,Philadelphia,"$93,986.00",,,,,,,,,,,,,,,,,,,"$37,997.00","$4,586.00",,,,,,,"$20,968.00",,,,"$30,435.00",,,,,
4,126512870,Youth Build Phila CS,Philadelphia,"$65,655.00",,,,,,,,,,,,,,,,,,,"$65,655.00",,,,,,,,,,,,,,,,,
4,129544907,Gillingham Charter School,Schuylkill,"$82,379.00",,,,,,,,,,,,,,,,,,,"$30,000.00","$2,323.00",,,,,,,"$14,971.00",,"$35,085.00",,,,,,,
4,105620001,Tidioute Community CS,Warren,"$28,257.56",,,,,,,,,,,,,,,,,,,,"$5,548.56",,,,,,,"$22,709.00",,,,,,,,,
4,107653040,Dr Robert Ketterer CS Inc,Westmoreland,"$33,307.00",,,,,,,,,,,,,,,,,,,"$17,000.00","$7,083.00",,,"$9,224.00",,,,,,,,,,,,,
4,112673300,Crispus Attucks CS,York,"$29,890.00",,,,,,,,,,,,,,,,,,,"$18,000.00",,,,,,,,"$9,494.00",,,,"$2,396.00",,,,,
4,134677866,Helen Thackston Charter School,York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,112673500,Lincoln CS,York,"$279,046.00",,,,,,,,,,,,,,,,,,,"$92,782.00","$39,801.00",,,,,,,"$66,679.00",,,"$53,704.00","$26,080.00",,,,,
4,189670676,York Academy Regional Charter School,York,"$90,653.66",,,,,,,,,,,,,,,,,,,"$64,607.67","$7,085.99",,,,,,,"$18,960.00",,,,,,,,,
6,113363705,Lancaster County Academy,Lancaster,"$8,081.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,081.29",,,,
6,112679205,York Adams Academy,York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,School District,,"$11,494,981,717.82","$5,994,928,047.35","$39,738.17","$35,865,738.34","$6,408,411.50","$6,897.00","$9,208,190.84","$20,000.00","$192,810.00","$35,674.00","$99,930.63","$1,050,760,085.67","$15,636,450.82","$522,812.62","$14,220,000.00","$71,410,103.41","$19,669,065.44","$531,632,577.66","$71,618,097.41","$262,371,465.24","$32,452,086.43","$533,183,272.01","$14,467.82","$3,434,307.81","$4,950.09","$3,567,646.31","$5,000.00","$239,393,001.40","$602,847.33","$93,230.19","$6,884,432.43",$0.00,"$470,391,575.15","$2,119,500,382.24","$187,168.17","$8,379.78","$612,874.56"
,,AVTS / CTC,,"$107,278,338.25",$0.00,$0.00,$0.00,$0.00,$0.00,"$47,253,244.03",$0.00,$0.00,$0.00,"$103,900.62",$0.00,$0.00,"$356,575.83",$0.00,$0.00,"$154,341.35",$0.00,$0.00,$0.00,"$123,763.74",$0.00,$0.00,"$189,287.00","$1,208.55",$0.00,$0.00,$0.00,"$2,268,794.55",$0.00,"$499,798.50",$0.00,"$10,738,482.51","$45,526,618.19",$989.38,$0.00,"$61,334.00"
,,Charter School,,"$20,880,303.32",$0.00,"$2,443,869.00",$0.00,$0.00,$0.00,"$266,569.00",$0.00,$0.00,$493.00,"$32,128.00","$129,065.11","$49,803.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,620,932.68","$2,326,912.09",$0.00,$0.00,"$87,779.45",$0.00,$0.00,$0.00,"$6,470,849.42",$0.00,"$35,085.00","$491,895.83","$495,563.74",$0.00,$0.00,$0.00,$0.00,"$429,358.00"
,,Special Program Jointure,,"$8,081.29",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,081.29",$0.00,$0.00,$0.00,$0.00
,,Total,,"$11,623,148,440.68","$5,994,928,047.35","$2,483,607.17","$35,865,738.34","$6,408,411.50","$6,897.00","$56,728,003.87","$20,000.00","$192,810.00","$36,167.00","$235,959.25","$1,050,889,150.78","$15,686,253.82","$879,388.45","$14,220,000.00","$71,410,103.41","$19,823,406.79","$531,632,577.66","$71,618,097.41","$269,992,397.92","$34,902,762.26","$533,183,272.01","$14,467.82","$3,711,374.26","$6,158.64","$3,567,646.31","$5,000.00","$245,863,850.82","$2,871,641.88","$128,315.19","$7,876,126.76","$495,563.74","$481,138,138.95","$2,165,027,000.43","$188,157.55","$8,379.78","$1,103,566.56"
