,AUN,school_district,county,total_state_rev,bef,formula_funding_2021,bef_soc_sec_2021,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,122091457,Bucks County Technical High School,Bucks,"$4,639,857.00",,,,,,,,"$1,437,195.00",,,,,,,,,,,,,,"$26,173.00",,,,,,,,,"$123,270.00",,,,,"$539,074.00","$2,514,145.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,122097007,Middle Bucks Institute of Technology,Bucks,"$1,811,847.63",,,,,,,,"$652,343.26",,,,,,,,,,,,,,,,,,,,,,,"$109,039.74",,,,,"$182,175.93","$868,288.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,122099007,Upper Bucks County Technical School,Bucks,"$1,432,924.99",,,,,,,,"$596,503.20",,,,,,,,,,,,,,,,,,,,,,,"$63,877.53",,,,,"$137,917.80","$634,626.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,104101307,Butler County AVTS,Butler,"$1,535,434.00",,,,,,,,"$934,049.00",,,,,,,,,,,,,,,,,,,,,,,"$79,680.00",,,,,"$91,896.00","$429,809.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,108110307,Admiral Peary AVTS,Cambria,"$1,179,657.12",,,,,,,,"$634,724.22",,,,,,,,,,,,,,,,,"$155,035.36",,,,,,,,,,,"$80,794.91","$309,102.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,108112607,Greater Johnstown CTC,Cambria,"$1,495,226.30",,,,,,,,"$713,052.17",,,,,,,,,,,,,,,,,,,,,,,"$36,028.79",,,"$90,066.00",,"$122,523.58","$533,555.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121131507,Carbon Career & Technical Institute,Carbon,"$1,567,771.00",,,,,,,,"$521,982.00",,,,,,,,,,,,,,"$2,572.00",,,"$119,996.00",,,,,,,,,,,"$174,505.00","$748,716.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,110141607,Central PA Institute of Science & Technology,Centre,"$1,736,377.83",,,,,,,,"$839,904.84",,,,,,,,,,,,,,,,,,,,,,,"$41,493.37",,,"$179,365.00",,"$121,691.32","$553,923.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,124151607,Chester County Technical College HS,Chester,"$4,748,697.83",,,,,,,,"$2,049,631.71",,,,,,,,,,,,,,,,,,,,,,,"$207,805.87",,,"$155,708.00",,"$407,584.89","$1,927,967.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,106161357,Clarion County Career Center,Clarion,"$754,911.15",,,,,,,,"$432,522.84",,,,,,,,,,,,,,,,,,,,,,,"$30,002.61",,,,,"$53,451.78","$238,933.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,110171607,Clearfield County CTC,Clearfield,"$1,225,730.80",,,,,,,,"$589,901.00",,,,,,,,,,,,,,,,,,,,,,,"$32,095.80",,,,,"$110,906.00","$492,828.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,116191757,Columbia-Montour AVTS,Columbia,"$1,749,209.00",,,,,,,,"$675,639.00",,,,,,,,,,,,,,"$11,626.00",,,,,,,,,"$55,884.00",,,,,"$168,696.00","$837,364.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,105201407,Crawford County CTC,Crawford,"$1,190,569.31",,,,,,,,"$590,217.94",,,,,,,,,,,,,,,,,,,,,,,"$43,324.46",,,,,"$96,524.71","$460,502.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,115211657,Cumberland Perry Area Career & Technical Center,Cumberland,"$1,973,047.10",,,,,,,,"$1,063,870.52",,,,,,,,,,,,,,,,,"$50,680.00",,,,,,"$89,825.49",,,,,"$135,726.60","$632,944.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,115221607,Dauphin County Technical School,Dauphin,"$3,245,600.06",,,,,,,,"$1,213,653.13",,,,,,,,,,,,,,"$18,375.39",,,"$23,211.00",,,,,,"$86,701.77",,,"$1,890.60",,"$339,877.59","$1,561,890.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,125232407,Delaware County Technical High School,Delaware,"$2,775,245.53",,,,,,,,"$1,477,294.72",,,,,,,,,,,,,,,,,,,,,,"$13,131.87","$95,634.70",,,,,"$204,995.06","$984,189.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,105252807,Erie County Technical School,Erie,"$1,603,271.24",,,,,,,,"$781,641.77",,,,,,,,,,,,,,,,,"$207,219.99",,,,,,"$59,644.85",,,,,"$82,776.34","$471,988.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$1,276,596.28",,,,,,,,"$599,920.64",,,,,,,,,,,,,,,,,,,,,,,"$45,572.93",,,,,"$225,876.42","$405,226.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101262507,Fayette County Career & Technical Institute,Fayette,"$1,788,820.22",,,,,,,,"$849,244.24",,,,"$67,097.15",,,,,,,,,,,,,,,"$7,076.34",,,,"$48,647.40",,,,,"$157,591.24","$659,163.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,112282307,Franklin County CTC,Franklin,"$2,014,498.81",,,,,,,,"$964,726.87",,,,,,,,,,,,,,,,,"$94,307.00",,,,,,"$78,832.28",,,"$121,502.88",,"$135,848.42","$619,281.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,111292507,Fulton County Center for Career and Technology,Fulton,"$285,711.00",,,,,,,,"$158,417.00",,,,,,,,,,,,,,,,,,,,,,,"$13,021.00",,,,,"$22,968.00","$91,305.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101302607,Greene County CTC,Greene,"$750,590.22",,,,,,,,"$402,960.17",,,,,,,,,,,,,,,,,,,,,,,"$28,575.75",,,,,"$66,221.32","$232,904.92","$19,928.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,111312607,Huntingdon County CTC,Huntingdon,"$614,619.47",,,,,,,,"$315,821.00",,,,,,,,,,,,,,,,,,,,,,,"$26,282.95",,,,,"$48,369.51","$224,146.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,128324207,Indiana County Technology Center,Indiana,"$1,377,696.72",,,,,,,,"$719,558.53",,,,,,,,,,"$10,664.00",,,,,,,,,,,,,"$41,782.99",,,,,"$111,441.51","$494,249.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$1,387,308.93",,,,,,,,"$454,017.77",,,,,,,,,,,,,,"$6,357.42",,,,,,,,,"$33,704.80",,,,,"$154,029.57","$739,199.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,119354207,CTC of Lackawanna County,Lackawanna,"$2,145,242.00",,,,,,,,"$1,010,267.00",,,,,,,,,,,,,,,,,,,,,,,"$242,200.00",,,,,"$159,012.00","$733,763.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,113363807,Lancaster County CTC,Lancaster,"$5,207,178.00",,,,,,,,"$2,317,117.82",,,,,,,,,,,,,,,,,,,,,,,"$176,474.06",,,"$554,827.33",,"$374,511.22","$1,784,247.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,104374207,Lawrence County CTC,Lawrence,"$1,287,558.09",,,,,,,,"$489,407.54",,,,,,,,,,,,,,"$6,807.60",,,,,,,,"$25,277.80","$34,198.19",,,,,"$146,476.73","$585,390.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,113384307,Lebanon County CTC,Lebanon,"$1,988,920.73",,,,,,,,"$997,341.12",,,,,,,,,,,,,,,,,,,,,,,"$64,820.40",,,,,"$159,047.53","$767,711.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$6,275,791.54",,,,,,,,"$2,999,433.15",,,,,,,,,,,,,,,,,,,,,,"$93,653.93","$199,745.03",,,,,"$524,206.99","$2,458,752.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,118408707,West Side CTC,Luzerne,"$1,469,036.04",,,,,,,,"$674,312.00",,,,,,,,,,,,,,"$9,014.77",,,,,,,,,"$50,132.57",,,,,"$131,465.67","$604,111.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$2,240,065.08",,,,,,,,"$886,413.74",,,,,,,,,,"$164,566.11",,,,,,,,,,,,,,,,,,"$239,991.04","$949,094.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,117414807,Lycoming CTC,Lycoming,"$518,021.31",,,,,,,,"$308,612.20",,,,,,,,,,,,,,,,,,,,,,,"$27,763.88",,,,,"$31,450.44","$150,194.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$682,106.83",,,,,,,,"$407,801.00",,,,,,,,,,,,,,,,,,,,,,"$27,300.01",,,,,,"$54,019.01","$192,986.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,104435107,Mercer County Career Center,Mercer,"$1,196,347.00",,,,,,,,"$605,847.00",,,,,,,,,,,,,,,,,,,,,,"$15,000.00","$40,529.00",,,,,"$93,019.00","$441,952.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$1,025,488.00",,,,,,,,"$441,371.00",,,,,,,,,,,,,,,,,,,,,,,"$33,252.00",,,"$234,168.00",,"$61,574.00","$255,123.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,120454507,Monroe Career & Tech Inst,Monroe,"$2,615,977.29",,,,,,,,"$1,399,440.73",,,,,,,,,,,,,,,,,,,,,,,"$90,429.42",,,,,"$197,078.54","$929,028.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,123460957,Central Montco Technical High School,Montgomery,"$1,737,051.00",,,,,,,,"$750,804.00",,,,,,,,,,,,,,,,,,"$24,808.00",,,,,"$69,577.00",,,,,"$150,616.00","$741,246.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$1,813,433.58",,,,,,,,"$638,223.14",,,,,,,,,,,,,,,,,,"$90,000.00",,,,,"$45,820.21",,,"$94,256.73",,"$166,030.77","$779,102.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,123465507,North Montco Tech Career Center,Montgomery,"$2,423,663.00",,,,,,,,"$893,952.00",,,,,,,,,,,,,,,,,"$143,172.00","$6,400.00",,,,,"$88,985.00",,,,,"$239,006.00","$1,052,148.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,123469007,Western Montgomery CTC,Montgomery,"$1,315,528.04",,,,,,,,"$591,756.19",,,,,,,,,,,,,,,,,"$62,998.44",,,,,,"$51,127.59",,,,,"$107,393.89","$502,251.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,120481107,Bethlehem AVTS,Northampton,"$2,306,601.41",,,,,,,,"$1,183,982.00",,,,,,,,,,,,,,,,,,,,,,,"$101,569.43",,,,,"$179,053.34","$841,996.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,120483007,Career Institute of Technology,Northampton,"$1,720,346.00",,,,,,,,"$859,356.00",,,,,,,,,,,,,,,,,,,,,,,"$83,607.00",,,,,"$138,072.00","$636,343.00","$2,968.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,116495207,Northumberland County CTC,Northumberland,"$703,687.46",,,,,,,,"$432,121.44",,,,,,,,,,,,,,,,,,,,,,,"$30,949.72",,,,,"$42,729.96","$197,886.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,126514007,Philadelphia AVTS,Philadelphia,"$12,387,308.35",,,,,,,,"$7,273,190.00",,,,,,,,,,,,,,,,,,,,,,,"$569,348.00",,,,,"$986,608.58","$3,558,161.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$1,961,517.09",,,,,,,,"$1,015,256.57",,,,,,,,,,,,,,,,,,"$20,595.94",,,,,"$65,554.34",,,"$10,900.00",,"$143,407.49","$705,802.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,108567807,Somerset County Technology Center,Somerset,"$1,273,025.43",,,,,,,,"$485,130.77",,,,,,,"$118,224.00",,,,,,,,,,,,,,,,"$35,571.66",,,"$119,538.00",,"$88,424.35","$426,136.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,119584707,Susquehanna County CTC,Susquehanna,"$1,347,762.93",,,,,,,,"$547,264.06",,,,,,,,,,"$26,144.80",,,,,,,"$61,323.00",,,,,,"$38,215.95",,,"$147,616.00",,"$94,608.96","$432,590.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,116606707,SUN Area Technical Institute,Union,"$1,400,095.74",,,,,,,,"$689,539.59",,,,,,,,,,,,,,,,,,,,,,,"$69,113.08",,,"$13,543.37",,"$115,798.83","$512,100.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,106619107,Venango Technology Center,Venango,"$1,451,097.24",,,,,,,,"$777,128.21",,,,,,,,,,,,,,,,,,,,,,,"$45,170.28",,,,,"$114,948.67","$513,850.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101634207,Mon Valley CTC,Washington,"$1,113,614.70",,,,,,,,"$594,296.00",,,,,,,,,,,,,,,,,,,,,,"$35,000.00","$44,636.30",,,,,"$81,844.81","$357,837.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,101638907,Western Area CTC,Washington,"$1,006,615.00",,,,,,,,"$446,800.73",,,,,,,,,,,,,,,,,,"$45,000.00",,,,,"$42,418.86",,,"$15,696.28",,"$80,436.23","$376,262.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,107651207,Central Westmoreland CTC,Westmoreland,"$2,048,760.50",,,,,,,,"$1,110,095.39",,,,,,,,,,,,,,,,,"$15,775.32",,,,,,"$88,710.15",,,,,"$148,414.42","$685,765.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$925,476.37",,,,,,,,"$503,024.00",,,,,,,,,,,,,,,,,,,,,,,"$41,653.32",,,,,"$69,977.81","$310,821.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,107656407,Northern Westmoreland CTC,Westmoreland,"$859,339.35",,,,,,,,"$502,018.41",,,,,,,,,,,,,,,,,,,,,,,"$37,724.39",,,,,"$55,497.75","$264,098.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,112679107,York Co School of Technology,York,"$6,039,058.16",,,,,,,,"$2,584,180.14",,,,,,,,,,,,,,"$29,461.78",,,,,,,,"$27,222.24","$91,874.87",,,,,"$590,863.11","$2,715,456.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,197010542,Gettysburg Montessori CS,Adams,"$7,815.00",,,,,,,,,,,,,,,,,,,,,,"$4,359.00",,,,,,,"$3,456.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,141019741,Vida CS,Adams,"$28,960.00",,,,,,,,,,,,,,,,,,,,,"$24,784.00","$4,176.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102024758,Catalyst Academy CS,Allegheny,"$1,608.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,608.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102020001,City CHS,Allegheny,"$76,911.00",,,,,,,,,,,,,,,,,,,,,"$38,005.00","$10,083.00",,,,,,,"$28,823.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,199025446,Environmental CS at Frick Park,Allegheny,"$55,045.00",,,,,,,,,,,,,,,,,,,,,"$16,000.00","$16,075.00",,,,,,,"$22,970.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102023030,Manchester Academic CS,Allegheny,"$59,248.00",,,,,,,,,,,,,,,,,,,,,"$9,232.00","$11,828.00",,,"$18,166.00",,,,"$11,996.00",,"$8,026.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102023217,Passport Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103022481,Penn Hills CS of Entrepreneurship,Allegheny,"$43,927.00",,,,,,,,,,,,,,,,,,,,,,"$7,780.00",,,,,,,"$22,536.00","$13,611.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$26,351.00",,,,,,,,,,,,,,,,,,,,,,"$14,170.00",,,,,,,"$12,181.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,160028259,Propel CS-Braddock Hills,Allegheny,"$152,759.00",,,,,,,,,,,,,,,,,,,,,"$99,928.00","$15,178.00",,,,,,,"$37,653.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020005,Propel CS-East,Allegheny,"$77,520.00",,,,,,,,,,,,,,,,,,,,,"$42,748.00","$6,976.00",,,,,,,"$27,796.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103024952,Propel CS-Hazelwood,Allegheny,"$16,565.00",,,,,,,,,,,,,,,,,,,,,"$11,898.00","$4,667.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020002,Propel CS-Homestead,Allegheny,"$128,733.00",,,,,,,,,,,,,,,,,,,,,"$59,169.00","$9,518.00",,,,,,,"$41,537.00",,,,,"$18,509.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020003,Propel CS-McKeesport,Allegheny,"$95,271.00",,,,,,,,,,,,,,,,,,,,,"$52,732.00","$6,613.00",,,,,,,"$35,926.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020004,Propel CS-Montour,Allegheny,"$65,025.00",,,,,,,,,,,,,,,,,,,,,"$26,332.00","$12,703.00",,,,,,,"$11,858.00",,,,,"$14,132.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103028192,Propel CS-Northside,Allegheny,"$36,561.00",,,,,,,,,,,,,,,,,,,,,"$18,145.00","$6,714.00",,,,,,,"$11,702.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103024162,Propel CS-Pitcairn,Allegheny,"$41,287.00",,,,,,,,,,,,,,,,,,,,,"$24,109.00","$4,719.00",,,,,,,"$12,459.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102027560,Provident CS,Allegheny,"$3,031.11",,,,,,,,,,,,,,,,,,,,,,"$3,031.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103023410,Spectrum CS,Allegheny,"$8,355.00",,,,,,,,,,,,,,,,,,,,,,$595.00,,,,,,,,,,"$7,760.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102020003,The New Academy CS,Allegheny,"$57,704.00",,,,,,,,,,,,,,,,,,,,,,,,,"$38,434.00","$4,990.00",,,"$12,727.00",,,,,,"$1,553.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$51,745.00",,,,,,,,,,,,,,,,,,,,,"$16,341.00",,,,"$25,000.00",,,,"$10,404.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$29,826.00",,,,,,,,,,,,,,,,,,,,,"$21,145.00","$2,425.00",,,,,,,"$16,681.00","-$10,425.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103028246,Urban Pathways K-5 College CS,Allegheny,"$28,121.00",,,,,,,,,,,,,,,,,,,,,"$12,664.00","$5,232.00",,,,,,,"$10,225.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103028425,Westinghouse Arts Academy CS,Allegheny,"$30,595.91",,,,,,,,,,,,,,,,,,,,,"$26,222.21","$4,373.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020368,Young Scholars of Greater Allegheny CS,Allegheny,"$25,007.00",,,,,,,,,,,,,,,,,,,,,"$22,520.00","$2,487.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$55,585.00",,,,,,,,,,,,,,,,,,,,,"$37,586.00","$5,596.00",,,,,,,"$12,403.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,127046517,Baden Academy CS,Beaver,"$85,273.30",,,,,,,,,,,,,,,,,,,,,"$60,624.20","$10,925.10",,,,,,,"$13,724.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$209,702.00",,,,,,,,,,,,,,,,,,,,,"$144,491.00","$14,022.00",,,,,,,"$51,189.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,127043430,Pennsylvania Cyber CS,Beaver,"$1,112,383.40",,,,,,,,,,,,,,,,,,,,,,"$175,872.40",,,,,,,"$936,511.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,108057079,HOPE for Hyndman CS,Bedford,"$113,717.00",,,,,,,,,,,,,,,,,,,,,,"$90,000.00",,,,,,,"$20,385.00",,,,,,"$3,332.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$13,840.01",,,,,,,,,,,,,,,,,,,,,,"$5,365.01",,,,,,,"$8,475.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,122093460,Bucks County Montessori CS,Bucks,"$7,210.00",,,,,,,,,,,,,,,,,,,,,,"$7,210.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$2,497.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,497.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
