Cat,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,116495003,Milton Area SD,Northumberland,"$15,852,858.62","$8,970,658.78",,"$134,190.94",,,"$56,804.03",,,$160.00,,"$1,437,717.75",,,,,,"$789,793.52","$40,080.71","$630,373.59","$39,266.12","$616,404.92",,,,,,"$332,640.00","$6,997.63",,,,"$596,469.81","$2,201,300.82",,,
1,116495103,Mount Carmel Area SD,Northumberland,"$12,972,686.00","$8,033,920.00",,"$4,424.00",,,,,,,,"$1,105,351.00",,,,"$409,000.00",,"$366,625.00","$65,166.00","$596,390.00","$26,987.00","$224,080.00",,,,,,"$328,175.00",,,"$6,730.00",,"$318,295.00","$1,487,543.00",,,
1,116496503,Shamokin Area SD,Northumberland,"$18,858,337.76","$12,071,851.45",,"$110,702.35",,,,,,,,"$1,640,689.46",,,,"$51,152.28",,"$770,350.50","$140,339.91",,"$49,594.18","$352,116.40",,,,,,"$514,641.00",,,,,"$615,824.51","$2,541,075.72",,,
1,116496603,Shikellamy SD,Northumberland,"$20,082,927.07","$12,110,012.88",,"$174,090.18",,,,,,$832.00,,"$1,873,958.38",,,,,,"$835,095.43","$54,670.00",,"$59,992.90","$896,605.49",,,,,,"$530,067.00",,,,,"$765,827.63","$2,781,775.18",,,
1,116498003,Warrior Run SD,Northumberland,"$10,432,506.09","$6,204,754.35",,"$79,206.54",,,"$40,425.40",,,,,"$1,162,407.88",,,,,,"$614,085.44","$36,908.47",,"$27,869.09","$398,784.77",,,,,,"$224,515.00",,,,,"$354,636.30","$1,288,912.85",,,
1,115503004,Greenwood SD,Perry,"$6,449,257.50","$3,388,767.79",,"$7,917.54",,,"$17,126.41",,"$3,290.00",,,"$447,670.51",,,,,,"$757,139.75","$8,530.30","$610,279.38","$13,913.32","$205,614.28",,,,,,"$116,396.00",,,,,"$209,579.29","$663,032.93",,,
1,115504003,Newport SD,Perry,"$9,372,630.21","$5,720,398.06",,"$13,387.00",,,"$43,156.87",,,,,"$882,355.90",,,,,,"$485,229.64","$5,817.57","$257,967.00","$19,792.84","$422,359.44",,,,,,"$178,587.00",,,,,"$287,261.59","$1,056,317.30",,,
1,115506003,Susquenita SD,Perry,"$14,493,049.65","$7,917,718.93",,"$19,995.12",,,,,,,,"$1,379,171.43",,,,,,"$1,392,669.16","$23,485.00","$621,672.45","$31,653.81","$755,382.15",,,,,,"$300,005.00",,,,,"$437,046.70","$1,614,249.90",,,
1,115508003,West Perry SD,Perry,"$17,313,541.30","$8,449,047.39",,"$99,738.61",,,"$60,947.15",,,$40.00,,"$1,743,043.22",,,,"$119,850.00",,"$2,273,746.49",,"$672,015.44","$46,109.88","$738,372.71",,,,,,"$394,553.00",,,,,"$587,089.04","$2,128,988.37",,,
1,126515001,Philadelphia City SD,Philadelphia,"$1,468,266,711.04","$1,019,962,761.40",,"$658,688.59",,,"$3,775.74",,,,,"$135,435,121.52",,,,"$24,522,250.00","$13,367,231.00","$44,943,292.26","$20,763,050.00",,,,,,,,,"$40,368,660.00","$54,412.49",,"$487,831.21",,"$35,006,023.32","$132,693,613.51",,,
1,120522003,Delaware Valley SD,Pike,"$28,305,695.08","$13,742,923.30",,"$50,055.07",,,"$161,362.88",,"$2,660.00",,,"$2,536,019.06",,,,"$247,675.00",,"$1,338,583.45","$2,695.00",,"$87,483.89","$2,987,973.05",,,,,,"$728,801.00","$13,384.31",,,,"$1,451,098.97","$4,954,980.10",,,
1,119648303,Wallenpaupack Area SD,Pike,"$15,710,552.90","$4,879,772.52",,"$163,080.38",,,"$69,500.18",,,,,"$1,730,289.51",,,,,,"$2,115,828.62","$5,775.00",,"$57,786.38","$1,357,403.09",,,,,,"$307,524.00",$643.11,,,,"$1,107,554.76","$3,915,395.35",,,
1,109530304,Austin Area SD,Potter,"$2,459,552.96","$1,438,485.05",,,,,,,,,,"$140,590.32",,,,"$215,333.35",,"$93,605.75",,"$79,377.64","$7,091.59","$132,368.06",,,,,,"$29,582.00",,,"$9,316.79",,"$60,827.20","$230,308.21",,"$22,667.00",
1,109531304,Coudersport Area SD,Potter,"$6,603,752.23","$4,167,430.54",,"$5,182.02",,,"$47,526.87",,,,,"$536,477.05",,,,,,"$281,990.25","$1,953.38","$249,556.03","$14,516.48","$252,205.78",,,,"$111,185.00",,,,,,,"$209,463.91","$726,264.92",,,
1,109532804,Galeton Area SD,Potter,"$3,330,604.00","$2,082,080.00",,"$8,769.00",,,,,$420.00,,,"$266,779.00",,,,,,"$104,398.00",,"$171,026.00","$6,350.00","$177,137.00",,,,,,"$53,981.00",,,,,"$103,313.00","$356,351.00",,,
1,109535504,Northern Potter SD,Potter,"$6,477,903.06","$4,210,360.86",,,,,"$49,530.40",,$490.00,,,"$433,038.67",,,,,,"$420,694.97","$7,011.58","$219,580.21","$7,298.90","$235,320.93",,,,,,"$98,467.00",,,,,"$179,188.42","$616,921.12",,,
1,109537504,Oswayo Valley SD,Potter,"$5,362,008.90","$3,550,261.03",,"$12,145.72",,,,,,,,"$354,499.75",,,,,,"$369,419.62","$7,760.30","$225,583.47","$7,303.09","$134,040.42",,,,,,"$94,864.00",,,,,"$136,419.99","$469,711.51",,,
1,129540803,Blue Mountain SD,Schuylkill,"$15,455,606.35","$7,867,642.48",,"$53,470.04",,,,,,,,"$1,531,694.25",,,,,,"$1,520,969.00","$49,280.00","$488,925.83","$52,792.82","$764,396.22",,,,,,"$354,683.00",,,$856.00,,"$599,112.23","$2,171,784.48",,,
1,129544503,Mahanoy Area SD,Schuylkill,"$11,366,808.12","$7,385,058.30",,"$14,623.28",,,,,,,,"$862,410.12",,,,,,"$389,570.69","$26,950.00","$309,724.41","$18,603.54","$459,143.00",,"$4,997.67",,,,"$201,878.00",,,,,"$375,527.18","$1,318,321.93",,,
1,129544703,Minersville Area SD,Schuylkill,"$8,964,766.83","$5,534,562.04",,,,,,,,,,"$730,554.62",,,,,,"$298,126.72","$34,265.00","$319,686.76","$27,196.29","$355,203.64",,,,,,"$228,637.00",,,,,"$296,934.24","$1,139,600.52",,,
1,129545003,North Schuylkill SD,Schuylkill,"$14,515,122.71","$8,563,800.44",,"$53,487.87",,,,,,,,"$1,235,095.39",,,,,,"$1,078,183.98","$30,695.25","$279,044.53","$35,898.07","$420,591.51",,,,,,"$296,587.00",,,,,"$563,958.73","$1,957,779.94",,,
1,129546003,Pine Grove Area SD,Schuylkill,"$10,975,642.83","$6,579,509.13",,"$85,240.53",,,,,,,,"$991,406.94",,,,,,"$707,341.46","$13,602.71",,"$29,800.73","$591,649.83",,,,,,"$257,878.00",,,"$17,000.00",,"$370,127.67","$1,332,085.83",,,
1,129546103,Pottsville Area SD,Schuylkill,"$20,258,256.45","$12,859,120.80",,"$97,340.51",,,,,,,,"$1,672,189.28",,,,,,"$430,594.95","$87,254.52",,"$55,277.33","$703,408.96",,"$25,000.00",,,,"$446,422.00",,,"$18,500.00",,"$814,078.68","$3,049,069.42",,,
1,129546803,Saint Clair Area SD,Schuylkill,"$4,894,786.28","$3,134,820.17",,,,,,,,,,"$582,808.65",,,,,,"$389,551.41","$21,790.58",,"$10,928.29","$146,686.84",,"$4,676.44",,,,"$134,649.00",,,,,"$104,528.61","$364,346.29",,,
1,129547303,Schuylkill Haven Area SD,Schuylkill,"$10,204,910.04","$6,182,517.88",,"$44,447.39",,,,,$595.00,,,"$733,141.92",,,,,,"$418,388.91","$24,255.00","$437,170.02","$23,928.87","$470,109.47",,,,,,"$221,391.00",,,,,"$333,147.62","$1,315,816.96",,,
1,129547203,Shenandoah Valley SD,Schuylkill,"$10,870,471.27","$6,890,425.23",,"$27,707.62",,,,,,$120.00,,"$778,840.08","$6,013.00",,,,,"$155,116.98","$22,503.82","$828,173.12","$23,549.83","$313,367.03",,"$39,996.80",,,,"$205,192.00",,,,,"$347,730.44","$1,231,735.32",,,
1,129547603,Tamaqua Area SD,Schuylkill,"$12,404,968.23","$6,757,137.53",,"$76,414.00",,,,,,$40.00,,"$1,292,878.47",,,,,,"$896,671.31","$37,345.00",,"$47,958.32","$698,996.55",,,,,,"$328,716.00",,,,,"$447,485.50","$1,821,325.55",,,
1,129547803,Tri-Valley SD,Schuylkill,"$6,951,560.15","$4,439,020.39",,"$53,899.52",,,"$27,963.44",,,$33.00,,"$552,735.72",,,,,,"$344,462.88",,"$69,595.46","$15,932.15","$241,718.30",,"$31,706.50",,,,"$111,842.00","$4,758.40",,$500.00,,"$227,983.34","$829,409.05",,,
1,129548803,Williams Valley SD,Schuylkill,"$10,197,083.36","$6,897,045.14",,"$74,085.24",,,,,"$2,100.00",,,"$800,277.83",,,"$9,556.74","$22,219.50",,"$365,204.79",,,"$19,939.02","$335,552.86",,"$9,890.00",,,,"$199,132.00",,,,,"$318,671.86","$1,143,408.38",,,
1,116555003,Midd-West SD,Snyder,"$16,858,906.98","$8,490,639.65",,"$64,917.34",,,"$80,490.19",,,,,"$1,409,521.67",,,,,,"$2,029,382.00",,"$1,183,658.00","$38,888.70","$791,271.21",,,,,,"$342,014.00",,,,,"$503,751.43","$1,924,372.79",,,
1,116557103,Selinsgrove Area SD,Snyder,"$14,166,170.71","$7,458,343.57",,"$19,326.73",,,"$32,229.73",,,,,"$1,470,166.11",,,,,,"$743,416.53","$33,880.00",,"$48,667.20","$665,471.95",,"$25,000.00",,,,"$418,661.00","$5,259.59",,,,"$691,414.28","$2,554,334.02",,,
1,108561003,Berlin Brothersvalley SD,Somerset,"$7,722,081.28","$5,124,925.85",,,,,"$28,995.82",,"$4,095.00",$80.00,,"$545,567.02",,,,,,"$383,117.65","$4,274.01","$327,166.17","$14,537.54","$213,779.38",,"$20,000.00",,,,"$151,047.00","$4,794.84",,$540.00,,"$205,098.63","$694,062.37",,,
1,108561803,Conemaugh Township Area SD,Somerset,"$9,401,019.37","$6,640,788.64",,"$11,377.62",,,,,,,,"$676,814.16",,,,,,"$491,895.41","$18,865.00",,"$21,805.94","$271,175.64",,"$25,000.00",,,,"$171,816.00",,,,,"$244,915.98","$826,564.98",,,
1,108565203,Meyersdale Area SD,Somerset,"$10,054,047.83","$7,158,100.49",,,,,"$40,973.14",,,,,"$710,414.70",,,,,,"$510,459.72","$7,315.00","$2,097.81","$16,368.30","$211,040.67",,,,,,"$198,784.00",,,,,"$252,037.10","$946,456.90",,,
1,108565503,North Star SD,Somerset,"$11,860,556.70","$7,443,310.56",,"$4,491.85",,,,,"$7,730.00",,,"$821,918.66",,,,,,"$807,153.30","$22,949.14","$729,308.67","$21,078.78","$384,015.89",,,,,,"$225,913.00",,,,,"$301,110.62","$1,091,576.23",,,
1,108566303,Rockwood Area SD,Somerset,"$5,356,006.39","$3,317,456.07",,"$35,301.32",,,$525.44,,$910.00,,,"$462,167.66",,,,,,"$178,095.34","$8,855.00","$250,593.28","$13,983.40","$305,632.01",,,,,,"$73,578.00",,,,,"$160,043.68","$548,865.19",,,
1,108567004,Salisbury-Elk Lick SD,Somerset,"$2,839,036.25","$1,935,873.30",,,,,"$44,845.03",,"$1,670.00",,,"$230,089.91",,,,,,"$83,196.18","$6,160.00",,"$5,844.77","$122,973.55",,,,,,"$52,080.00",,,,,"$79,426.20","$276,877.31",,,
1,108567204,Shade-Central City SD,Somerset,"$5,829,206.94","$3,882,483.47",,,,,,,,,,"$355,047.71",,,,,,"$262,666.78","$7,389.49","$295,690.45","$17,223.06","$194,860.01",,,,,,"$114,785.00",,,,,"$148,418.64","$550,642.33",,,
1,108567404,Shanksville-Stonycreek SD,Somerset,"$2,619,053.69","$1,511,795.29",,,,,,,"$1,645.00",,,"$231,844.25",,,,,,"$72,079.79","$4,620.00","$112,630.65","$11,822.16","$172,442.98",,"$24,887.35",,,,"$35,845.00",,,,,"$95,875.33","$343,565.89",,,
1,108567703,Somerset Area SD,Somerset,"$13,952,805.95","$7,719,191.65",,"$88,596.79",,,"$64,399.97",,"$9,760.00",,,"$1,477,211.53",,,,,,"$473,609.70",,"$771,657.00","$41,304.79","$656,444.38",,,,,,"$304,698.00",,,,,"$522,560.81","$1,823,371.33",,,
1,108568404,Turkeyfoot Valley Area SD,Somerset,"$3,380,999.94","$2,246,349.59",,,,,,,,,,"$286,355.35",,,,,,"$262,141.54","$1,155.00","$1,075.14","$7,046.87","$101,358.58",,"$6,895.75",,,,"$72,367.00",,,,,"$110,523.90","$285,731.22",,,
1,108569103,Windber Area SD,Somerset,"$12,060,634.83","$8,499,916.29",,"$5,678.54",,,,,,,,"$903,293.72",,,,,,"$442,215.69","$20,970.92","$201,497.83","$21,655.47","$277,796.80",,"$23,698.00",,,,"$241,701.00",,,,,"$318,007.23","$1,104,203.34",,,
1,117576303,Sullivan County SD,Sullivan,"$4,715,464.58","$2,563,676.60",,"$16,938.33",,,,,"$1,645.00",,,"$409,047.86",,,,,,"$418,051.89",,"$78,087.77","$11,721.40","$207,195.44",,,,,,"$51,245.00",,,,,"$210,086.52","$747,768.77",,,
1,119581003,Blue Ridge SD,Susquehanna,"$10,455,686.61","$6,349,267.58",,"$42,702.80",,,,,,,,"$724,160.12",,,,,,"$758,765.69",$385.00,"$271,088.50","$19,521.08","$732,358.04",,,,,,"$180,360.00",,,,,"$308,343.32","$1,068,734.48",,,
1,119582503,Elk Lake SD,Susquehanna,"$11,003,872.15","$6,600,440.00",,"$41,804.71",,,,,"$1,960.00",,,"$921,280.53",,,,,,"$985,120.21","$6,160.00","$291,911.49","$24,343.38","$339,694.57",,,,,,"$226,601.00",,,,,"$350,962.11","$1,213,594.15",,,
1,119583003,Forest City Regional SD,Susquehanna,"$6,723,810.21","$3,336,182.10",,"$61,394.21",,,,,,,,"$483,705.94",,,,"$268,500.00",,"$786,474.03","$6,202.57","$309,266.92","$14,084.41","$374,439.14",,,,,,"$121,293.00",,,,,"$223,345.99","$738,921.90",,,
1,119584503,Montrose Area SD,Susquehanna,"$13,478,773.26","$7,430,513.14",,"$4,338.60",,,"$4,356.32",,"$1,820.00",$120.00,,"$1,124,774.66",,,,,,"$1,513,623.50","$6,160.00","$10,490.21","$25,925.59","$1,098,662.32",,,,,,"$290,716.00",,,,,"$426,228.81","$1,541,044.11",,,
1,119584603,Mountain View SD,Susquehanna,"$9,461,186.26","$5,283,077.27",,"$18,152.12",,,,,,$252.00,,"$789,202.18",,,,"$166,500.00",,"$1,050,161.52","$10,010.00",,"$18,834.54","$523,395.96",,,,,,"$179,312.00",,,,,"$332,161.62","$1,090,127.05",,,
1,119586503,Susquehanna Community SD,Susquehanna,"$10,304,051.00","$6,430,597.67",,,,,,,,,,"$1,027,651.68",,,,,,"$809,640.59","$1,925.00",,"$14,981.11","$398,307.65",,,,,,"$167,340.00",,,,,"$333,715.69","$1,119,891.61",,,
1,117596003,Northern Tioga SD,Tioga,"$19,237,549.65","$12,130,486.40",,"$46,684.71",,,"$62,433.85",,"$5,775.00",,,"$1,616,174.51",,,,,,"$1,402,817.89","$23,485.00",,"$37,862.19","$476,568.39",,,,,,"$446,252.00","$6,208.55",,,,"$690,262.05","$2,292,539.11",,,
1,117597003,Southern Tioga SD,Tioga,"$14,948,734.34","$8,534,466.15",,"$75,650.40",,,"$12,102.15",,,,,"$1,293,522.49",,,,"$722,500.00",,"$774,616.83","$26,950.00","$488,402.33","$32,485.23","$656,274.00",,,,,,"$340,919.00",,,,,"$443,243.19","$1,547,602.57",,,
1,117598503,Wellsboro Area SD,Tioga,"$9,949,247.51","$5,917,750.07",,"$61,129.27",,,"$42,039.08",,,,,"$962,690.21",,,,,,"$418,002.86","$18,865.00","$128,786.07","$28,956.78","$378,521.65",,,,,,"$219,909.00","$5,867.73",,,,"$397,439.53","$1,369,290.26",,,
1,116604003,Lewisburg Area SD,Union,"$7,748,262.18","$3,288,841.22",,"$42,045.57",,,,,,,,"$1,046,243.49",,,,"$85,000.00",,"$482,271.73","$15,916.25",,"$33,251.10","$514,902.85",,,,"$139,228.00",,,,,,,"$473,139.91","$1,627,422.06",,,
1,116605003,Mifflinburg Area SD,Union,"$13,063,393.75","$7,666,615.54",,"$77,656.18",,,"$58,346.93",,,,,"$1,350,408.58",,,,,,"$911,373.11","$20,790.00",,"$39,087.64","$568,884.77",,,,,,"$354,755.00","$6,992.97",,,,"$408,504.82","$1,599,978.21",,,
1,106611303,Cranberry Area SD,Venango,"$10,866,848.00","$6,637,914.52",,"$34,220.32",,,,,,,,"$857,593.11",,,,,,"$764,911.05","$25,025.00","$244,658.21","$21,444.39","$588,481.01",,,,,,"$185,648.00",,,,,"$347,748.12","$1,159,204.27",,,
1,106612203,Franklin Area SD,Venango,"$18,689,479.02","$11,377,392.83",,"$159,906.27",,,,,,,,"$1,560,498.81",,,,,,"$1,365,523.43","$53,976.18","$224,159.52","$38,623.36","$934,537.28",,,,,,"$338,704.00",,,,,"$582,064.42","$2,054,092.92",,,
1,106616203,Oil City Area SD,Venango,"$20,409,650.54","$13,574,548.17",,"$46,420.39",,,,,"$6,650.00",,,"$1,522,842.40",,,,,,"$848,404.76","$41,580.00",,"$40,721.05","$1,069,928.03",,"$24,655.52",,,,"$486,703.00",,,,,"$609,227.94","$2,137,969.28",,,
1,106617203,Titusville Area SD,Venango,"$20,697,599.12","$13,377,298.25",,"$94,755.03",,,"$50,233.02",,,,,"$1,611,391.19",,,,,,"$904,141.42","$49,416.48","$774,729.98","$37,348.54","$489,568.71",,"$24,912.04",,,,"$434,788.00",,,,,"$622,294.26","$2,226,722.20",,,
1,106618603,Valley Grove SD,Venango,"$9,629,147.46","$6,511,393.93",,"$24,762.56",,,,,$170.00,,,"$675,435.14",,,,,,"$501,431.16","$5,775.00","$114,696.85","$16,745.08","$341,878.64",,,,,,"$195,288.00",,,,,"$271,565.31","$970,005.79",,,
1,105628302,Warren County SD,Warren,"$41,968,471.44","$24,562,950.24",,"$27,819.63",,,"$277,638.48",,,,,"$4,050,953.91",,,,,,"$3,186,629.78","$145,723.07",,"$87,513.83","$2,734,898.21",,,,,,"$987,960.25","$17,560.15",,,,"$1,207,456.44","$4,681,367.45",,,
1,101630504,Avella Area SD,Washington,"$6,270,531.31","$4,243,833.42",,,,,,,,,,"$555,433.95",,,,,,"$432,232.31","$6,951.29",,"$10,121.35","$251,472.55",,,,,,"$105,057.00",,,,,"$142,991.64","$522,437.80",,,
1,101630903,Bentworth SD,Washington,"$9,879,191.54","$6,178,153.14",,"$31,329.83",,,,,,,,"$771,193.58",,,,,,"$545,344.44","$19,635.00","$207,376.63","$20,981.58","$399,089.02",,,,,,"$210,735.00",,,,,"$347,141.22","$1,148,212.10",,,
1,101631003,Bethlehem-Center SD,Washington,"$13,304,046.73","$8,593,607.13",,"$66,370.84",,,,,,,,"$981,625.06",,,,,,"$1,261,992.19","$25,025.00",,"$23,110.38","$465,529.29",,,,,,"$252,070.00",,,,,"$354,552.70","$1,280,164.14",,,
1,101631203,Burgettstown Area SD,Washington,"$10,324,261.69","$6,191,671.34",,,,,,,,,,"$863,865.44",,,,,,"$647,656.47","$16,555.00","$276,500.69","$21,491.57","$532,248.12",,"$40,000.00",,,,"$239,888.00",,,,,"$342,638.94","$1,151,746.12",,,
1,101631503,California Area SD,Washington,"$9,067,822.61","$5,738,086.44",,,,,,,,,,"$633,039.91",,,,,,"$622,967.79","$5,390.00","$360,959.49","$16,845.92","$407,037.48",,,,,,"$173,671.00",,,,,"$255,743.31","$854,081.27",,,
1,101631703,Canon-McMillan SD,Washington,"$21,117,522.84","$11,078,294.02",,"$16,696.53",,,,,,,,"$2,021,759.59",,,,,,"$1,148,980.11","$167,860.00","$230,673.59","$91,569.07","$925,480.79",,,,,,"$537,616.00",,,,,"$1,068,563.36","$3,830,029.78",,,
1,101631803,Charleroi SD,Washington,"$13,348,070.09","$7,582,278.03",,,,,,,$30.00,,,"$1,101,790.70",,,,,,"$470,143.23","$10,886.43","$1,040,757.04","$34,606.21","$643,858.65",,,,,,"$269,593.00",,,,,"$479,374.18","$1,714,752.62",,,
1,101631903,Chartiers-Houston SD,Washington,"$7,583,182.50","$4,670,657.84",,,,,,,,,,"$637,315.54",,,,,,"$234,651.49","$15,534.81","$410,689.23","$25,124.48","$312,324.69",,,,,,"$154,039.00",,,,,"$231,929.00","$890,916.42",,,
1,101632403,Fort Cherry SD,Washington,"$9,770,259.15","$6,384,095.82",,,,,"$49,036.53",,,,,"$778,116.15",,,,,,"$542,118.16","$14,757.71",,"$19,221.11","$449,868.13",,,,,,"$158,377.00","$6,107.92",,,,"$306,908.02","$1,061,652.60",,,
1,101633903,McGuffey SD,Washington,"$16,289,834.83","$10,075,108.93",,"$27,876.60",,,"$69,355.65",,,,,"$1,384,649.51",,,,,,"$900,650.09","$13,475.00","$415,192.32","$31,397.70","$873,185.77",,,,,,"$339,263.00","$7,708.59",,,,"$497,175.58","$1,654,796.09",,,
1,101636503,Peters Township SD,Washington,"$14,167,362.61","$5,278,827.73",,"$1,857.96",,,,,,$40.00,,"$1,574,859.35",,,,,,"$764,104.50","$156,695.00","$478,157.65","$85,545.82","$729,871.21",,,,,,"$335,813.00",,,,,"$1,073,170.32","$3,688,420.07",,,
1,101637002,Ringgold SD,Washington,"$21,612,475.54","$12,491,161.52",,"$26,110.65",,,,,"$7,525.00",,,"$2,127,638.82",,,,,,"$1,656,072.50","$79,310.00","$143,436.81","$55,171.26","$1,219,431.87",,"$64,882.92",,,,"$540,337.00",,,,,"$692,047.52","$2,509,349.67",,,
1,101638003,Trinity Area SD,Washington,"$20,756,963.66","$11,483,959.39",,"$8,383.91",,,,,,,,"$1,969,152.61",,,,,,"$1,424,881.69","$18,247.54","$439,531.27","$60,152.09","$1,287,544.39",,"$20,000.00",,,,"$418,251.00",,,,,"$767,573.95","$2,859,285.82",,,
1,101638803,Washington SD,Washington,"$13,889,931.20","$8,516,904.07",,"$40,479.80",,,,,$945.00,,,"$1,417,419.69",,,,,,"$314,591.90",,,"$34,744.54","$1,120,064.89",,,,,,"$293,822.00",,,"$33,415.00",,"$476,525.23","$1,641,019.08",,,
1,119648703,Wayne Highlands SD,Wayne,"$17,183,554.72","$7,891,941.59",,"$74,504.84",,,"$5,425.41",,"$8,925.00",,,"$1,632,456.93",,,,,,"$1,647,886.30","$16,354.47","$387,201.11","$48,580.82","$1,153,962.57",,"$65,000.00",,,,"$316,551.00","$3,641.55",,,,"$863,139.60","$3,067,983.53",,,
1,119648903,Western Wayne SD,Wayne,"$14,271,373.20","$4,825,568.72",,"$218,346.36",,,,,,,,"$1,206,800.25","$1,561,607.00",,,,,"$2,575,726.61","$25,025.00",,"$40,450.16","$876,906.96",,"$59,748.90",,,,"$239,366.00",,,,,"$604,748.72","$2,037,078.52",,,
1,107650603,Belle Vernon Area SD,Westmoreland,"$16,652,918.07","$9,492,396.60",,"$12,479.30",,,,,,,,"$1,590,966.90",,,,,,"$905,547.56","$20,405.00",,"$46,374.92","$942,694.17",,,,,,"$444,877.00",,,,,"$728,518.20","$2,468,658.42",,,
1,107650703,Burrell SD,Westmoreland,"$11,518,840.47","$5,702,497.61",,"$27,885.04",,,,,,,,"$1,148,397.59",,,,,,"$740,707.61","$32,340.00","$609,420.18","$32,383.76","$701,471.11",,,,,,"$268,508.00",,,,,"$505,666.70","$1,749,562.87",,,
1,107651603,Derry Area SD,Westmoreland,"$18,909,812.13","$11,079,148.84",,"$165,071.71",,,"$57,320.07",,"$5,950.00",,,"$1,591,743.58",,,,,,"$1,032,582.77","$34,080.07","$797,922.71","$41,966.43","$969,267.45",,"$23,136.78",,,,"$392,930.00","$13,060.32",,,,"$589,959.12","$2,115,672.28",,,
1,107652603,Franklin Regional SD,Westmoreland,"$15,060,778.81","$6,783,664.10",,"$9,881.75",,,,,,,,"$1,782,504.67",,,,,,"$985,632.12","$65,450.00",,"$69,427.93","$837,520.82",,"$16,133.40",,,,"$334,456.00",,,,,"$936,308.86","$3,239,799.16",,,
1,107653102,Greater Latrobe SD,Westmoreland,"$19,769,080.83","$10,357,804.14",,"$100,268.83",,,,,,,,"$2,125,336.47",,,,,,"$1,162,799.25","$81,059.12","$576,008.29","$70,904.91","$753,822.98",,"$42,062.13",,,,"$516,843.00",,,,,"$839,160.88","$3,143,010.83",,,
1,107653203,Greensburg Salem SD,Westmoreland,"$17,537,398.79","$9,914,179.69",,"$17,185.99",,,,,,$40.00,,"$1,920,510.25",,,,,,"$1,158,090.58","$49,758.91",,"$54,544.33","$829,789.20",,"$24,999.71",,,,"$427,212.00",,,,,"$704,174.67","$2,436,913.46",,,
1,107653802,Hempfield Area SD,Westmoreland,"$31,613,318.00","$17,374,081.00",,"$142,900.00",,,,,,,,"$3,320,329.00",,,,,,"$2,320,906.00",,"$485,166.00","$118,350.00","$1,264,024.00",,"-$66,330.00",,,,"$612,307.00",,,,,"$1,459,767.00","$4,581,818.00",,,
1,107654103,Jeannette City SD,Westmoreland,"$11,462,264.52","$7,821,051.10",,,,,,,,,,"$1,002,818.91",,,,,,"$208,576.60","$5,390.00",,"$20,257.84","$628,545.94",,"$49,190.00",,,,"$247,552.00",,,,,"$327,192.83","$1,151,689.30",,,
1,107654403,Kiski Area SD,Westmoreland,"$26,561,251.87","$15,475,709.53",,"$74,516.90",,,,,,,,"$2,494,759.93",,,,,,"$2,416,858.37","$63,525.00",,"$67,135.01","$1,166,756.97",,,,,,"$630,145.00",,,"$3,433.01",,"$967,478.83","$3,200,933.32",,,
1,107654903,Ligonier Valley SD,Westmoreland,"$10,327,820.48","$5,635,977.55",,"$47,139.71",,,,,,,,"$1,134,677.67",,,,,,"$1,298,892.27","$52,745.00",,"$34,387.47","$323,761.05",,"$25,000.00",,,,"$167,418.00",,,,,"$382,037.78","$1,225,783.98",,,
1,107655803,Monessen City SD,Westmoreland,"$9,568,586.38","$6,066,756.82",,"$2,933.57",,,,,,,,"$672,503.91",,,,"$419,075.00",,"$308,283.85",,"$26,703.51","$16,669.87","$527,532.54",,,,,,"$179,973.00",,,,,"$269,881.61","$1,078,272.70",,,
1,107655903,Mount Pleasant Area SD,Westmoreland,"$15,301,291.19","$8,842,853.17",,"$56,639.31",,,,,,,,"$1,418,571.39",,,,,,"$1,051,154.54","$45,815.00","$614,666.87","$36,648.27","$834,394.84",,"$24,255.00",,,,"$311,186.00",,,,,"$485,987.20","$1,579,119.60",,,
1,107656303,New Kensington-Arnold SD,Westmoreland,"$20,221,443.56","$11,531,549.45",,"$107,082.85",,,,,,,,"$1,908,589.48",,,,,,"$651,037.61","$78,540.00","$895,591.91",,"$1,280,588.35",,,,,,"$480,928.00",,,,,"$673,890.96","$2,613,644.95",,,
