,AUN,school_district,county,total_state_rev,bef,formula_funding_1920,bef_soc_sec_1920,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,107655803,Monessen City SD,Westmoreland,"$10,828,605.21","$6,280,536.99","$6,280,536.99",,,"$78,197.52",,,,,,,,"$768,788.55",,,,"$441,041.63",,"$341,354.31","$15,400.00","$288,639.36","$13,691.72","$527,522.15",,"$29,990.00",,,,"$200,433.00","$21,388.84",,,,,,"$352,545.98","$1,469,075.16",,,
1,107655903,Mount Pleasant Area SD,Westmoreland,"$16,957,506.62","$9,267,074.95","$9,267,074.95",,,"$29,882.13",,,,,,,,"$1,546,938.35",,,,,,"$1,106,339.08","$40,810.00","$610,914.23","$37,043.66","$834,890.56",,"$24,915.31",,,,"$344,356.00","$52,853.33",,,,"$27,000.00",,"$547,467.97","$2,487,021.05",,,
1,107656303,New Kensington-Arnold SD,Westmoreland,"$22,525,245.26","$13,267,716.72","$12,553,974.95","$713,741.77",,"$53,203.41",,,,,,,,"$2,098,538.44",,,,,,"$862,460.54","$77,000.00","$854,500.95","$40,065.69","$1,281,060.92",,"$16,361.08",,,,"$480,928.00","$9,379.80",,,,,,,"$3,484,029.71",,,
1,107656502,Norwin SD,Westmoreland,"$30,714,288.43","$17,381,387.07","$16,186,371.25","$1,195,015.82",,"$81,580.94",,,,,,,,"$2,816,564.78",,,,,,"$1,257,719.80","$70,070.00","$1,137,717.43","$98,633.10","$955,587.75",,"$93,311.00",,,,"$671,460.00","$35,000.00",,,,,,,"$6,015,256.56",,,"$100,000.00"
1,107657103,Penn-Trafford SD,Westmoreland,"$25,986,535.97","$15,400,436.43","$14,343,977.84","$1,056,458.59",,,,,,,"$2,555.00",,,"$2,530,291.12",,,,,,"$1,221,353.19","$72,765.00","$515,420.59","$70,931.60","$1,045,893.84",,"$57,635.00",,,,"$580,222.00","$9,722.20",,,,,,"-$60,101.33","$4,539,411.33",,,
1,107657503,Southmoreland SD,Westmoreland,"$17,404,344.23","$10,169,875.83","$9,750,808.64","$419,067.19",,"$47,681.51",,,,,,,,"$1,463,797.31",,,,,,"$994,539.54","$18,480.00","$754,585.11","$34,057.50","$938,244.10",,"$116,700.00",,,,"$357,264.00","$28,823.48",,,,,,"$62,381.91","$2,417,913.94",,,
1,107658903,Yough SD,Westmoreland,"$18,561,653.99","$10,584,277.41","$9,990,405.06","$593,872.35",,"$87,964.61",,,,,,,,"$1,702,028.91",,,,,,"$1,366,674.06","$18,865.00","$632,366.60","$34,867.57","$768,336.69",,"$92,137.01",,,,"$401,277.00","$31,140.00",,,,$794.53,,,"$2,840,924.60",,,
1,119665003,Lackawanna Trail SD,Wyoming,"$10,336,705.00","$6,100,985.00","$5,756,210.00","$344,775.00",,"$76,456.00",,,,,,,,"$904,615.00",,,,,,"$953,591.00","$19,250.00","$3,561.00","$17,901.00","$531,491.00",,"$6,459.00",,,,"$181,454.00",,,,,,,,"$1,540,942.00",,,
1,118667503,Tunkhannock Area SD,Wyoming,"$21,433,969.42","$11,984,346.33","$11,258,263.99","$726,082.34",,"$45,084.84",,,"$64,167.23",,,$120.00,,"$1,803,947.53",,,,,,"$1,767,404.87","$7,700.00","$669,591.74","$42,571.23","$1,148,218.40",,"$80,430.00",,,,"$401,678.00","$28,125.51","$10,454.14",,,,,,"$3,380,129.60",,,
1,112671303,Central York SD,York,"$24,637,768.55","$8,823,421.07","$8,823,421.07",,,"$378,232.62",,,,,,,,"$2,260,626.45",,,,,,"$1,756,180.68","$165,550.00","$1,074,482.82","$110,535.43","$1,065,166.71",,,,,,"$581,460.00","$9,722.20",,,,,,"$1,461,991.90","$6,950,398.67",,,
1,112671603,Dallastown Area SD,York,"$30,103,389.65","$12,012,002.79","$10,215,957.37","$1,796,045.42",,"$160,173.92",,,,,,,,"$2,968,631.76",,,,,,"$2,180,541.46","$95,480.00","$1,517,770.78","$115,579.99","$1,390,017.05",,"$64,238.12","$24,310.00",,,"$650,028.00","$13,771.73",,,,,,,"$8,910,844.05",,,
1,112671803,Dover Area SD,York,"$25,735,969.05","$12,943,100.39","$11,905,498.60","$1,037,601.79",,"$140,718.11",,,"$144,447.82",,,,,"$2,247,000.23",,,,,,"$1,366,852.80","$46,200.00","$1,168,236.16","$64,651.85","$1,276,383.96",,"$415,720.00",,,,"$560,822.00",,"$15,690.16",,,,,,"$5,346,145.57",,,
1,112672203,Eastern York SD,York,"$17,112,044.88","$8,679,167.78","$8,006,731.75","$672,436.03",,"$110,075.19",,,,,,,,"$1,994,695.58",,,,,,"$1,062,995.78","$33,495.00","$674,660.82","$44,068.29","$733,016.58",,,,,,"$374,675.00","$27,220.96",,"$5,050.00",,"$1,000.00",,,"$3,371,923.90",,,
1,112672803,Hanover Public SD,York,"$9,540,399.00","$4,124,981.00","$3,615,518.00","$509,463.00",,"$48,371.00",,,"$76,539.00",,,$120.00,,"$986,109.00",,,,,,"$382,837.00","$40,425.00","$412,598.00","$35,641.00","$575,252.00",,"$25,000.00",,,,"$196,627.00","$18,530.00",,,,,,,"$2,617,369.00",,,
1,112674403,Northeastern York SD,York,"$25,247,842.67","$13,116,293.59","$11,890,326.96","$1,225,966.63",,"$271,826.65",,,,,,$40.00,,"$2,100,241.19",,,,,,"$1,254,618.13","$25,025.00","$730,807.19","$70,002.86","$1,284,367.97",,"$66,930.00",,,,"$542,734.00","$24,500.00",,,,,,,"$5,760,456.09",,,
1,115674603,Northern York County SD,York,"$16,777,512.74","$8,507,798.53","$7,787,043.28","$720,755.25",,"$45,716.24",,,"$24,888.89",,,,,"$1,727,507.13",,,,,,"$1,175,336.04","$26,950.00","$554,918.34","$59,863.89","$723,583.47",,"$61,408.00",,,,"$384,133.00",,,,,"$1,565.00",,,"$3,483,844.21",,,
1,112675503,Red Lion Area SD,York,"$35,124,896.00","$16,052,453.00","$15,169,059.00","$883,394.00",,"$91,238.00",,,"$97,103.00",,,,,"$3,380,865.00",,,,,,"$3,615,099.00","$191,345.00","$1,126,541.00","$100,002.00","$1,898,082.00",,,,,,"$849,464.00","$23,768.00","$12,160.00",,,,,"$617,322.00","$7,069,454.00",,,
1,112676203,South Eastern SD,York,"$19,562,252.22","$9,920,036.83","$9,085,951.03","$834,085.80",,"$30,763.67",,,"$70,598.58",,,,,"$1,924,066.02",,,,,,"$1,454,536.24","$40,425.00","$716,261.11","$45,181.18","$994,164.63",,,,,,"$438,108.00","$9,722.20",,,,,,"-$45,852.72","$3,964,241.48",,,
1,112676403,South Western SD,York,"$23,498,499.68","$11,855,918.93","$10,687,365.28","$1,168,553.65",,"$242,712.87",,,,,,$40.00,,"$2,245,655.25",,,,,,"$900,179.96","$65,450.00","$562,243.35","$79,674.09","$1,118,575.33",,"$123,308.00",,,,"$521,680.00","$7,777.76",,,,,,,"$5,775,284.14",,,
1,112676503,Southern York County SD,York,"$18,692,294.67","$8,914,005.02","$8,015,198.07","$898,806.95",,"$37,888.91",,,,,,,,"$1,871,839.45",,,,,,"$1,113,055.15","$29,645.00","$1,045,057.07","$57,719.04","$1,059,590.17",,"$100,316.30","$29,964.00",,,"$386,378.00","$27,251.00",,,,$500.00,,"-$75,294.23","$4,094,379.79",,,
1,112676703,Spring Grove Area SD,York,"$24,234,963.17","$12,293,592.41","$11,149,705.59","$1,143,886.82",,"$122,240.44",,,,,,,,"$2,507,306.18",,,,,,"$2,100,579.55","$84,700.00","$810,628.61","$81,228.38","$998,524.83",,,,,,"$513,525.00",,,,,"$10,315.81",,"-$101,730.80","$4,814,052.76",,,
1,115219002,West Shore SD,York,"$33,469,637.43","$15,903,700.66","$14,220,072.82","$1,683,627.84",,"$259,769.13",,,,,,,,"$4,078,708.76",,,,,,"$1,551,432.96","$197,120.00","$124,508.19","$160,733.36","$1,297,232.84",,,,,,"$810,789.00",,,,,,,,"$9,085,642.53",,,
1,112678503,West York Area SD,York,"$16,457,224.00","$7,668,866.00","$6,757,714.00","$911,152.00",,"$63,766.00",,,,,,,,"$1,732,779.00",,,,,,"$974,679.00","$90,860.00","$222,555.00","$55,205.00","$1,063,906.00",,"$60,000.00",,,,"$402,398.00","$12,353.00",,,,,,,"$4,109,857.00",,,
1,112679002,York City SD,York,"$104,674,787.92","$73,188,260.62","$70,203,315.17","$2,984,945.45",,"$240,262.71",,,,,,,,"$6,584,836.53",,"$330,000.00",,"$2,633,750.00","$17,223.00","$459,754.43","$5,005.00","$2,177,414.49","$139,821.02","$2,900,522.86",,,"$114,946.40",,,"$1,566,041.00","$25,003.75",,,,$320.00,,,"$14,291,626.11",,,
1,112679403,York Suburban SD,York,"$11,725,311.29","$3,757,442.41","$2,842,245.82","$915,196.59",,"$153,518.63",,,,,,,,"$1,299,823.07",,,,,,"$583,226.21","$66,605.00","$565,317.82","$64,725.02","$664,361.95",,"$84,856.00",,,,"$171,965.00",,,,,,,,"$4,313,470.18",,,
3,103020407,A W Beattie Career Center,Allegheny,"$1,736,085.11",,,,,,,,"$698,352.23",,,,,,,,,,,,,,,,,"$121,099.36",,,,,,"$64,581.89",,,,,"$154,956.59","$697,095.04",,,
3,103023807,Forbes Road CTC,Allegheny,"$1,439,890.54",,,,,,,,"$740,194.60",,,,,,,,,,,,,,,,,,,,,,,"$58,141.31",,,,,"$109,777.54","$531,777.09",,,
3,103027307,Parkway West CTC,Allegheny,"$1,441,463.00",,,,,,,,"$649,110.00",,,,,,,,,,,,,,,,,"$45,426.00",,,,,,"$108,352.00",,,,,"$110,735.00","$527,840.00",,,
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$1,466,217.74",,,,,,,,"$747,431.79",,,,,,,,,,,,,,,,,,,,,,,"$56,872.97",,,,,"$104,172.47","$557,740.51",,,
3,128034607,Lenape Tech,Armstrong,"$1,672,601.97",,,,,,,,"$616,845.06",,,,,,,,,,"$14,656.00",,,,"$8,190.78",,,"$30,000.00","$32,347.00",,,,,"$42,932.04",,,,,"$171,757.63","$755,873.46",,,
3,127041307,Beaver County CTC,Beaver,"$1,465,849.58",,,,,,,,"$731,098.44",,,,,,,,,,,,,,,,,,,,,,,"$52,709.09",,,,,"$114,871.18","$567,170.87",,,
3,108051307,Bedford County Technical Center,Bedford,"$623,240.62",,,,,,,,"$350,714.63",,,,,,,,,,"$8,000.00",,,,,,,,,,,,"$20,704.85","$32,352.69",,,,,"$36,804.56","$174,663.89",,,
3,114060557,Berks CTC,Berks,"$3,636,745.39",,,,,,,,"$1,476,841.85",,,,,,,,,,"$129,990.61",,,,,,,"$367,626.00",,,,,,"$129,013.63",,,"$40,000.00",,"$275,841.92","$1,217,431.38",,,
3,114067107,Reading Muhlenberg CTC,Berks,"$3,008,385.67",,,,,,,,"$1,356,415.58",,,,,,,,,,,,,,,,,"$56,241.86",,,,,,"$88,357.14",,,,,"$261,181.48","$1,246,189.61",,,
3,108070607,Greater Altoona CTC,Blair,"$2,498,962.05",,,,,,,,"$1,279,283.21",,,,,,,,,,,,,,,,,,,,,,,"$80,806.91",,,,,"$193,566.23","$945,305.70",,,
3,117080607,Northern Tier Career Center,Bradford,"$1,025,217.00",,,,,,,,"$608,241.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,229.00","$342,747.00",,,
3,122091457,Bucks County Technical High School,Bucks,"$4,550,686.00",,,,,,,,"$1,338,790.00",,,,,,,,,,,,,,"$25,596.00",,,,"$25,000.00",,,,,"$121,364.00",,,,,"$538,755.00","$2,501,181.00",,,
3,122097007,Middle Bucks Institute of Technology,Bucks,"$1,732,235.04",,,,,,,,"$652,107.07",,,,,,,,,,,,,,,,,,,,,,,"$24,827.75",,,,,"$181,662.88","$873,637.34",,,
3,122099007,Upper Bucks County Technical School,Bucks,"$1,439,094.32",,,,,,,,"$572,618.12",,,,,,,,,,,,,,,,,"$9,500.00",,,,,,"$61,064.21",,,,,"$140,621.13","$655,290.86",,,
3,104101307,Butler County AVTS,Butler,"$1,422,505.00",,,,,,,,"$855,264.00",,,,,,,,,,,,,,,,,,,,,,,"$77,401.00",,,,,"$86,782.00","$403,058.00",,,
3,108110307,Admiral Peary AVTS,Cambria,"$1,012,814.80",,,,,,,,"$604,706.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,601.66","$336,506.77",,,
3,108112607,Greater Johnstown CTC,Cambria,"$1,453,544.12",,,,,,,,"$704,285.98",,,,,,,,,,,,,,,,,,,,,,,"$33,895.16",,,"$65,591.34",,"$119,719.37","$530,052.27",,,
3,121131507,Carbon Career & Technical Institute,Carbon,"$1,371,996.00",,,,,,,,"$470,731.00",,,,,,,,,,,,,,"$6,285.00",,,,,,,,,,,,,,"$167,974.00","$727,006.00",,,
3,110141607,Central PA Institute of Science & Technology,Centre,"$1,505,136.76",,,,,,,,"$744,495.63",,,,,,,,,,,,,,,,,,,,,,,"$38,014.75",,,"$38,167.00",,"$121,965.33","$562,494.05",,,
3,124151607,Chester County Technical College HS,Chester,"$4,446,055.00",,,,,,,,"$2,025,481.00",,,,,,,,,,,,,,,,,,,,,,,"$118,795.00",,,"$8,194.00",,"$408,365.00","$1,885,220.00",,,
3,106161357,Clarion County Career Center,Clarion,"$789,882.45",,,,,,,,"$430,090.38",,,,,,,,,,,,,,,,,"$25,000.00",,,,,,"$30,885.88",,,,,"$58,130.57","$245,775.62",,,
3,110171607,Clearfield County CTC,Clearfield,"$1,175,627.23",,,,,,,,"$590,888.00",,,,,,,,,,,,,,,,,,,"$3,000.00",,,,"$22,736.62",,,"$16,960.00",,"$92,924.57","$449,118.04",,,
3,116191757,Columbia-Montour AVTS,Columbia,"$1,559,462.00",,,,,,,,"$653,046.00",,,,,,,,,,,,,,"$11,412.00",,,,,,,,,"$55,197.00",,,,,"$167,130.00","$672,677.00",,,
3,105201407,Crawford County CTC,Crawford,"$1,369,633.78",,,,,,,,"$723,631.35",,,,,,,,,,,,,,,,,,,,,,,"$45,259.72",,,,,"$103,771.97","$496,970.74",,,
3,115211657,Cumberland Perry AVTS,Cumberland,"$1,657,160.11",,,,,,,,"$842,179.65",,,,,,,,,,,,,,,,,,,,,,,"$79,865.67",,,,,"$130,518.18","$604,596.61",,,
3,115221607,Dauphin County Technical School,Dauphin,"$3,201,939.59",,,,,,,,"$1,220,497.16",,,,,,,,,,,,,,"$18,505.85",,,,,,,,,"$87,912.85",,,,,"$336,933.28","$1,538,090.45",,,
3,125232407,Delaware County Technical High School,Delaware,"$2,691,983.00",,,,,,,,"$1,448,195.00",,,,,,,,,,,,,,,,,,,,,,"$14,368.00","$96,772.00",,,,,"$199,332.00","$933,316.00",,,
3,105252807,Erie County Technical School,Erie,"$1,503,124.59",,,,,,,,"$761,516.66",,,,,,,,,,,,,,,,,"$24,919.69","$20,000.00",,,,,"$60,563.84",,,,,"$111,273.75","$524,850.65",,,
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$1,323,201.53",,,,,,,,"$505,274.13",,,,,,,,,,,,,,,,,,,,,,"$9,722.20","$141,025.04",,,,,"$120,084.88","$547,095.28",,,
3,101262507,Fayette County Career & Technical Institute,Fayette,"$1,727,870.54",,,,,,,,"$847,009.53",,,,"$66,113.48",,,,,,,,,,,,,,,,,,,"$51,253.67",,,,,"$126,262.22","$637,231.64",,,
3,112282307,Franklin County CTC,Franklin,"$1,778,904.25",,,,,,,,"$881,171.36",,,,,,,,,,"$7,350.00",,,,,,,"$85,000.00",,,,,,"$78,693.17",,,,,"$132,727.80","$593,961.92",,,
3,111292507,Fulton County Center for Career and Technology,Fulton,"$313,392.00",,,,,,,,"$184,992.00",,,,,,,,,,,,,,,,,,,,,,,"$15,514.00",,,,,"$20,884.00","$92,002.00",,,
3,101302607,Greene County CTC,Greene,"$852,198.06",,,,,,,,"$400,215.27",,,,,,,,,,,,,,,,,,,,,,,"$29,436.07",,,,,"$63,577.42","$322,362.08","$36,607.22",,
3,111312607,Huntingdon County CTC,Huntingdon,"$558,792.62",,,,,,,,"$268,398.41",,,,,,,,,,,,,,,,,,,,,,,"$26,957.38",,,,,"$46,477.23","$216,959.60",,,
3,128324207,Indiana County Technology Center,Indiana,"$1,332,915.10",,,,,,,,"$678,834.30",,,,,,,,,,"$9,576.32",,,,,,,,,,,,,"$38,743.55",,,,,"$110,476.12","$495,284.81",,,
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$1,243,409.12",,,,,,,,"$415,876.45",,,,,,,,,,,,,,"$5,900.57",,,,"$20,000.00",,,,,"$30,524.87","$6,250.00",,,,"$134,796.00","$630,061.23",,,
3,119354207,CTC of Lackawanna County,Lackawanna,"$1,852,327.00",,,,,,,,"$846,911.00",,,,,,,,,,,,,,,,,,,,,,,"$123,458.00",,,,,"$157,903.00","$724,055.00",,,
3,113363807,Lancaster County CTC,Lancaster,"$4,866,940.89",,,,,,,,"$2,258,070.72",,,,,,,,,,,,,,,,,,,,,,,"$170,552.06",,,"$219,927.54",,"$376,271.99","$1,842,118.58",,,
3,104374207,Lawrence County CTC,Lawrence,"$1,388,227.31",,,,,,,,"$515,727.39",,,,,,,,,,,,,,"$6,807.60",,,,,,,,"$9,722.20","$33,694.52",,,,,"$148,066.33","$674,209.27",,,
3,113384307,Lebanon County CTC,Lebanon,"$1,995,376.89",,,,,,,,"$960,609.36",,,,,,,,,,,,,,,,,"$60,000.00",,,,,,"$62,666.36",,,,,"$161,934.27","$750,166.90",,,
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$6,111,617.68",,,,,,,,"$2,982,699.66",,,,,,,,,,,,,,,,,,,,,,"$56,242.07","$198,679.53",,,,,"$499,065.91","$2,374,930.51",,,
3,118408707,West Side CTC,Luzerne,"$1,410,098.72",,,,,,,,"$630,488.69",,,,,,,,,,,,,,"$8,839.45",,,,,,,,,"$48,290.26",,,,,"$130,735.85","$591,744.47",,,
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$2,153,575.82",,,,,,,,"$851,902.20",,,,,,,,,,,,,,,,,,,,,,,"$66,777.59",,,,,"$218,395.58","$1,016,500.45",,,
3,117414807,Lycoming CTC,Lycoming,"$523,385.98",,,,,,,,"$319,705.76",,,,,,,,,,,,,,,,,,,,,,,"$27,427.96",,,,,"$31,278.12","$144,974.14",,,
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$650,097.65",,,,,,,,"$386,196.66",,,,,,,,,,,,,,,,,,,,,,"$25,993.13",,,,,,"$47,834.55","$190,073.31",,,
3,104435107,Mercer County Career Center,Mercer,"$1,189,299.00",,,,,,,,"$578,164.00",,,,,,,,,,,,,,,,,,,,,,,"$39,704.00",,,,,"$103,362.00","$468,069.00",,,
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$1,536,700.00",,,,,,,,"$434,813.00",,,,,,,,,,,,,,,,,,,"$500,000.00",,,"$70,000.00","$31,979.00",,,"$40,045.00",,"$83,881.00","$375,982.00",,,
3,120454507,Monroe Career & Tech Inst,Monroe,"$2,449,101.89",,,,,,,,"$1,249,443.34",,,,,,,,,,,,,,,,,"$15,585.10",,,,,,"$81,164.82",,,,,"$192,912.16","$909,996.47",,,
3,123460957,Central Montco Technical High School,Montgomery,"$1,577,212.14",,,,,,,,"$622,677.74",,,,,,,,,,,,,,,,,,,,,,,"$60,804.65",,,,,"$154,769.19","$738,960.56",,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$1,613,060.72",,,,,,,,"$624,826.98",,,,,,,,,,,,,,,,,,,,,,,"$45,396.24",,,"$97,027.24",,"$151,967.13","$693,843.13",,,
3,123465507,North Montco Tech Career Center,Montgomery,"$2,171,477.00",,,,,,,,"$858,057.00",,,,,,,,,,,,,,,,,"$18,000.00","$6,958.00",,,,,"$85,305.00",,,,,"$207,886.00","$995,271.00",,,
3,123469007,Western Montgomery CTC,Montgomery,"$1,235,149.97",,,,,,,,"$554,807.27",,,,,,,,,,"$40,000.00",,,,,,,,,,,,,"$49,485.70",,,,,"$101,854.88","$489,002.12",,,
3,120481107,Bethlehem AVTS,Northampton,"$2,268,509.91",,,,,,,,"$1,174,280.57",,,,,,,,,,,,,,,,,,,,,,,"$99,275.82",,,,,"$175,426.69","$819,526.83",,,
3,120483007,Career Institute of Technology,Northampton,"$1,597,747.67",,,,,,,,"$704,104.28",,,,,,,,,,,,,,,,,,,,,,,"$57,100.05",,,,,"$145,042.22","$691,035.61",$465.51,,
3,116495207,Northumberland County CTC,Northumberland,"$518,111.52",,,,,,,,"$263,045.05",,,,,,,,,,,,,,,,,,,,,,,"$20,316.83",,,,,"$41,685.14","$193,064.50",,,
3,126514007,Philadelphia AVTS,Philadelphia,"$11,734,937.06",,,,,,,,"$7,041,500.97",,,,,,,,,,,,,,,,,,,,,,,"$64,609.38",,,,,"$960,549.08","$3,668,277.63",,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$1,769,964.87",,,,,,,,"$905,875.67",,,,,,,,,,,,,,,,,,,,,,,"$63,233.79",,,"$8,648.18",,"$135,991.47","$656,215.76",,,
3,108567807,Somerset County Technology Center,Somerset,"$1,290,443.25",,,,,,,,"$495,863.03",,,,,,,"$118,834.00",,,,,,,,,,,,$328.02,,,,"$37,452.86",,,"$133,058.00",,"$89,989.68","$414,917.66",,,
3,119584707,Susquehanna County CTC,Susquehanna,"$1,114,016.83",,,,,,,,"$508,185.95",,,,,,,,,,"$11,813.24",,,,,,,"$27,887.00",,,,,,"$35,764.16",,,,,"$95,646.96","$434,719.52",,,
3,116606707,SUN Area Technical Institute,Union,"$1,176,253.11",,,,,,,,"$514,011.91",,,,,,,,,,,,,,,,,,,,,,,"$60,801.72",,,,,"$112,096.89","$489,342.59",,,
3,106619107,Venango Technology Center,Venango,"$1,420,849.84",,,,,,,,"$763,031.92",,,,,,,,,,,,,,,,,,,,,,,"$45,863.47",,,,,"$112,340.73","$499,613.72",,,
3,101634207,Mon Valley CTC,Washington,"$1,009,064.71",,,,,,,,"$549,547.30",,,,,,,,,,,,,,,,,,,,,,,"$40,965.78",,,,,"$76,929.76","$341,621.87",,,
3,101638907,Western Area CTC,Washington,"$1,013,505.50",,,,,,,,"$508,082.95",,,,,,,,,,,,,,,,,,,,,,,"$38,504.92",,,,,"$82,071.76","$384,845.87",,,
3,107651207,Central Westmoreland CTC,Westmoreland,"$2,003,300.28",,,,,,,,"$1,057,017.07",,,,,,,,,,,,,,,,,"$17,309.68",,,,,,"$87,818.77",,,"$12,423.68",,"$128,420.41","$700,310.67",,,
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$991,684.94",,,,,,,,"$505,318.64",,,,,,,,,,,,,,,,,"$28,498.00",,,,,,"$43,522.81",,,,,"$68,523.77","$345,821.72",,,
3,107656407,Northern Westmoreland CTC,Westmoreland,"$809,319.12",,,,,,,,"$459,086.55",,,,,,,,,,,,,,,,,,,,,,,"$35,592.82",,,,,"$55,035.23","$259,604.52",,,
3,112679107,York Co School of Technology,York,"$5,713,320.24",,,,,,,,"$2,431,280.22",,,,,,,,,,,,,,"$28,831.03",,,,,,,,"$7,777.76","$141,533.87",,,,,"$559,543.42","$2,544,353.94",,,
4,197010542,Gettysburg Montessori CS,Adams,"$7,254.00",,,,,,,,,,,,,,,,,,,,,,"$3,798.00",,,,,,,"$3,456.00",,,,,,,,,,,
4,141019741,Vida CS,Adams,"$61,740.00",,,,,,,,,,,$560.00,,,,,,,,,,"$24,297.00","$4,383.00",,,"$32,500.00",,,,,,,,,,,,,,,
4,102020001,City CHS,Allegheny,"$65,507.00",,,,,,,,"$26,765.00",,,,,,,,,,,,,,"$9,919.00",,,,,,,"$28,823.00",,,,,,,,,,,
4,199025446,Environmental CS at Frick Park,Allegheny,"$50,495.00",,,,,,,,,,,,,,,,,,,,,"$15,156.00","$12,369.00",,,,,,,"$22,970.00",,,,,,,,,,,
4,102023030,Manchester Academic CS,Allegheny,"$89,996.00",,,,,,,,,,,,,,,,,,,,,"$30,000.00","$8,008.00",,,,,,,"$11,996.00","$34,929.00",,,,,"$5,063.00",,,,,
4,102023217,Passport Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103022481,Penn Hills CS of Entrepreneurship,Allegheny,"$40,162.00",,,,,,,,,,,,,,,,,,,,,,"$7,635.00",,,,,,,"$22,536.00",,,,,"$9,722.00",$269.00,,,,,
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$60,419.00",,,,,,,,,,,,,,,,,,,,,,"$13,238.00",,,,,,,"$12,181.00","$35,000.00",,,,,,,,,,
4,160028259,Propel CS-Braddock Hills,Allegheny,"$162,617.00",,,,,,,,,,,,,,,,,,,,,"$109,513.00","$15,451.00",,,,,,,"$37,653.00",,,,,,,,,,,
4,103020005,Propel CS-East,Allegheny,"$81,567.00",,,,,,,,,,,,,,,,,,,,,"$46,889.00","$6,882.00",,,,,,,"$27,796.00",,,,,,,,,,,
4,103024952,Propel CS-Hazelwood,Allegheny,"$20,683.00",,,,,,,,,,,,,,,,,,,,,"$17,704.00","$2,979.00",,,,,,,,,,,,,,,,,,
4,103020002,Propel CS-Homestead,Allegheny,"$122,649.00",,,,,,,,,,,,,,,,,,,,,"$75,117.00","$5,995.00",,,,,,,"$41,537.00",,,,,,,,,,,
4,103020003,Propel CS-McKeesport,Allegheny,"$94,609.00",,,,,,,,,,,,,,,,,,,,,"$52,113.00","$6,570.00",,,,,,,"$35,926.00",,,,,,,,,,,
4,103020004,Propel CS-Montour,Allegheny,"$47,237.00",,,,,,,,,,,,,,,,,,,,,"$23,608.00","$11,771.00",,,,,,,"$11,858.00",,,,,,,,,,,
4,103028192,Propel CS-Northside,Allegheny,"$38,666.00",,,,,,,,,,,,,,,,,,,,,"$20,122.00","$6,842.00",,,,,,,"$11,702.00",,,,,,,,,,,
4,103024162,Propel CS-Pitcairn,Allegheny,"$29,273.00",,,,,,,,,,,,,,,,,,,,,"$10,842.00","$5,972.00",,,,,,,"$12,459.00",,,,,,,,,,,
4,102027560,Provident CS,Allegheny,"$3,621.81",,,,,,,,,,,,,,,,,,,,,,"$3,621.81",,,,,,,,,,,,,,,,,,
4,103023410,Spectrum CS,Allegheny,$581.00,,,,,,,,,,,,,,,,,,,,,,$581.00,,,,,,,,,,,,,,,,,,
4,102020003,The New Academy CS,Allegheny,"$15,357.00",,,,,,,,,,,,,,,,,,,,,,$613.00,,,,,,,"$12,277.00",,,,,,"$2,467.00",,,,,
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$46,132.00",,,,,,,,,,,,,,,,,,,,,"$16,614.00",,,,,,,,"$10,404.00",,,"$19,114.00",,,,,,,,
