Ctgy,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,115219002,West Shore SD,York,"$83,303,510.94","$59,605,448.99","$127,158.31","$75,131.95","$2,803.92",,"$160,146.40",,"$317,677.71",,,,,,"$17,295,467.24",,"$1,408,907.01",,,,,,,,,,,,,,,"$1,670,222.24","$148,588.01",,"$230,828.00",,"$91,765.01",,,"$1,465,914.49",,,,,,,"$127,019.02","$33,710.19",,"$21,515.00",,"$305,229.68",,,,,,,,,"$18,797.97",,"$197,179.80"
1,112678503,West York Area SD,York,"$41,884,651.00","$35,451,276.00","$63,325.00","$37,515.00","$39,294.00",,,,,,,,,,"$2,861,222.00",,"$474,981.00",,,,,,,,,,,,,,,"$642,832.00","$234,200.00",,"$45,812.00","$9,576.00",,,,"$519,141.00",,,,,,,"$20,692.00","$46,172.00",,"$9,750.00","$5,559.00","$97,322.00",,,,,,,,,"$218,047.00",,"$1,107,935.00"
1,112679002,York City SD,York,"$37,520,293.52","$28,108,811.90",,"$34,190.78","$115,176.53",,,,,,,,,,"$3,239,714.15",,"$428,793.31",,,,,,,,,,,,,,,"$2,437,974.11","$650,294.61",,"$34,861.67",,,,"$14,083.19","$1,574,568.00",,,,,,,"$542,801.00","$162,456.57","$20,395.74","$6,870.00",,"$1,900.00",,,,,,,,,,,"$147,401.96"
1,112679403,York Suburban SD,York,"$45,342,654.19","$38,705,068.21","$263,563.74","$43,741.07","$100,000.00",,,,,,,,,,"$3,483,586.51",,"$756,975.87",,,,,,,,,,,,,,,"$677,134.96","$308,794.77",,"$82,864.00",,,,,"$501,052.09",,,,,,,"$24,396.00","$14,556.50","$1,435.48",-$800.00,-$307.50,"$76,957.67",,,,,,,,"$66,907.04","$60,980.03",,"$175,747.75"
3,103020407,A W Beattie Career Center,Allegheny,"$7,837,643.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,836.56",,,,,,,,,,,,,,,"$16,944.00",,,"$108,004.00",,,"$7,308,586.02",,,,,,"$378,131.21","$2,896.01",,$246.00
3,103023807,Forbes Road CTC,Allegheny,"$4,582,639.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,817.80",,,,,,,,,,,,,,,,,,"$47,351.37",,,"$4,222,408.60","$302,975.79",,,,,,,,"$7,086.31"
3,103027307,Parkway West CTC,Allegheny,"$5,634,610.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,913.00",,"$106,274.00",,,,,,,,,,,,"$31,633.00","$36,788.00",,,"$15,109.00","$199,418.00",,"$5,191,335.00",,,,,,,"$1,638.00",,"$39,502.00"
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$4,713,498.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,788.00",,"$40,519.00",,,,,,,,,,,,"$4,260.00",$550.00,,,"$92,625.00",,,"$4,529,101.00","$9,162.00",,,"$9,334.00","$3,758.00",,"$5,283.00",,$118.00
3,128034607,Lenape Tech,Armstrong,"$7,215,966.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,656.00",,"$83,482.74",,"$34,687.50",,,,,,,,,,$416.98,"$20,726.41","$1,986,897.97",,,,,"$5,080,074.15",,,,,,,,,"$6,024.49"
3,127041307,Beaver County CTC,Beaver,"$4,378,896.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,565.00",,"$57,507.00",,,,,,,,,,,,,,,,"$100,763.00",,,"$4,193,963.00",,,,,,,,,"$3,098.00"
3,108051307,Bedford County Technical Center,Bedford,"$1,299,201.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,406.78",,,,,,"$5,327.49",,,,,,,,"$23,045.00","$2,000.00",,,"$12,307.50","$468,320.34",,"$781,112.18",,,,,,,,,$682.26
3,114060557,Berks CTC,Berks,"$13,312,122.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,723.17",,"$1,994.45",,,,,,,,,,,,"$12,921.00",$500.00,,,,"$19,076.76",,"$13,188,148.16",,,,,,"$16,560.00","$4,000.00","$7,071.87","$18,127.29"
3,114067107,Reading Muhlenberg CTC,Berks,"$6,439,410.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,451.33",,"$125,304.53",,,,,,,,,,,"$33,196.63","$12,377.95","$40,100.00",,,,,,"$6,079,284.06",,,,,,,,,"$144,695.70"
3,108070607,Greater Altoona CTC,Blair,"$6,433,323.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,075.35",,,,,,,,,,,,,,"$32,985.04",,,,"$1,775,063.62","$41,356.70",,"$4,082,683.27",,,,"$11,003.50",,"$1,393.73",,,"$480,762.46"
3,117080607,Northern Tier Career Center,Bradford,"$3,457,520.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$638.06,,,,,,,,,,,,,,"$28,000.00","$17,211.26","$8,583.70",,,"$5,400.00",,"$2,863,588.31","$479,680.82",,,,,,,,"$54,418.38"
3,122091457,Bucks County Technical High School,Bucks,"$20,984,753.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,844.00",,,,,"$4,031.00",,,,,,,,,,,,,"$120,896.00","$36,565.00",,"$20,760,688.00","$9,992.00",,,,,,,,"$3,737.00"
3,122097007,Middle Bucks Institute of Technology,Bucks,"$9,676,971.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,305.41",,"$66,835.06",,,,,,,,,,,,"$6,985.00","$1,115.21",,,"$186,953.50",,,"$9,178,687.22",,,,,,,"$13,256.86",,"$220,832.80"
3,122099007,Upper Bucks County Technical School,Bucks,"$7,749,538.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,307.95",,"$8,382.03",,,,,,,,,,,,,"$17,015.00","$114,824.50",,,,,"$7,576,271.00",,,,,,,"$2,505.90",,"$5,232.20"
3,104101307,Butler County AVTS,Butler,"$3,642,296.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,484.00",,,,,,,,,,,,"$17,153.00",,,"$21,000.00",,,"$54,399.00",,,"$3,546,400.00",,,,,,,$505.00,,"$1,355.00"
3,108110307,Admiral Peary AVTS,Cambria,"$2,423,993.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,555.79",,,,,,,,,,,,,,"$14,499.00",,,,"$21,609.00","$38,889.97",,"$2,248,445.02",,,,,,,"$1,821.25",,"$92,173.00"
3,108112607,Greater Johnstown CTC,Cambria,"$4,842,547.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,385.00",,,,,,,,,,,,,,"$361,949.00","$12,600.00",,,"$1,780,096.00","$151,316.00",,"$2,157,636.00",,,,,,,"$10,355.00",,"$356,210.00"
3,121131507,Carbon Career & Technical Institute,Carbon,"$6,520,371.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,187.00",,,,,,,,,,,,,,,,,,,"$82,988.00",,"$6,334,930.00",,,,,,,,,"$54,266.00"
3,110141607,Central PA Institute of Science & Technology,Centre,"$6,672,621.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,215.47",,,,,,,,,,,,,,,,,,"$2,708,980.23",,,"$3,917,960.41",,,,,,,,,"$42,465.00"
3,124151607,Chester County Technical College HS,Chester,"$30,709,316.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,073.00",,"$327,245.00",,"$41,366.00",,,,,,,,,,"$361,806.00","$51,128.00",,,"$144,323.00","$1,104,888.00",,"$26,887,064.00",,,,,$500.00,"$1,719,923.00",,,
3,106161357,Clarion County Career Center,Clarion,"$1,913,056.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,780.45",,,,,,,,,,,,,,,,,,"$80,846.44",,,"$1,750,661.02",,,,,,,,,"$71,769.00"
3,110171607,Clearfield County CTC,Clearfield,"$4,116,677.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,552.90",,,,,,,,,,,,,,$265.98,,,,"$379,118.00",,,"$3,718,893.00",$917.75,,,,,,,,"$1,929.59"
3,116191757,Columbia-Montour AVTS,Columbia,"$6,954,686.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,836.00",,,,,,,,,,,,,,"$388,670.00","$87,700.00",,"$10,450.00","$93,633.00",,,"$6,352,302.00","$8,095.00",,,,,,,,
3,105201407,Crawford County CTC,Crawford,"$4,644,618.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,041.97",,,,,,,,,,,,,,$819.00,,,"$5,555.60","$344,772.20",,"$18,393.50","$4,266,291.10",$745.00,,,,,,,,
3,115211657,Cumberland Perry AVTS,Cumberland,"$6,264,203.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,796.71",,,,,,,,,,,,,,,,"$8,058.00",,"$30,332.50",,,"$6,201,066.00",,,,,,,,,$950.74
3,115221607,Dauphin County Technical School,Dauphin,"$16,387,665.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,850.78",,,,,,,,,,,,,,"$21,840.00","$1,200.00","$432,369.38","$2,250.00","$179,363.16",,,"$14,895,880.27",,,,,,,,,"$820,911.82"
3,125232407,Delaware County Technical High School,Delaware,"$12,038,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,609.00",,,,,,,,,,,,,,,"$1,104,167.00",,,"$17,430.00",,"$62,413.00","$9,636,480.00","$975,888.00","$78,451.00","$55,604.00",,"$24,498.00",,,,"$23,159.00"
3,105252807,Erie County Technical School,Erie,"$5,233,427.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,704.82",,,,,,,,,,,,,,"$41,873.57",,,,"$351,101.99",,,"$4,729,214.19",,,,"$9,674.87",,,,,"$98,857.79"
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$2,729,337.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,412.25",,,,,,,,,,,,,,,"$3,450.00",,,,,,"$2,668,305.84",,,,,,,,"$2,009.60","$52,159.80"
3,101262507,Fayette County Career & Technical Institute,Fayette,"$4,457,959.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,310.56",,"$22,484.65",,,,,,,,,,"$16,704.18","$18,051.20","$6,284.00","$86,959.54",,,"$85,597.84",,,"$4,148,605.40","$18,768.00",,,,,,"$14,233.55",,"$35,960.40"
3,112282307,Franklin County CTC,Franklin,"$6,502,434.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,391.59",,,,,,,,,,,,,,"$60,960.00",,,,"$221,910.67","$59,906.00",,"$6,063,700.09",,,,,,,,,"$84,566.59"
3,111292507,Fulton County AVTS,Fulton,"$705,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,630.00",,,,,,,,,,,,,,,,,,,,,"$632,707.00",,,"$68,827.00",,,,,,"$2,015.00"
3,101302607,Greene County CTC,Greene,"$2,643,829.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,688.27",,,"$204,196.29","$7,294.47",,"$2,330,204.55",,,,,,,"$27,288.24",,"$63,158.17"
3,111312607,Huntingdon County CTC,Huntingdon,"$1,925,078.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$403.87,,,,,,,,,,,,,,$660.00,"$1,500.00",,,,,,"$1,828,867.52","$89,066.60",,,,,,,,"$4,580.02"
3,128324207,Indiana County Technology Center,Indiana,"$4,644,033.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,937.75",,"$17,101.89",,,,,,,,,,"$15,899.45",,"$2,122.94","$11,905.48",,,"$1,154,983.72",,,"$3,412,149.37",,,,$355.00,,,"$14,685.27",,"$11,892.42"
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$6,231,136.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,409.02",,,,$500.00,,"$15,660.00",,,,,,,,$387.50,"$4,540.24",,$650.00,"$178,341.01","$17,472.74",,"$5,950,551.91",,,,,,,"$60,623.69",,
3,119354207,CTC of Lackawanna County,Lackawanna,"$4,928,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,661.00",,,,,,,,,,,,,,"$2,000.00",,,,"$102,365.00",,,"$4,764,009.00",,,,,,,,,"$50,265.00"
3,113363807,Lancaster County CTC,Lancaster,"$19,046,176.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,209.44",,"$215,020.43",,,"$192,956.52",,,,,,,"$79,865.00",$570.00,"$67,380.36","$122,221.36",,,"$2,942,424.33","$66,367.00",,"$14,990,326.86",,,,"$127,484.60","$93,227.07",,"$43,249.55",$789.12,"$15,084.76"
3,104374207,Lawrence County CTC,Lawrence,"$5,602,442.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$711.16,,,,,,,,,,,,,,"$39,055.98",,,,,,,"$5,482,776.06",,,,,,,"$72,960.14",,"$6,939.09"
3,113384307,Lebanon County CTC,Lebanon,"$5,604,138.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,612.74",,"$73,169.88",,,,,,,,,,,,,"$2,857.49","$74,702.92",,"$465,920.30",,,"$4,953,760.00",,,,,,,"$2,508.00",,"$5,606.83"
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$23,798,631.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,373.22",,,,,"$194,473.00",,,,,,,"$113,723.57",,"$35,160.00","$49,223.59","$1,331,362.98",,,"$89,405.47",,"$21,370,779.00","$61,258.46",,,,,,"$42,063.67",,"$440,808.51"
3,118408707,West Side CTC,Luzerne,"$5,308,989.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,804.92",,,,,,,,,,,,,"$9,100.00",,,,,"$7,735.00",,,"$5,267,969.94",,,,,,,,,"$16,379.67"
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$7,682,638.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,557.32",,,,,,"$50,189.75",,,,,,,,,,,,"$36,733.00","$874,452.14",,"$6,603,435.00",,,,,,,,,"$115,271.57"
3,117414807,Lycoming CTC,Lycoming,"$1,345,165.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,210.95",,,,,,,,,,,,,,,$250.00,,,"$4,658.88",,,"$1,328,635.75",,,,,,,,,"$1,409.45"
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$1,530,350.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,262.26",,,,,,,,,,,,,,$250.00,,,,$491.61,"$32,919.20",,"$1,449,467.04","$23,735.18",,,,,,,$937.67,"$11,287.19"
3,104435107,Mercer County Career Center,Mercer,"$4,295,024.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,459.84",,,,,,,,,,,,,,,,"$492,263.00",,"$175,889.00",,,"$3,568,871.51",,,,,,,,,"$38,541.00"
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$2,752,378.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,314.00",,,,,,,,,,,,,,"$1,400.00",$800.00,$333.00,,"$580,335.00","$413,938.00",,"$1,743,139.00",,,,,,,,,"$9,119.00"
3,120454507,Monroe Career & Tech Inst,Monroe,"$7,998,143.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,252.36",,,,,,,,,,,,,,,,"$8,290.80",,"$207,844.00",,,"$7,596,775.92","$34,138.27",,,,,,"$3,963.99",,"$117,877.96"
3,123460957,Central Montco Technical High School,Montgomery,"$7,608,410.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,483.39",,"$88,213.57",,,,,,,,,,,,,,,,,"$513,397.43",,"$6,989,315.77",,,,,,,,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$7,264,218.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,496.00",,"$42,434.00",,,"$8,311.00",,,,,,,,,$500.00,"$5,933.00",,"$32,480.00","$261,465.00","$14,400.00",,"$6,801,511.00",,,,,,,"$2,895.00",,"$41,793.00"
3,123465507,North Montco Tech Career Center,Montgomery,"$10,589,341.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,206.12",,,,,,,,,,,,,,,"$32,180.50","$27,735.00",,"$656,551.95",,,"$9,759,895.76",,,,,"$74,448.20",,,"$3,148.64","$11,175.50"
3,123469007,Western Montgomery CTC,Montgomery,"$5,030,474.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,374.51",,,,,,,,,,,,,,"$9,590.00",,,,"$1,375.00","$5,526.00",,"$4,980,537.52","$16,967.50",,,,,,"$2,784.00",,"$7,320.00"
3,120481107,Bethlehem AVTS,Northampton,"$9,150,558.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,178.32",,$20.00,,,,,,,,,,,,$892.00,"$3,900.00",,,,"$71,510.80",,"$9,040,286.61",,,,,,$339.42,"$6,077.80",,"$23,354.02"
3,120483007,Career Institute of Technology,Northampton,"$8,060,884.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,863.98",,"$20,499.03",,"$4,093.26",,,,,,,,,"$1,081.57",$90.00,"$16,138.11",,,,"$39,150.00",,"$7,708,460.69","$105,431.70",,,,,"$148,442.61","$5,110.37","$1,151.33","$9,371.59"
3,116495207,Northumberland County CTC,Northumberland,"$1,586,154.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,533.27",,,,,,,,,,,,,,"$24,684.00",,,,,,,"$1,559,916.09",,,,,,,,,$20.80
3,126514007,Philadelphia AVTS,Philadelphia,"$21,514,554.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,775.00",,,,,,,"$21,479,084.00",,,,,,,"$4,695.00",,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$6,410,463.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,331.29",,,,,,,,,,,,,,,"$8,160.00",,,,,,"$5,677,674.47",,,"$694,942.29",,,"-$4,693.85",,,"$6,049.12"
3,108567807,Somerset County Technology Center,Somerset,"$3,760,299.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,999.30",,,,,,,,,,,,,,,"$53,500.00",,,"$15,771.00","$32,940.77",,"$3,510,158.37","$120,072.08",,,,,,"$1,372.00",,"$11,485.53"
3,119584707,Susquehanna County CTC,Susquehanna,"$3,638,860.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,430.16",,,,,,,,,,,,"$88,616.00",,"$8,425.21","$22,047.21",,,"$160,970.41",,,"$2,829,155.45",,"$525,222.21",,,,,,,$993.93
3,116606707,SUN Area Technical Institute,Union,"$5,330,948.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,448.48",,,,,,,,,,,,,,"$5,493.50","$8,000.00",,,"$48,585.68","$76,605.00",,"$5,130,667.86",,,,,,,,,"$58,148.01"
3,106619107,Venango Technology Center,Venango,"$5,172,976.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$888.58,,,,,,,,,,,,"$28,437.09",,"$20,105.46",$250.00,,,"$959,859.22",,,"$4,081,876.70",,,,,,"$81,559.68",,,
3,101634207,Mon Valley CTC,Washington,"$2,549,405.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,909.67",,,,,,,,,,,,,,"$4,125.00","$3,050.00",,,,"$115,237.70",,"$2,408,068.00",,,,,,,"$17,014.65",,
3,101638907,Western Area CTC,Washington,"$3,597,759.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,453.70",,"$99,154.16",,,,"$20,276.00",,,,,,"$51,425.42",,"$10,000.00",$1.37,,,"$576,641.12","$6,009.26",,"$2,781,343.53",,,,,,,"$25,487.08",,"$1,968.34"
3,107651207,Central Westmoreland CTC,Westmoreland,"$6,343,477.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,713.00",,,,,,,,,,,,,,,,,,"$218,252.00",,,"$6,035,841.00",,,,,,,"$10,531.00",$750.00,"$74,390.00"
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$3,079,235.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,962.00",,,,,"$2,314.00",,,,,,,"$10,088.00",,$25.00,"$96,264.00",,,"$7,256.00",,,"$2,941,319.00",,,,,,,,,"$17,007.00"
3,107656407,Northern Westmoreland CTC,Westmoreland,"$2,705,121.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,920.17",,,,,,,,,,,,,,,$0.46,,,"$59,722.65","$17,008.80",,"$2,611,941.02",,,,,,,"$10,965.51",,"$3,562.54"
3,112679107,York Co School of Technology,York,"$21,112,051.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,395.81",,"$19,728.02",,,,,,,,,,,,"$5,831.45","$24,393.94",,"$15,926.14","$2,310,102.78",,"$1,300.00","$18,594,903.00",,,,,,,$406.26,,"$94,063.96"
4,197010542,Gettysburg Montessori Charter School,Adams,"$2,682,074.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,794.00",,"$34,459.00",,,,,,,,,,,,,,,,,"$2,644,359.00",,,,,,,,,,,"$1,462.00"
4,141019741,Vida Charter School,Adams,"$3,159,940.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,216.00",,,,,,,,,,,,,,,$320.00,,,,"$3,157,082.00",,,,,,,,,,,"$1,322.00"
4,102020001,City CHS,Allegheny,"$9,853,038.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,387.00",,,,,,,"$106,036.00",,,,,,,,,,,,"$9,594,316.00",,,,,,,,,"$10,428.00",,"$101,871.00"
4,199025446,Environmental Charter School at Frick Park,Allegheny,"$11,204,887.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$394.00,,"$91,674.00",,,,,"$104,185.00",,,,,,,,"$21,037.00",,,,"$10,785,079.00",,,,,,,,,,,"$202,518.00"
4,102023217,Hill House Passport Academy Charter School,Allegheny,"$2,747,420.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,720,469.00",,,,,,,,,,,"$26,951.00"
4,102023030,Manchester Academic CS,Allegheny,"$7,265,630.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,063.00",,"$21,007.00",,,,,,,,,,,,,"$1,161,052.00",,,,"$6,043,244.00",,,,,,,,,,,"$25,264.00"
4,103022481,Penn Hills Charter School of Entrepreneurship,Allegheny,"$5,943,567.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.00,,"$5,014.00",,,,,,,,,,,,,"$5,250.00",,,,"$5,924,850.00",,,,,,,,,,,"$8,404.00"
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$11,821,028.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,208.00",,,,,,,,,,,,,,,,,,,"$11,801,995.00",,,,,,,,,,,"$4,825.00"
4,103024952,Propel CS - Hazelwood,Allegheny,"$4,606,745.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,079.00",,,,,,,"$55,119.00",,,,,$98.00,,"$2,465.00","$32,354.00",,,,"$4,515,574.00",,,,,,,,,,,$56.00
4,160028259,Propel CS-Braddock Hills,Allegheny,"$14,177,747.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,691.00",,"$5,730.00",,,,,"$175,980.00",,,,,"$65,873.00",,"$3,908.00","$124,368.00",,,,"$13,799,307.00",,,,,,,,,$579.00,,$311.00
4,103020005,Propel CS-East,Allegheny,"$5,622,481.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,476.00",,,,,,,"$59,437.00",,,,,"$1,000.00",,$50.00,"$50,722.00",,,,"$5,484,691.00",,,,,,,,,$55.00,,$50.00
4,103020002,Propel CS-Homestead,Allegheny,"$9,756,694.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,882.00",,,,,,,"$122,626.00",,,,,"$4,000.00",,$540.00,"$118,928.00",,,,"$9,463,009.00",,,,,,,,,"$2,506.00",,"$23,203.00"
4,103020003,Propel CS-McKeesport,Allegheny,"$5,170,743.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,181.00",,,,,,"$32,846.00","$47,783.00",,,,,,,,"$101,772.00",,,,"$4,967,045.00",,,,,,,,,,,$116.00
4,103020004,Propel CS-Montour,Allegheny,"$9,776,115.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,537.00",,,,,,"$1,000.00","$67,197.00",,,,,,,"$2,750.00","$113,345.00",,,,"$9,566,759.00",,,,,,,,,$301.00,,$226.00
4,103028192,Propel CS-Northside,Allegheny,"$7,032,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,500.00","$66,272.00",,,,,,,$180.00,"$140,960.00",,,,"$6,793,688.00",,,,,,,,,"$4,364.00",,$85.00
4,103024162,Propel CS-Pitcairn,Allegheny,"$5,289,155.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,289.00",,,,,,,"$66,429.00",,,,,,,"$1,915.00","$9,777.00",,,,"$5,204,745.00",,,,,,,,,,,
