Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,112672203,Eastern York SD,York,"$31,426,283.71","$26,285,925.96","$156,918.35","$26,428.63",,,"$42,852.60",,"$42,852.60","$75,244.20","$45,796.72",,,,"$2,398,976.43",,"$344,127.70",,,,,,,,,,,,,,,"$1,062,834.14","$127,950.68",,"$59,392.80","$14,748.69",,,,"$431,879.24",,,,,,,"$5,269.50","$85,952.12",,,,"$125,087.81",,,,,,,,,"$54,787.79","$8,519.52","$30,738.23"
1,112672803,Hanover Public SD,York,"$25,290,523.00","$21,175,961.00","$202,144.00","$21,171.00","$1,329.00",,"$40,073.00",,"$40,073.00","$65,308.00",,,,,"$1,707,248.00",,"$301,865.00",,,,,,,,,,,,,,,"$625,486.00","$224,454.00",,"$44,601.00",,,,,"$346,477.00",,,,,,"$14,431.00","$21,050.00","$142,513.00",,,,"$77,809.00",,,"$3,052.00",,,,,,,,"$235,478.00"
1,112674403,Northeastern York SD,York,"$49,812,725.92","$38,905,172.72","$1,235,585.71","$39,418.11",,,"$71,236.30",,"$71,236.30","$125,739.40",,,,,"$3,414,651.81",,"$2,507,753.05",,,,,,,,,,,,,,,"$2,048,536.70","$311,490.04",,"$90,260.56",,,,,"$706,311.00",,,,,"$57,532.52",,"$41,320.01","$66,192.01","$11,474.04",,,"$46,894.20",,,"$5,330.00","$12,574.78",,,,"$14,054.50",$916.91,,"$29,045.25"
1,115674603,Northern York County SD,York,"$32,221,273.52","$24,355,978.47","$208,277.60","$26,574.21","$3,004.80",,"$66,568.00",,"$66,577.80",,,,,,"$5,096,427.72",,"$433,687.92","$11,636.00",,,,,,,,,,,,,,"$621,552.77","$133,900.83",,"$208,888.38","$3,142.02","$57,094.61",,,"$507,673.56",,,,,,,"$36,475.68","$8,000.00","$8,660.00",,,"$148,966.07",,,,,,,,,"$117,991.62",,"$100,195.46"
1,112675503,Red Lion Area SD,York,"$54,466,084.00","$44,666,344.00","$263,907.00","$46,651.00","$5,105.00",,,,,,,,,,"$4,878,459.00",,"$737,011.00",,,,,,,,,,,,,,,"$1,396,670.00","$612,900.00",,"$141,599.00",,,,,"$1,110,008.00",,,,,,,"$16,990.00",,"$23,352.00","$2,780.00","$1,723.00","$130,831.00",,,,,,,,,"$194,987.00",,"$236,767.00"
1,112676203,South Eastern SD,York,"$35,213,528.84","$29,095,504.82","$233,700.25","$29,900.08","$567,940.16",,,,,,"$46,226.00",,,,"$2,342,204.71",,"$475,319.97",,,,,,,,,,,,,,,"$1,139,483.35","$449,494.58",,"$42,407.68",,,,"$92,836.75","$519,096.19",,,,,,,"$20,202.00","$68,591.40","$13,501.30",,,"$10,255.88",,,,"$7,929.31",,,,,"$10,584.57",,"$48,349.84"
1,112676403,South Western SD,York,"$48,622,347.69","$40,655,889.25","$843,489.33","$39,551.33","$5,146.80",,,,,,,,,,"$3,980,905.72",,"$808,043.79",,,,,,,,,,,,,,,"$737,879.85","$326,276.35",,"$61,419.50",,,,"$191,928.86","$718,442.85",,,,,,,"$7,269.13",,"$33,750.00","$13,388.12",,"$43,141.02",,,,,,,,"$1,370.00",,,"$154,455.79"
1,112676503,Southern York County SD,York,"$38,640,022.49","$30,302,213.38","$370,868.85","$32,554.96",$317.03,,,,,,,,,,"$5,057,288.55",,"$587,802.99",,,,,,,,,,,,,,,"$775,629.42","$301,737.46",,"$126,281.50",,,,"$115,373.37","$714,043.57",,,,,,,"$59,215.97","$90,940.18",,$660.00,"$1,085.00","$25,192.25",,,,,,,,,"$39,461.81","$13,402.56","$25,953.64"
1,112676703,Spring Grove Area SD,York,"$47,035,313.01","$39,076,776.29","$322,194.26","$38,508.26",,,,,,,,,,,"$3,501,526.14",,"$882,505.18",,,,,,,,,,,,,,,"$1,142,127.55","$321,960.80",,"$50,838.10",,,,,"$649,913.00",,,,,,,"$46,337.00",,,,,"$869,526.54",,,"$15,388.00",,,,,,"$46,166.72",,"$71,545.17"
1,115219002,West Shore SD,York,"$89,392,376.69","$63,715,012.07","$161,845.32","$74,071.94","$14,849.26",,"$156,252.15",,"$310,013.65",,,,,,"$18,250,208.80",,"$1,652,448.24",,,,,,,,,,,,,,,"$1,991,970.11","$492,593.18",,"$175,848.25",,"$154,474.89","$17,866.18",,"$1,457,287.26",,,,,,,"$91,751.04","$41,781.54",,"$16,279.00",,"$393,562.57",,,,,,,,,"$41,033.41",,"$183,227.83"
1,112678503,West York Area SD,York,"$43,149,046.00","$35,508,664.00","$186,505.00","$36,410.00","$936,553.00",,,,,,,,,,"$3,013,463.00",,"$751,926.00",,,,,,,,,,,,,,,"$703,674.00","$436,081.00",,"$45,997.00",,,,,"$444,520.00",,,,,,"$202,327.00","$12,760.00","$82,276.00",,"$4,215.00",,"$7,648.00",,,,,,,,,"$97,313.00",,"$678,714.00"
1,112679002,York City SD,York,"$37,326,911.01","$28,338,892.28",,"$28,262.94","$172,195.00",,,,,,,,,,"$2,623,978.06",,"$609,854.37",,,,,,,,,,,,,,,"$2,311,804.82","$718,354.79",,"$23,319.00",,,,"$34,761.80","$1,660,230.00",,,,,,,"$456,022.80","$61,835.53","$10,125.00","$8,400.00",,"$168,806.64",,,,,,"$13,500.00",,,,,"$86,567.98"
1,112679403,York Suburban SD,York,"$49,190,301.71","$40,428,333.65","$372,960.29","$40,499.88","$150,000.00",,,,,,,,,,"$3,465,730.94",,"$682,094.83",,,,,,,,,,,,,,,"$1,151,122.55","$366,307.89",,"$83,610.20",,,,,"$497,477.05",,,,,,,"$41,068.75","$34,219.48",,-$375.00,,"$55,296.80",,,,,,,,"$158,795.96","$56,863.23",,"$1,606,295.21"
3,103020407,A W Beattie Career Center,Allegheny,"$8,332,285.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,010.62",,,,,,,,,,,,,,,"$30,238.39",,,"$121,178.23",,,"$7,772,789.00",,,,,,"$320,519.02","$38,500.00",,$50.00
3,103023807,Forbes Road CTC,Allegheny,"$4,446,234.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,216.28",,,,,,,,,,,,,,,,,,"$43,560.47",,,"$3,976,198.00","$388,095.19",,,,,,,,"$1,165.02"
3,103027307,Parkway West CTC,Allegheny,"$6,155,186.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,674.00",,"$94,722.00",,,,,,,,,,,,"$14,400.00","$35,896.00",,,"$15,470.00","$307,910.00",,"$5,636,436.00",,,,,,,"$10,429.00",,"$23,249.00"
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$4,089,844.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,288.42",,$999.85,,,,,,,,,,,,,,,,"$44,085.29",,,"$3,994,986.53","$38,724.00",,,$760.77,,,,,
3,128034607,Lenape Tech,Armstrong,"$6,620,718.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,736.56",,"$45,709.33",,"$37,000.00",,,,,,,,,,"$45,480.00",$400.00,"$1,860,584.91",,,,,"$4,605,613.72",,,,,,,,,"$13,193.64"
3,127041307,Beaver County CTC,Beaver,"$4,161,330.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,266.39",,"$24,863.51",,,,,,,,,,,,,"$2,775.00",,,"$25,097.75",,,"$4,030,086.01",,,,,,,"$6,242.02",,
3,108051307,Bedford County Technical Center,Bedford,"$1,319,107.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,912.66",,,,,,,,,,,,,,"$23,545.00",,,,"$8,547.10","$415,671.38",,"$862,012.22",,,,,,,,,$419.42
3,114060557,Berks CTC,Berks,"$14,380,297.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$87,770.68",,"$3,317.27",,,,,,,,,,,,"$13,945.50",,,,,"$21,638.42",,"$14,209,025.95",,,,,,"$19,137.92",,"$3,414.01","$22,047.86"
3,114067107,Reading Muhlenberg CTC,Berks,"$6,242,980.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,582.00",,"$67,081.58",,,,,,,,,,,,"$10,507.95","$74,543.64",,,,,,"$6,074,249.40",,,,,,,,,$15.92
3,108070607,Greater Altoona CTC,Blair,"$7,225,048.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,169.23",,,,,,,,,,,,,,"$30,401.04",,,,"$1,875,915.85","$35,522.01",,"$4,943,792.90",,,,"$6,708.00",,,,,"$314,539.10"
3,117080607,Northern Tier Career Center,Bradford,"$3,408,982.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,849.00",,,,,,,,,,,,,,"$28,000.00","$55,524.00",,,"$3,139.00",,,"$2,806,631.00","$493,633.00",,,,,,,,"$16,206.00"
3,122091457,Bucks County Technical High School,Bucks,"$22,027,526.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,172.00",,,,,"$54,050.00",,,,,,,,,,"$18,686.00",,,"$66,563.00","$4,766.00",,"$21,794,072.00","$15,217.00",,,,,,,,
3,122097007,Middle Bucks Institute of Technology,Bucks,"$10,054,236.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,819.41",,"$72,228.67",,,,,,,,,,,,"$3,810.00",,,,"$104,135.35",,,"$9,372,214.53",,,,,,,"$268,779.53",,"$231,248.75"
3,122099007,Upper Bucks County Technical School,Bucks,"$8,179,761.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,751.45",,"$4,018.15",,,,,,,,,,,,,"$45,222.96",$250.00,,"$55,895.00",,,"$8,017,894.00",,,,,,,"$17,999.84",,"$21,730.45"
3,104101307,Butler County AVTS,Butler,"$3,721,390.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,186.00",,,,,,,,,,,,"$5,400.00",,,"$1,370.00",,,"$19,273.00","$19,560.00",,"$3,637,671.00",,,,,,,"$14,487.00",,"$15,443.00"
3,108110307,Admiral Peary AVTS,Cambria,"$2,380,946.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,979.79",,"$16,974.57",,,,,,,,,,,,"$14,499.00",,,,"$7,460.00","$24,056.08",,"$2,284,801.76",,,,,,,"$1,702.50",,"$16,472.80"
3,108112607,Greater Johnstown CTC,Cambria,"$4,721,853.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,476.62",,"$247,430.64",,,,,,,,,,,,"$303,608.92","$10,118.58",,,"$1,593,868.89","$185,755.34",,"$2,334,081.15",,,$425.15,,,,,,"$17,088.23"
3,121131507,Carbon Career & Technical Institute,Carbon,"$6,492,419.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,800.00",,,,,,,,,,,,,"$42,419.00",,,,,,,,"$6,334,930.00",,,,,,,,,"$56,270.00"
3,110141607,Central PA Institute of Science & Technology,Centre,"$6,183,035.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$952.06,,,,,,,,,,,,,,,"$18,195.00",,,"$2,153,635.53",,,"$3,816,141.29",,,,,,,,,"$194,111.42"
3,124151607,Chester County Technical College HS,Chester,"$26,576,693.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,331.00",,"$286,430.00",,"$21,688.00",,,,,,,,,,"$385,096.00","$41,368.00",,,"$17,684.00","$1,292,931.00",,"$22,713,711.00",,,,,"$33,300.00","$1,725,293.00","$16,861.00",,
3,106161357,Clarion County Career Center,Clarion,"$1,778,723.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,793.80",,,,,,,,,,,,,,,,,,"$37,087.83",,,"$1,728,341.50",,,,,,,,,$500.00
3,110171607,Clearfield County CTC,Clearfield,"$4,338,009.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,722.60",,,,,,,,,,,,,,$966.50,,,,"$814,466.00",,,"$3,491,633.00",$663.00,,,,,,,,"$4,558.00"
3,116191757,Columbia-Montour AVTS,Columbia,"$7,534,073.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,050.00",,,,,,,,,,,,,,"$392,168.00",,,"$5,588.00","$131,504.00",,,"$6,936,717.00",$450.00,,,,,"$2,596.00",,,"$48,000.00"
3,105201407,Crawford County CTC,Crawford,"$4,713,860.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,226.69",,,,,,,,,,,,,,"$13,000.00",,,,"$439,842.63",,,"$4,239,772.99",,,,,,,,,"$12,018.02"
3,115211657,Cumberland Perry AVTS,Cumberland,"$6,745,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,492.62",,,,,,,,,,,,,,"$1,130.00",,"$38,236.26",,"$64,377.65",,,"$6,595,805.00",,,,,,,,,"$1,238.47"
3,115221607,Dauphin County Technical School,Dauphin,"$17,654,951.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,456.11",,,,,,,,,,,,,,"$21,240.00","$4,345.00","$435,522.27","$4,260.00","$141,955.00",,,"$16,065,421.35",,,,,,,,,"$948,751.75"
3,125232407,Delaware County Technical High School,Delaware,"$11,998,202.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$57,699.00",,,,,,,,,,,,,,,"$1,152,150.00",,,,,"$21,953.00","$9,209,094.00","$974,925.00","$146,469.00","$89,153.00",,"$321,590.00",,,,"$25,169.00"
3,105252807,Erie County Technical School,Erie,"$5,736,322.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,536.83",,,,,,,,,,,,,,"$16,517.00",,,,"$505,250.00",,,"$5,104,078.95",,,,,,,,,"$72,939.64"
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$2,946,038.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$819.49,,,,,,,,,,,,,,,"$8,134.77",,,,,,"$2,900,475.23",,,,,,,,,"$36,609.25"
3,101262507,Fayette County Career & Technical Institute,Fayette,"$4,584,478.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,931.70",,"$21,129.54",,,,,,,,,,"$19,762.00","$16,088.06","$4,784.00","$39,940.02",,,"$89,022.67",,,"$4,295,398.01","$12,003.00",,,,,,"$81,419.13",,
3,112282307,Franklin County CTC,Franklin,"$6,558,612.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,806.54",,,,,,,,,,,,,,"$32,810.00","$9,900.00",,,"$212,240.69",,,"$6,272,314.98",,,,,,,,,"$16,539.90"
3,111292507,Fulton County Center for Career and Technology,Fulton,"$771,290.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,142.00",,,,,,,,,,,,,,,,,,,,,"$683,388.00",,,"$78,181.00",,,,,,"$7,579.00"
3,101302607,Greene County CTC,Greene,"$2,375,624.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,600.01",,,,,,,,,,,,,"$59,136.30",,,"$128,947.08","$6,199.85",,"$2,092,347.82",,,,,,,,,"$69,393.30"
3,111312607,Huntingdon County CTC,Huntingdon,"$1,894,171.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$649.49,,,,,,,,,,,,,,$630.00,,,,,,,"$1,838,997.96","$48,682.20",,,,,,"$2,963.08",,"$2,249.03"
3,128324207,Indiana County Technology Center,Indiana,"$4,585,278.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,298.69",,"$10,219.75",,,"$3,603.22",,,,,,,"$10,953.24",,"$150,156.46","$12,342.29",,,"$834,979.46",,,"$3,523,294.65",,,,$320.00,,,$264.95,,"$25,845.40"
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$5,961,723.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,681.66",,,,$500.00,,"$11,339.66",,,,,,,,,"$5,000.00",,,"$154,289.06","$4,155.52",,"$5,725,824.47",,,,,,"$2,928.10","$9,187.45","$3,665.92","$39,151.35"
3,119354207,CTC of Lackawanna County,Lackawanna,"$4,773,825.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,527.00",,,,,,,,,,,,,,"$1,000.00",,,,"$60,179.00",,,"$4,404,880.00",,,,,,,"$243,801.00",,"$55,438.00"
3,113363807,Lancaster County CTC,Lancaster,"$18,627,375.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$92,598.61",,"$74,041.26",,,"$41,913.90",,,,,,,"$60,000.00",,"$72,601.00","$226,317.30",,,"$1,693,568.18",,,"$16,060,743.00",,,,"$133,205.38","$92,518.44",,"$61,315.70",$317.59,"$18,234.91"
3,104374207,Lawrence County CTC,Lawrence,"$5,141,556.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$223.00,,,,,,,,,,,,,,"$28,460.00",,,,,,,"$5,082,911.00",,,,,,,$878.00,,"$29,084.00"
3,113384307,Lebanon County CTC,Lebanon,"$5,574,599.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,533.00",,"$63,424.82",,,,,,,,,,,,,"$5,150.00","$47,260.64",,"$359,210.88",,,"$5,051,216.11",,,,,,,"$8,744.66",,"$6,059.42"
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$23,695,070.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,364.28",,,,,,,,,,,,"$80,813.22",,"$37,319.00","$45,492.20","$1,213,103.12",,,"$64,650.54",,"$21,616,659.21","$38,693.42",,,,,,,,"$486,975.47"
3,118408707,West Side CTC,Luzerne,"$5,332,076.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,297.70",,,,,,,,,,,,,"$7,800.00",,"$20,875.00",,,,"$20,262.06",,"$5,246,418.10",,,,,,,,,"$22,423.73"
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$7,937,279.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,439.57",,,,,,"$56,830.00",,,,,,,,,,,,"$29,390.00","$713,328.26",,"$7,026,117.00",,,,,,,,,"$107,175.02"
3,117414807,Lycoming CTC,Lycoming,"$1,334,667.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,978.26",,,,,,,,,,,,,,,,,,"$5,590.00",,,"$1,318,098.94",,,,,,,,,
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$1,563,951.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,992.27",,,,,,,,,,,,,,,"$103,587.66",,,"$3,807.66","$36,205.75",,"$1,403,469.55",,,,,,,,$313.81,"$1,574.50"
3,104435107,Mercer County Career Center,Mercer,"$4,401,713.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,857.00",,,,,,,,,,,,,,,,"$690,523.00",,"$187,827.00",,,"$3,460,579.00",,,,,,,,,"$24,927.00"
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$3,029,698.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,028.00",,,,,,,,,,,,,,"$1,400.00",,,,"$521,199.00","$584,793.00",,"$1,904,745.00",,,,,,,,,"$11,533.00"
3,120454507,Monroe Career & Tech Inst,Monroe,"$8,062,240.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,174.45",,,,,,,,,,,,,,,,"$16,117.20",,"$110,557.50",,,"$7,764,679.09","$32,970.02",,,,,,,,"$93,742.15"
3,123460957,Central Montco Technical High School,Montgomery,"$8,020,292.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,811.59",,$290.00,,,,,,,,,,,,"$12,920.00","$29,256.83",,,"$35,731.00",,,"$7,910,922.81",,,,,,"$18,026.51",,$333.39,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$7,632,631.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$110,376.54",,"$26,666.65",,,,,,,,,,,,,"$7,500.00",,"$37,325.00","$96,995.40","$29,908.00",,"$7,095,287.25","$215,269.93",,,,,,"$2,063.98",,"$11,238.37"
3,123465507,North Montco Tech Career Center,Montgomery,"$10,716,492.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,779.00",,,,,,,,,,,,,,,,,,"$612,082.00","$4,455.00",,"$9,970,715.00",,,,,"$61,835.00",,,"$9,634.00","$20,992.00"
3,123469007,Western Montgomery CTC,Montgomery,"$5,319,221.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,294.32",,,,,,,,,,,,,,"$7,072.00",,,,"$10,024.50",,,"$5,280,295.80","$12,535.00",,,,,,,,
3,120481107,Bethlehem AVTS,Northampton,"$9,757,451.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,441.64",,,,,,,,,,,,,,$150.00,"$2,000.00",,,,,,"$9,707,875.39",,,,,,"$32,203.12","$5,109.42",,"$5,671.70"
3,120483007,Career Institute of Technology,Northampton,"$7,604,004.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,479.06",,"$21,070.92",,,,,,,,,,,,$75.00,"$24,342.66",,,,"$26,124.80",,"$7,382,215.99",,,,,,"$141,850.15",$60.87,$923.54,"$1,861.95"
3,116495207,Northumberland County CTC,Northumberland,"$1,396,837.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,552.38",,,,,,,,,,,,,,"$26,400.00","$8,012.22",,,,,,"$1,357,909.30",,,,,,,,,$963.88
3,126514007,Philadelphia AVTS,Philadelphia,"$20,127,707.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,127,707.00",,,,,,,,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$5,649,916.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,034.41",,,,,,,,,,,,"$50,000.00",,,,,,,"$18,000.00",,"$5,534,225.82",,,,,,"$9,542.87",,,"$1,113.70"
3,108567807,Somerset County Technology Center,Somerset,"$3,811,963.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,901.60",,,,,"$20,000.00",,,,,,,,,,,,,"$62,362.39","$25,584.43",,"$3,613,939.71","$67,651.25",,,,,,$9.00,,"$5,514.94"
3,119584707,Susquehanna County CTC,Susquehanna,"$4,124,960.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,669.19",,,,,,,,,,,,"$72,945.78",,"$6,912.20","$10,500.00",,,"$130,221.59",,,"$3,485,453.54",,"$408,013.83",,,,,"$2,671.49",,"$1,572.95"
3,116606707,SUN Area Technical Institute,Union,"$5,991,266.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,961.68",,,,,,,,,,,,,,"$2,585.00","$7,500.00",,,"$8,732.68","$251,964.00",,"$5,680,755.00",,,,,,,,,"$28,767.96"
3,106619107,Venango Technology Center,Venango,"$5,452,943.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,616.65",,,,,,"$252,389.51",,,,,,,,"$43,595.84","$4,613.62",,,"$919,086.08",,,"$4,089,568.99",,,,,,,,,"$126,072.87"
3,101634207,Mon Valley CTC,Washington,"$2,537,813.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,346.26",,,,,,,,,,,,,,,"$6,209.98",,,,,,"$2,331,109.00","$182,059.10",,,,,,"$16,089.06",,
3,101638907,Western Area CTC,Washington,"$3,630,504.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,620.30",,"$68,770.68",,,,"$29,101.60",,,,,,,,"$18,675.00","$6,134.00",,,"$299,294.25","$34,828.76",,"$3,123,582.75",,,,,,,"$22,440.08",,"$1,057.08"
3,107651207,Central Westmoreland CTC,Westmoreland,"$6,242,763.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$84.84,,,,,,,,,,,,"$8,787.56",,,,,,"$222,499.89",,,"$5,983,041.71",,,,,,,,,"$28,349.38"
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$2,990,893.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,294.87",,,,,$500.00,,,,,,,"$1,035.00",,,"$47,162.77",,,"$17,486.32",,,"$2,917,556.00",,,,,,,,,"$1,858.63"
3,107656407,Northern Westmoreland CTC,Westmoreland,"$2,279,625.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,990.78",,,,,,,,,,,,,,,,,,"$40,342.10","$6,049.35",,"$2,214,504.06",,,,,,,$950.56,,"$8,789.09"
3,112679107,York Co School of Technology,York,"$22,361,122.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,114.03",,"$17,839.91",,,,,,,,,,,,"$1,600.00","$22,747.08",,,"$2,866,606.87","$1,950.00",,"$19,311,508.19",,,,,,"$13,880.31",,,"$85,876.29"
4,197010542,Gettysburg Montessori CS,Adams,"$3,551,961.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,300.00",,"$17,680.00",,,,,,,,,,,,,,,,,"$3,512,320.00",,,,,,,,,,,"$17,661.00"
4,141019741,Vida CS,Adams,"$3,435,040.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,346.00",,"$3,347.00",,,,,,,,,,,,,"$16,546.00",,,,"$3,348,756.00",,,,,,,,,,,"$64,045.00"
4,102020001,City CHS,Allegheny,"$11,749,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,032.00",,,,,,,"$130,456.00",,,,,,,,"$66,500.00",,,,"$11,385,063.00",,,,,,,,,,,"$112,393.00"
