Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,112676403,South Western SD,York,"$42,479,332.30","$35,853,474.28","$342,824.24","$42,406.64","$3,088.08",,,,,,,,,,"$3,543,879.51",,"$789,958.80",,,,,,,,,,,,,,,"$687,745.46","$129,332.12",,"$61,932.78",,,,"$8,661.52","$811,656.39",,,,,,,"$14,967.13","$1,000.00","$32,850.00","$17,750.00",,"$47,852.38",,,,,,,,"$1,530.00",,,"$88,422.97"
1,112676503,Southern York County SD,York,"$35,881,526.12","$28,309,462.36","$338,029.56","$36,819.66",$100.19,,,,,,,,,,"$4,877,680.45",,"$536,600.82",,,,,,,,,,,,,,,"$413,747.57","$78,437.88",,"$127,688.51",,,,"$3,943.00","$773,072.37",,,,,,,"$63,717.97","$105,203.76",,"$13,812.00","$6,487.00","$34,895.97",,,"$3,900.00","$15,374.38",,,,,"$90,143.58","$16,972.59","$35,436.50"
1,112676703,Spring Grove Area SD,York,"$41,240,362.91","$34,704,039.56","$192,834.37","$42,110.16",,,,,,,,,,,"$3,309,416.21",,"$523,160.29",,,,,,,,,,,,,,,"$1,312,632.49","$90,770.61",,"$70,949.75","$600,623.00",,,"$5,213.26","$9,702.00",,,,,,,"$55,775.42","$6,366.65",,,,"$70,142.54",,,"$24,806.75",,,,,,"$138,694.00",,"$83,125.85"
1,115219002,West Shore SD,York,"$80,557,336.93","$57,244,944.87","$116,561.69","$77,785.44","$6,719.02",,"$160,344.48",,"$333,941.73",,,,,,"$16,428,128.53",,"$1,791,503.28",,,,,,,,,,,,,,,"$1,854,080.46","$44,153.79",,"$256,027.55",,"$93,419.34",,,"$1,509,758.43",,,,,,,"$137,933.00","$49,275.00",,"$2,160.00",,"$260,312.24",,,,,,,,,"$4,052.63","$3,740.00","$182,495.45"
1,112678503,West York Area SD,York,"$39,791,546.00","$33,788,782.00","$302,204.00","$39,593.00","$39,875.00",,,,,,,,,,"$2,712,394.00",,"$435,596.00",,,,,,,,,,,,,,,"$765,205.00","$110,794.00",,"$53,257.00","$11,792.00",,,,"$510,913.00",,,,,,,"$36,487.00","$88,504.00",$650.00,,"$6,998.00","$87,000.00",,,,,,,,,"$134,760.00",,"$666,742.00"
1,112679002,York City SD,York,"$36,490,800.04","$26,935,264.37",,"$33,607.88","$146,472.31",,,,,,,,,,"$2,796,593.56",,"$279,522.37",,,,,,,,,,,,,,,"$3,314,473.61","$424,425.19",,"$49,336.26",,,,"$16,914.64","$1,738,615.00",,,,,,,"$385,439.15","$20,657.16",,"$1,403.00",,,,,,,,,,,,"$160,954.93","$187,120.61"
1,112679403,York Suburban SD,York,"$44,137,051.75","$38,165,380.53","$178,937.64","$46,630.84","$103,497.37",,,,,,,,,,"$3,257,969.87",,"$674,660.06",,,,,,,,,,,,,,,"$718,276.00","$104,166.46",,"$87,548.33",,,,,"$456,388.00",,,,"$1,041.00",,,"$28,811.50","$43,308.05",$100.00,"$3,100.00",,"$87,678.23",,,,,,,,"$65,250.00","$12,623.18",,"$101,684.69"
3,103020407,A W Beattie Career Center,Allegheny,"$7,300,334.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,962.00",,,,,,,,,,,,,,,"$4,758.00",,,"$61,467.00",,,"$6,946,506.00",,,,,,"$278,641.00",,,
3,103023807,Forbes Road CTC,Allegheny,"$5,080,783.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,065.49",,,,,,,,,,,,,,"$1,480.00","$51,627.06",,,"$60,893.95",,,"$4,776,623.01","$171,759.94",,,,,,,,"$16,334.04"
3,103027307,Parkway West CTC,Allegheny,"$5,271,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,585.00",,"$104,058.00",,,,,,,,,,,,"$1,796.00","$4,150.00",,,"$9,500.00","$132,499.00",,"$4,989,371.00",,,,,,,,,"$24,641.00"
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$4,736,954.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,110.30",,,,,,,,,,,,,,"$18,580.00","$35,000.00",,,"$110,101.00",,,"$4,526,888.65","$8,602.00",,,"$6,770.34","$17,602.62",,"$11,299.71",,
3,128034607,Lenape Tech,Armstrong,"$6,286,950.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,262.84",,"$51,857.65",,"$34,687.50",,,,,,,,,,$30.00,,"$1,327,868.56",,,,,"$4,857,487.45",,,,,,,,,"$13,756.24"
3,127041307,Beaver County CTC,Beaver,"$4,268,109.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,471.06",,"$51,262.21",,,,,,,,,,,,,,,,"$60,472.56",,,"$4,138,633.52",,,,,,,$269.84,,
3,108051307,Bedford County Technical Center,Bedford,"$1,237,951.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,332.20",,,,,,,,,,,,,,"$22,789.30",,,,"$14,131.12","$453,134.42",,"$745,388.38",,,,,,,,,$176.50
3,114060557,Berks CTC,Berks,"$13,207,906.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,020.84",,"$2,287.43",,,,,,,,,,,,"$12,673.50","$4,500.00",,,,"$18,425.82",,"$13,107,282.45",,,,,,"$15,273.63","$10,208.21","$7,778.48","$18,456.51"
3,114067107,Reading Muhlenberg CTC,Berks,"$6,756,271.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,429.64",,"$121,180.31",,,,,,,,,,,"$30,999.44","$17,860.73","$23,660.00",,,,,,"$6,557,702.21",,,,,,,,,"$1,438.99"
3,108070607,Greater Altoona CTC,Blair,"$5,906,690.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,470.21",,,,,,,,,,,,,,"$32,616.04",,,,"$1,736,995.38","$25,416.78",,"$3,779,818.37",,,"$5,101.57",,,"$10,853.01",,,"$312,419.53"
3,117080607,Northern Tier Career Center,Bradford,"$3,284,147.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,350.99",,,,,,,,,,,,,,"$21,903.25",,"$14,620.00",,,"$5,400.00",,"$2,764,594.12","$381,597.26",,,,,,,,"$94,681.80"
3,122091457,Bucks County Technical High School,Bucks,"$19,948,377.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,022.00",,,,,,,,,,,,,,,,,,"$117,713.00","$4,814.00",,"$19,801,777.00","$6,051.00",,,,,,,,
3,122097007,Middle Bucks Institute of Technology,Bucks,"$8,976,151.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,163.90",,"$87,205.96",,,,,,,,,,,,"$6,851.00","$1,109.05","$9,408.13",,"$173,990.75",,,"$8,586,255.96",,,,,,,"$5,080.30",,"$105,086.58"
3,122099007,Upper Bucks County Technical School,Bucks,"$8,188,742.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,049.48",,"$10,485.82",,,,,,,,,,,,,"$5,044.70","$1,026.00",,"$42,380.00",,,"$8,107,520.14",,,,,,,"$6,120.07",,"$3,116.50"
3,104101307,Butler County AVTS,Butler,"$3,497,554.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$728.00,,,,,,,,,,,,"$1,929.00",,,"$1,000.00",,,"$18,306.00","$6,070.00",,"$3,464,185.00",,,,,,,"$2,236.00",,"$3,100.00"
3,108110307,Admiral Peary AVTS,Cambria,"$2,242,215.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,065.75",,,,,,,,,,,,,,"$14,499.00",,,,"$9,391.00","$28,956.10",,"$2,068,928.64",,,,$130.00,,,"$7,705.00",,"$109,540.25"
3,108112607,Greater Johnstown CTC,Cambria,"$4,714,109.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,443.42",,,,,,,,,,,,,,"$360,431.21","$22,030.00",,,"$1,731,023.89","$118,845.12",,"$2,197,560.31",,,$319.44,,,,"$16,340.41",,"$255,115.28"
3,121131507,Carbon Career & Technical Institute,Carbon,"$6,498,323.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,268.00",,,,,,,,,,,,,,,,,,,,,"$6,334,930.00",,,,,,,,,"$147,125.00"
3,110141607,Central PA Institute of Science & Technology,Centre,"$6,599,093.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,497.05",,,,,,,,,,,,,,"$19,687.00",,,,"$2,572,221.58",,,"$3,893,739.15",,,,,,,,,"$109,949.14"
3,124151607,Chester County Technical College HS,Chester,"$25,607,658.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,385.00",,"$327,925.00",,"$22,293.00",,,,,,,,,,"$232,915.00","$36,962.00",,,"$254,542.00","$1,000,698.00",,"$22,046,539.00",,,,,"$7,551.00","$1,661,848.00",,,
3,106161357,Clarion County Career Center,Clarion,"$2,072,209.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,006.21",,,,,,,,,,,,,,,,,,"$141,039.06",,,"$1,863,144.44",,,,,,,,,"$65,020.24"
3,110171607,Clearfield County CTC,Clearfield,"$4,043,820.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,920.58",,,,,,,,,,,,,,$840.48,,,,,,,"$3,529,273.00","$508,786.00",,,,,,,,
3,116191757,Columbia-Montour AVTS,Columbia,"$6,709,961.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,048.00",,,,,,,,,,,,,,"$396,308.00","$89,477.00",,"$15,205.00","$64,618.00",,,"$6,107,980.00","$7,300.00",,,,,,,,"$22,025.00"
3,105201407,Crawford County CTC,Crawford,"$4,063,738.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,964.91",,,,,,,,,,,,,,,"$15,600.00",,"$12,234.00","$380,669.00",,"$10,975.00","$3,639,745.46",$550.00,,,,,,,,
3,115211657,Cumberland Perry AVTS,Cumberland,"$6,088,475.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,473.27",,,,,,,,,,,,,,,,"$15,644.00",,"$7,895.00",,,"$6,050,228.00",,,,,,,,,"$1,235.13"
3,115221607,Dauphin County Technical School,Dauphin,"$14,167,185.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,254.34",,,,,,,,,,,,,,"$11,842.00","$1,200.00","$4,267,670.78","$6,430.00","$140,605.00",,,"$8,692,859.60",,,,,,,,,"$1,017,323.60"
3,125232407,Delaware County Technical High School,Delaware,"$11,279,643.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,845.00",,,,,,,,,,,,,,"$13,184.00","$1,083,579.00",,,"$44,553.00",,"$38,423.00","$8,897,370.00","$924,304.00","$81,416.00",,"$148,419.00","$15,570.00",,,,"$8,980.00"
3,105252807,Erie County Technical School,Erie,"$5,194,879.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,571.37",,,,,,,,,,,,,,"$20,458.00",,,,"$560,319.62",,,"$4,511,632.66",,,,"$10,325.44",,,,,"$87,572.44"
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$2,791,092.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$460.94,,,,,,,,,,,,,,,,,,,,,"$2,776,483.54",,,,,,,,"$3,648.00","$10,499.85"
3,101262507,Fayette County Career & Technical Institute,Fayette,"$4,374,710.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,107.40",,"$25,835.24",,,,,,,,,,"$16,908.43","$6,567.32","$6,284.00","$65,023.16",,,"$61,202.45","$1,903.28",,"$4,107,923.88","$26,993.72",,,,,,"$4,930.85",,"$50,030.83"
3,112282307,Franklin County CTC,Franklin,"$6,270,019.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,453.47",,,,,,,,,,,,,,"$49,060.00",,,,"$182,408.64","$75,647.00",,"$5,920,921.93",,,,,,,,,"$38,528.62"
3,111292507,Fulton County AVTS,Fulton,"$637,641.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,207.00",,,,,,,,,,,,,,,,,,,,,"$569,338.00",,,"$66,751.00",,,,,,$345.00
3,101302607,Greene County CTC,Greene,"$2,468,746.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,002.43",,,"$124,053.73",,,"$2,255,234.32",,,,,,,"$8,402.98",,"$71,053.39"
3,111312607,Huntingdon County CTC,Huntingdon,"$1,987,851.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$335.05,,,,,,,,,,,,,,$595.00,,,,,,,"$1,916,256.90","$51,439.08",,,,,,,,"$19,225.63"
3,128324207,Indiana County Technology Center,Indiana,"$4,086,258.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,184.51",,"$20,385.21",$692.26,,,,,,,,,,,,"$24,922.12",,,"$114,453.94",,,"$3,166,284.49","$730,610.45",,,"$8,132.90",,,"$16,060.70",,"$2,532.41"
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$6,087,137.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,712.37",,,,,,"$17,188.50",,,,,,,,$463.10,"$13,319.33",,"$6,865.00","$225,642.78","-$2,678.62",,"$5,768,476.84",,,,,,,"$6,053.34",$976.11,"$49,119.13"
3,119354207,CTC of Lackawanna County,Lackawanna,"$4,528,617.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,001.00",,,,,,,,,,,,,,"$3,000.00",,,,"$120,474.00",,,"$3,988,474.00",,,,,,,"$341,895.00",,"$71,773.00"
3,113363807,Lancaster County CTC,Lancaster,"$17,773,545.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,182.22",,"$111,416.42",,,"$181,973.37",,,,,,,"$106,026.67","$35,270.19","$74,400.00","$86,575.62",,,"$2,839,286.54",,,"$13,993,326.69",,,"$10,000.00","$154,020.00","$98,863.26",,"$36,792.00","$1,483.30","$5,929.37"
3,104374207,Lawrence County CTC,Lawrence,"$5,097,451.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$488.24,,,,,,,,,,,,,,"$52,103.50","$48,071.00",,,,,,"$4,902,559.79",,,,,,,"$92,343.40",,"$1,885.93"
3,113384307,Lebanon County CTC,Lebanon,"$5,561,380.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,768.89",,"$68,086.14",,,,,,,,,,,,,,"$55,558.55",,"$286,728.47",,,"$5,136,797.66",,,,,,,,,"$3,440.70"
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$23,245,857.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,491.31",,,,,,,,,,,,"$38,514.99",,"$33,970.00","$93,641.42","$1,763,759.05",,"$2,725.00","$62,210.57",,"$20,702,325.91","$34,361.57",,,,,,"$23,816.87",,"$454,040.51"
3,118408707,West Side CTC,Luzerne,"$5,295,678.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$819.19,,,,,,,,,,,,,"$9,100.00",,,,,"$2,770.00",,,"$5,262,819.41",,,,,,,,,"$20,170.00"
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$7,664,316.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,450.47",,,,,,"$52,805.11",,,,,,,,,,,,"$8,000.00","$908,101.60",,"$6,600,759.00",,,,,,,,,"$93,199.86"
3,117414807,Lycoming CTC,Lycoming,"$1,337,798.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,387.09",,,,,,,,,,,,,,,$950.00,,,"$2,934.00",,,"$1,328,337.47",,,,,,,,,"$2,189.65"
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$1,497,997.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,449.87",,,,,,,,,,,,,,"$1,500.00","$37,000.00",,,"$1,742.91","$32,401.21",,"$1,415,813.22",,,,,,,,$622.10,"$5,467.72"
3,104435107,Mercer County Career Center,Mercer,"$4,370,060.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,360.70",,,,,,,,,,,,,,,,"$579,754.44",,"$206,205.90",,,"$3,573,354.00",,,,,,,,,"$2,385.90"
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$2,548,948.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,437.22",,,,,,,,,,,,,,"$1,505.88",,,,"$422,793.69","$439,065.56",,"$1,669,440.00",,,,,,,,,"$14,706.02"
3,120454507,Monroe Career & Tech Inst,Monroe,"$7,826,976.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,659.51",,,,,,,,,,,,,,,,"$18,083.79",,"$162,624.37",,,"$7,477,412.05","$35,679.89",,,,,,"$9,070.01",,"$107,446.52"
3,123460957,Central Montco Technical High School,Montgomery,"$7,464,023.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,438.74",,"$97,253.63",,,,,,,,,,,,,,,,,"$387,200.48",,"$6,975,130.85",,,,,,,,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$7,155,454.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,777.42",,"$44,806.79",,,"$9,524.00",,,,,,,,,$612.50,"$5,470.00",,"$1,225.00","$330,030.08","$14,289.00",,"$6,668,149.00",,,,,,,"$23,695.26",,"$33,875.74"
3,123465507,North Montco Tech Career Center,Montgomery,"$10,416,545.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,904.02",,,,,,,,,,,,,,,,,,"$713,356.65","$27,089.42",,"$9,561,301.26",,,,,"$73,413.05",,"$22,277.50","$2,691.84","$6,512.13"
3,123469007,Western Montgomery CTC,Montgomery,"$4,677,990.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,381.74",,,,,,,,,,,,,,"$10,209.00",,,,"$9,574.00","$10,535.98",,"$4,624,016.00","$15,100.00",,,,,,"$7,174.00",,
3,120481107,Bethlehem AVTS,Northampton,"$9,334,098.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,284.82",,$561.50,,,,,,,,,,,,$822.50,,,,,"$64,373.88",,"$9,252,552.98",,,,,,$539.11,"$8,639.58",,"$5,324.18"
3,120483007,Career Institute of Technology,Northampton,"$7,047,604.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,476.36",,"$57,382.07",,$596.50,,,,,,,,,,,"$4,700.00",,,,"$72,657.81",,"$6,647,210.69","$97,585.60",,,,,"$165,706.98",,,$288.29
3,116495207,Northumberland County CTC,Northumberland,"$1,576,119.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-$460.00,,,,,,,,,,,,,,"$24,688.50","$4,574.86",,,"-$8,154.36",,,"$1,550,826.21",,,,,,,,,"$4,643.82"
3,126514007,Philadelphia AVTS,Philadelphia,"$22,698,970.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,950.00",,,,,,,"$22,670,623.00",,,,,,,"$4,397.05",,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$5,922,469.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,457.74",,,,,,,,,,,,,,,"$4,900.00",,,"$9,219.00",,,"$5,870,391.00",,,,"$27,883.47",,"$2,857.32",,,"-$1,239.43"
3,108567807,Somerset County Technology Center,Somerset,"$4,011,319.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,920.52",,,,,,,,,,,,,,,"$1,000.00",,,"$8,823.21","$31,240.00",,"$3,726,978.46","$134,206.08",,,,,,"$5,484.09",,"$95,666.99"
3,119584707,Susquehanna County CTC,Susquehanna,"$3,821,853.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,604.81",,,,,,,,,,,,,,"$13,646.59","$9,000.00","$19,187.50",,"$214,986.41",,,"$3,139,682.22",,"$422,554.78",,,,,,,$191.33
3,116606707,SUN Area Technical Institute,Union,"$5,416,262.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,298.20",,,,,,,,,,,,,,"$5,465.00","$4,553.28",,,"$36,532.77","$171,971.80",,"$5,170,239.72",,,,,,,,,"$26,201.97"
3,106619107,Venango Technology Center,Venango,"$4,987,888.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,149.77",,,,,,,,,,,,"$15,483.10","$16,403.74",,,"$700,518.75",,,"$4,152,333.05",,,,,,,,,
3,101634207,Mon Valley CTC,Washington,"$2,581,596.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$823.06,,,,,,,,,,,,,,"$11,800.00","$27,500.00",,,"$41,070.25","$109,050.46",,"$2,372,482.00",,,,,,,"$18,870.82",,
3,101638907,Western Area CTC,Washington,"$3,480,753.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,240.84",,"$99,596.53",,,,"$19,472.00",,,,,,"$20,250.79",,"$10,000.00",,,,"$535,195.23","$12,495.60",,"$2,739,543.22",,,,,,,"$29,135.85",,"$3,823.23"
3,107651207,Central Westmoreland CTC,Westmoreland,"$6,153,368.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,455.00",,,,,,,,,,,,,,,,,,"$275,752.00",,,"$5,849,040.00",,,,,,,,,"$25,121.00"
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$3,179,711.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,808.00",,,,,,,,,,,,,"$32,172.45",,"$307,290.55",,,"$6,971.47",,,"$2,788,961.00",,,,,,,,,"$42,508.00"
3,107656407,Northern Westmoreland CTC,Westmoreland,"$2,514,565.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$829.44,,,,,,,,,,,,,,,$500.00,,,"$60,618.35","$5,870.91",,"$2,437,389.89","$2,000.00",,,,,,"$1,787.09",,"$5,569.90"
3,112679107,York Co School of Technology,York,"$21,172,386.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,630.37",,"$14,319.88",,,,,,,,,,,,"$14,675.00","$339,918.06",,"$16,950.00","$2,403,255.58",,,"$18,250,065.80",,,,,,"$8,853.57",,,"$108,718.53"
4,197010542,Gettysburg Montessori Charter School,Adams,"$2,325,338.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$655.00,,"$19,587.00",,,,,,,,,,,,,,,,,"$2,296,137.00",,,,,,,,,,,"$8,959.00"
4,141019741,Vida Charter School,Adams,"$2,966,033.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$443.00,,"$1,930.00",,,,,,,,,,,,,,,,,"$2,948,996.00",,,,,,,,,,,"$14,664.00"
4,102020003,Academy CS,Allegheny,"$2,527,662.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,200.00",,,,,,,,"$1,800.00",,,,"$2,449,662.00",,,,,,,,,,,
4,102020001,City CHS,Allegheny,"$10,429,117.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,439.00",,,,,,,"$101,973.00",,,,,,,,"$72,000.00",,,,"$10,143,787.00",,,,,,,,,"$6,333.00",,"$86,585.00"
4,199025446,Environmental Charter School at Frick Park,Allegheny,"$10,895,962.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$393.00,,"$93,929.00",,,,,"$126,585.00",,,,,,,,"$50,804.00",,,,"$10,495,444.00",,,,,,,,,,,"$128,807.00"
4,102023217,Hill House Passport Academy Charter School,Allegheny,"$2,911,753.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000.00",,,,"$2,836,726.00",,,,,,,,,,,$27.00
4,102023030,Manchester Academic CS,Allegheny,"$5,606,965.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,795.00","$15,903.00","$37,362.00",,,,,,,,,,,,,"$302,221.00",,,,"$5,246,668.00",,,,,,,,,,,$16.00
4,103022481,Penn Hills Charter School of Entrepreneurship,Allegheny,"$5,218,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,234.00",,,,"$5,207,615.00",,,,,,,,,,,"$9,730.00"
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$8,752,048.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,751,302.00",,,,,,,,,,,$746.00
4,103024952,Propel CS - Hazelwood,Allegheny,"$4,645,802.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,519.00",,,,,$113.00,,"$2,880.00","$51,869.00",,,,"$4,552,421.00",,,,,,,,,,,
4,160028259,Propel CS-Braddock Hills,Allegheny,"$13,805,274.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$874.00,,"$5,956.00",,,,"$15,212.00","$156,483.00",,,,,"$12,833.00",,$70.00,"$180,952.00",,,,"$13,421,184.00",,,,,,,,,"$11,544.00",,$166.00
4,103020005,Propel CS-East,Allegheny,"$5,203,474.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,827.00",,,,,,,"$62,593.00",,,,,"$2,000.00",,$50.00,"$26,489.00",,,,"$5,083,679.00",,,,,,,,,"$12,707.00",,$129.00
