Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,112675503,Red Lion Area SD,York,"$54,288,171.00","$44,897,687.00","$154,799.00","$50,701.00","$4,007.00",,,,,,,,,,"$4,839,628.00",,"$876,704.00",,,,,,,,,,,,,,,"$1,314,438.00","$39,073.00",,"$4,221.00",,,,"$1,147,267.00","$50,000.00",,,,,"$9,365.00",,"$11,651.00","$35,470.00","$2,784.00","$169,715.00",,,,,,,,,"$225,609.00",,"$455,052.00"
1,112676203,South Eastern SD,York,"$35,885,305.78","$29,265,095.36","$207,218.81","$32,623.53","$577,857.03",,,,,,"$43,363.27",,,,"$2,761,604.35",,"$586,852.43",,,,,,,,,,,,,,,"$1,648,380.91","$32,260.98",,"$20,944.52",,,,"$53,142.29","$558,446.59",,,,,"$18,652.00","$43,815.14","$14,859.71",,,"$2,436.54",,,,$478.35,,,,,$16.59,,"$17,257.38"
1,112676403,South Western SD,York,"$49,402,679.65","$41,779,044.93","$470,863.49","$44,111.07","$5,146.80",,,,,,,,,,"$4,133,471.12",,"$1,186,871.17",,,,,,,,,,,,,,,"$724,981.87","$25,131.90",,$527.47,,,,"$131,984.85","$738,172.25",,,,,"$1,885.00",,"$36,127.00","$2,775.00",,"$41,438.65",,,,,,,,$70.00,,,"$80,077.08"
1,112676503,Southern York County SD,York,"$38,929,597.16","$30,458,502.79","$542,834.73","$35,827.78",,,,,,,,,,,"$5,257,716.76",,"$727,416.78",,,,,,,,,,,,,,,"$821,045.62","$22,571.26",,"$66,869.99",,,,"$77,167.72","$741,485.68",,"$50,000.00",,,"$37,656.67","$49,943.00",,,,"$28,527.54",,,,,,,,,,"$3,600.46","$8,430.38"
1,112676703,Spring Grove Area SD,York,"$48,368,765.60","$39,399,060.55","$284,712.43","$41,006.80",,,,,,,,,,,"$3,631,424.26",,"$1,016,407.19",,,,,,,,,,,,,,,"$2,120,790.20","$194,200.72",,,,,,,"$645,936.00",,,,,"$33,377.00",$30.62,,,,"$629,287.73",,,"$5,925.00",,,,,,"$109,038.27",,"$257,568.83"
1,115219002,West Shore SD,York,"$91,730,306.12","$66,388,552.36","$92,113.29","$81,896.94","$20,956.34",,,,,,,,,,"$18,176,293.45",,"$2,007,909.49",,,,,,,,,,,,,,,"$2,170,126.16","$26,471.05",,"$92,590.00",,"$179,113.44",,,"$1,407,696.36",,,"$122,400.00",,"$131,185.65","$59,370.39",,"$1,290.00",,"$507,636.63",,,,,,,,"$249,377.57","$15,327.00",,
1,112678503,West York Area SD,York,"$43,034,827.00","$35,099,545.00","$102,160.00","$39,000.00","$1,116,000.00",,,,,,,,,,"$3,064,444.00",,"$602,440.00",,,,,,,,,,,,,,,"$1,003,914.00","$75,855.00",,$248.00,,,,,"$648,078.00",,,,,"$12,400.00","$126,451.00",,,,"$311,515.00",,,,,,,,,"$142,257.00",,"$690,520.00"
1,112679002,York City SD,York,"$39,351,168.78","$29,614,525.28",,"$31,774.03","$200,391.52",,,,,,,,,,"$3,242,715.04",,"$783,194.82",,,,,,,,,,,,,,,"$2,543,361.80","$418,770.48",,"$1,248.00",,,,"$39,090.11","$1,683,011.00",,,,"$41,374.35","$328,354.00","$118,049.12","$10,125.00",,,"$178,008.87",,,,,,,,"$50,000.00",,,"$67,175.36"
1,112679403,York Suburban SD,York,"$48,623,523.63","$41,335,050.38","$116,145.02","$44,755.65","$150,000.00",,,,,,,,,,"$3,632,305.83",,"$1,180,915.80",,,,,,,,,,,,,,,"$930,454.33","$189,971.95",,"$33,707.87",,,,,"$559,385.65",,"$50,000.00","$116,341.01",,-$217.77,"$12,960.17",,,,"$31,135.23",,,,,,,,"$78,459.97","$62,528.54",,"$99,624.00"
3,112015106,Adams County Technical Institute,Adams,"$1,237,272.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$949.00,,,,,,,,,,,"$9,319.70","$7,318.00",,,"$9,580.00",,"$1,208,415.63","$1,690.00",,,,,,,,
3,103020407,A W Beattie Career Center,Allegheny,"$8,403,467.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,027.00",,,,,,,,,,,,,"$15,367.30",,,"$122,090.61",,,"$7,831,209.61",,,,,,"$342,794.05","$2,588.52",,"$84,390.30"
3,103023807,Forbes Road CTC,Allegheny,"$4,409,566.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$950.71,,,,,,,,,,,,,,,,"$42,925.96",,,"$3,920,928.00","$429,645.47",,,,,,,,"$15,116.77"
3,103027307,Parkway West CTC,Allegheny,"$6,366,781.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$171.00,,"$88,658.00",,,,,,,,,,"$10,500.00","$10,000.00",,,,"$398,364.00",,"$5,829,156.00",,,,,,,,,"$29,932.00"
3,103028807,Steel Center for Career and Technical Education,Allegheny,"$4,487,351.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$602.11,,,,,,,,,,,,,,,,"$40,836.29","$9,681.00",,"$4,338,981.87",,,,,,,,,"$97,249.78"
3,128034607,Lenape Tech,Armstrong,"$7,393,418.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,594.19",,"$15,087.75",,"$37,000.00",,,,,,,,,,"$1,127,852.77",,,,,"$6,207,445.58",,,,,,,,,"$3,438.48"
3,127041307,Beaver County CTC,Beaver,"$4,739,191.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,650.47",,"$14,860.19",,,,,,,,,,,"$3,000.00",,,"$1,048.00",,,"$4,650,067.72",,,,,,,"$11,991.82",,"$55,573.76"
3,108051307,Bedford County Technical Center,Bedford,"$1,344,821.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,991.95",,,,,,"$2,875.11",,,,,,"$23,545.00",,,,"$7,074.99","$475,450.02",,"$830,969.50",,,,,,,$893.00,,"$1,022.38"
3,114060557,Berks CTC,Berks,"$14,664,163.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$451.89,,,,,,,"$55,000.00",,,"$14,094.00","$12,807.63",,,,"$51,545.21",,"$14,499,644.27",,,,,,"$16,560.00","$13,551.41",,$509.07
3,114067107,Reading Muhlenberg CTC,Berks,"$7,608,439.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,231.47",,,,,,,,,,,"$3,998.26","$10,507.95","$12,766.72",,,,"$11,523.76",,"$7,525,373.48",,,,,,,,,"$40,037.64"
3,108070607,Greater Altoona CTC,Blair,"$8,337,701.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,855.12",,,,,,,,,,,,"$27,236.04",,,,"$2,063,434.73","$47,025.60",,"$5,978,133.25",,,,$994.50,,,,,"$217,021.89"
3,117080607,Northern Tier Career Center,Bradford,"$3,263,558.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,465.00",,,,,,,,,,,,"$25,000.00","$83,130.00",,,$168.75,,,"$2,865,724.78","$267,062.69",,,,,,,,"$21,006.84"
3,122091457,Bucks County Technical High School,Bucks,"$23,255,741.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$108,649.00",,,,,"$52,494.00",,,,,,,,,,,"$11,558.00","$1,806.00",,"$23,070,681.00",,,,,,,,,"$10,553.00"
3,122097007,Middle Bucks Institute of Technology,Bucks,"$9,919,103.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$929.01,,"$7,565.00",,,,,,,,,,,"$6,519.55",,,"$58,370.79",,,"$9,826,675.34",,,,,,,"$7,628.89",,"$11,415.37"
3,122099007,Upper Bucks County Technical School,Bucks,"$9,032,512.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,993.45",,"$4,342.51",,,,,,,"$61,949.00",,,,"$20,443.60",,,,,,"$8,891,746.92",,,,,,,"$33,655.74",,"$16,381.03"
3,104101307,Butler County AVTS,Butler,"$3,545,752.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,193.00",,,,,,,,,,,,,,,,,,,"$3,542,559.00",,,,,,,,,
3,108110307,Admiral Peary AVTS,Cambria,"$3,243,764.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$87.80,,,,,,,,,,,,"$14,498.50",,,,$346.75,,,"$3,118,644.71",,,,,,,,,"$110,186.41"
3,108112607,Greater Johnstown CTC,Cambria,"$4,469,398.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,155.57",,"$184,364.28","$170,387.00",,"$90,000.00",,,,,,,"$317,842.35","$33,001.42",,,"$1,130,407.65","$155,872.24",,"$2,363,852.70",,,,,,,,,"$16,515.41"
3,121131507,Carbon Career & Technical Institute,Carbon,"$6,461,694.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,770.00",,,,,,,,,,,,,,,,,,,"$6,334,930.00",,,,,,,,,"$112,994.00"
3,110141607,Central PA Institute of Science & Technology,Centre,"$6,488,701.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$965.68,,,,,,,,,,,,,"$8,750.00",,,"$2,365,473.56",,,"$3,980,325.53",,,,,,,,,"$133,186.90"
3,124151607,Chester County Technical College HS,Chester,"$25,916,098.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$920.93,,"$120,589.98",,"$38,883.52",,,,,,,,"$537,799.67","$40,642.71",,,$498.96,"$1,392,681.89",,"$22,024,037.38",$48.50,,,,"$16,546.52","$1,717,368.93","$26,079.16",,
3,106161357,Clarion County Career Center,Clarion,"$1,897,554.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,136.22",,,,,,,,,,,,,,,,"$19,135.33",,,"$1,803,552.00",,,,,,,,,"$73,730.47"
3,110171607,Clearfield County CTC,Clearfield,"$4,493,285.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$854.63,,,,,,,,,,,,,"$15,000.00",,,"$821,094.00",,,"$3,656,337.00",,,,,,,,,
3,116191757,Columbia-Montour AVTS,Columbia,"$7,893,268.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,946.00",,,,,,,,,,,,"$388,231.00",,,$150.00,"$88,573.00",,,"$7,332,000.00","$7,520.00",,,,,,,,"$69,848.00"
3,105201407,Crawford County CTC,Crawford,"$5,204,169.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,865.85",,,,,,,,,,,,"$3,200.00","$1,000.00",,$66.75,"$151,878.60",,"$27,877.00","$5,007,669.77",,,,,,,,,"$9,611.22"
3,115211657,Cumberland Perry Area Career & Technical Center,Cumberland,"$7,230,628.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,022.41",,,,,,,,,,,,,,"$20,279.28",,"$43,260.67",,,"$7,153,062.00",,,,,,,$500.00,,"$1,504.61"
3,115221607,Dauphin County Technical School,Dauphin,"$17,500,818.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,547.45",,,,,,,,,,,,"$9,173.50","$15,817.00","$454,170.89","$6,600.00","$101,387.25",,,"$16,176,393.47",,,,,,,,,"$721,729.36"
3,125232407,Delaware County Technical High School,Delaware,"$14,174,023.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,833.71",,,,,,,,,,,,,"$2,341,631.00",,,,,"$103,824.00","$10,385,596.00","$1,101,722.00","$68,850.00",,"$29,821.50","$131,579.00",,"$1,166.30",,
3,105252807,Erie County Technical School,Erie,"$5,475,886.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,470.00",,,,,,,,,,,,"$15,566.00",,,,"$459,192.00",,,"$4,932,152.00",,,,,,,"$2,548.00","$63,958.00",
3,101266007,Connellsville Area Career & Technical Center,Fayette,"$2,595,636.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$119.36,,,,,,,,,,,,"$13,000.00","$7,337.80",,,,,,"$2,574,230.64",,,,,,,,,$949.00
3,101262507,Fayette County Career & Technical Institute,Fayette,"$4,543,895.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$447.95,,"$21,119.81",,,,,,,,,"$16,088.06","$4,784.00","$46,029.80",,,"$124,886.96",,,"$4,235,459.06","$12,779.54",,,,,,"$24,384.21",,"$57,916.09"
3,112282307,Franklin County CTC,Franklin,"$6,253,043.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,072.83",,"$2,907.00",,,,,,,,,,"$20,305.00","$2,950.00",,,"$207,271.25",,,"$5,986,744.76",,,,,,,,,"$31,792.19"
3,111292507,Fulton County Center for Career and Technology,Fulton,"$726,924.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$301.00,,,"$67,489.00",,,,,,,,,,"$30,000.00",,,,,,"$625,605.00",,,,,,,,,"$3,529.00"
3,101302607,Greene County CTC,Greene,"$2,482,643.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,420.00",,,"$77,056.20","$13,209.17",,"$2,367,304.67",,,,,,,,,"$12,653.93"
3,111312607,Huntingdon County CTC,Huntingdon,"$1,942,648.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$187.52,,,,,,,,,,,,$250.00,,,,,,,"$1,892,687.12","$48,133.33",,,,,,$444.66,,$946.00
3,128324207,Indiana County Technology Center,Indiana,"$4,928,533.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,625.51",,"$14,595.32",,,"$4,228.69",,,,,"$7,497.77",,"$50,367.36","$7,908.48",,,"$1,232,596.81",,,"$3,576,939.15",,,,$405.00,,,$632.56,,"$29,737.22"
3,106333407,Jefferson County-DuBois AVTS,Jefferson,"$6,471,991.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$156.34,,,,,,"$9,330.00",,,,,,,"$6,655.00",,,"$180,467.17","$6,994.39",,"$6,233,245.61",,,,,,,"$3,882.26","$2,215.20","$29,045.93"
3,119354207,CTC of Lackawanna County,Lackawanna,"$4,657,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$106.00,,,,,,,,,,,,"$1,000.00",,,,"$60,138.00",,,"$4,439,940.00",,,,,,,"$92,433.00",,"$63,472.00"
3,113363807,Lancaster County CTC,Lancaster,"$19,019,578.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,131.00",,"$90,475.00",,,"$27,832.00",,,,,"$51,010.22",,"$64,863.03","$164,176.34",,,"$2,060,271.25",,,"$16,224,734.80",,,,"$137,812.42","$84,394.00",,"$94,595.26","$1,622.08","$9,660.60"
3,104374207,Lawrence County CTC,Lawrence,"$5,245,061.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.51,,,,,,,,,,,,"$27,860.00",,,,,,,"$5,204,736.07",,,,,,,"$3,618.00",,"$8,843.71"
3,113384307,Lebanon County CTC,Lebanon,"$5,934,975.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,532.94",,"$29,406.99",,,,,,,,,,,,"$12,037.41",,"$304,722.54",,,"$5,562,946.00",,,,,,,"$10,393.50",,"$13,936.19"
3,121393007,Lehigh Career & Technical Institute,Lehigh,"$24,290,480.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,266.69",,,,,,,,,,"$52,145.93",,"$41,292.50","$35,690.34","$1,105,334.48",,,"$102,867.19",,"$22,370,162.27","$66,434.81",,,,,,"$30,497.50",,"$456,788.70"
3,118408707,West Side CTC,Luzerne,"$6,377,469.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,390.55",,,,,,,,,,,"$7,800.00",,,,,,"$18,703.44",,"$6,276,830.70",,,,,,,,,"$68,744.35"
3,118408607,Wilkes-Barre Area CTC,Luzerne,"$7,550,198.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,941.28",,,,,,"$65,547.30",,,,,,,,,,"$32,704.87","$708,178.10",,"$6,657,707.00",,,,,,,,,"$83,119.66"
3,117414807,Lycoming CTC,Lycoming,"$1,391,598.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,712.50",,,,,,,,,,,,,,,,,,,"$1,388,886.10",,,,,,,,,
3,109420107,Seneca Highlands Career and Technical Center,McKean,"$1,494,648.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,585.40",,,,,,,,,,,,,"$122,479.09",,,,,,"$1,369,238.18",,,,,,,,$142.01,$203.50
3,104435107,Mercer County Career Center,Mercer,"$4,141,873.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,415.00",,,,,,,,,,,,,,"$659,323.00",,"$50,585.00",,,"$3,409,191.00",,,,,,,,,"$12,359.00"
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$2,912,849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,070.00",,,,,,,,,,,,"$1,450.00",,,,"$427,249.00","$496,912.00",,"$1,969,745.00",,,,,,,,,"$16,423.00"
3,120454507,Monroe Career & Tech Inst,Monroe,"$7,213,843.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,881.17",,,,,,,,,,,,,,"$34,843.20",,"$108,269.50",,,"$6,950,600.14","$25,830.01",,,,,"$41,566.93",,,"$40,852.86"
3,123460957,Central Montco Technical High School,Montgomery,"$7,723,072.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,933.26",,,,,,,,,,,,,"$5,290.00",,,"$13,185.00",,,"$7,692,474.99",,,,,,"$1,929.50",,,"$7,260.00"
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$7,418,045.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,709.72",,"$20,269.91",,,,,,,,,,,,,,"$234,846.84",,,"$7,095,016.01",,,,,,,"$12,922.28","$12,723.75","$39,557.02"
3,123465507,North Montco Tech Career Center,Montgomery,"$11,226,550.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$978.00,,,,,,,,,,,,,,,,"$935,061.00",,,"$10,213,879.00",,,,,"$57,359.00",,,"$12,865.00","$6,408.00"
3,123469007,Western Montgomery CTC,Montgomery,"$5,525,347.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$208.16,,,,,,,,,,,,"$9,000.00",,,,"$15,919.50",,,"$5,457,986.84",,,,,,,$250.00,,"$41,982.90"
3,120481107,Bethlehem AVTS,Northampton,"$9,564,650.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$652.75,,,,"$4,000.00",,,,,,,,$100.00,"$1,500.00",,,,"$27,930.58",,"$9,479,483.86",,,,,,"$40,602.42","$3,468.25",,"$6,912.64"
3,120483007,Career Institute of Technology,Northampton,"$7,539,286.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,903.00",,"$8,936.00",,,,,,,,,,,"$22,748.00",,,,"$14,191.00",,"$7,456,038.00",,,,,,"$21,329.00","$8,752.00",,$389.00
3,116495207,Northumberland County CTC,Northumberland,"$1,167,641.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,438.25",,,,,,,,,,,,"$39,600.00","$1,750.00",,,,,,"$1,107,920.12",,,,,,,,,"$15,933.60"
3,126514007,Philadelphia AVTS,Philadelphia,"$19,231,294.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,534.00",,,,,,,,,,,,,,,,,,,"$19,210,760.00",,,,,,,,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$5,903,952.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$495.19,,,,,,,,,,,,,,,,,"$9,000.00",,"$5,840,212.34",,,"$32,700.00",,,"$16,760.87",,,"$4,784.08"
3,108567807,Somerset County Technology Center,Somerset,"$4,077,560.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,885.14",,,,,,,,,,,,,,,,"$42,321.00","$12,103.21",,"$3,888,718.16","$45,119.63",,,,,,,,"$86,413.28"
3,119584707,Susquehanna County CTC,Susquehanna,"$3,442,630.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,494.18",,,,,,,,,,"$140,103.22",,"$1,604.63",$5.00,,,"$274,100.98",,,"$2,688,503.05",,"$327,206.21",,,,,"$3,157.40",,"$1,456.10"
3,116606707,SUN Area Technical Institute,Union,"$5,842,750.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,613.94",,,,,,,,,,,,"$5,560.00","$3,750.00",,,"$2,385.83","$180,359.40",,"$5,617,400.67",,,,,,,,,"$30,680.79"
3,106619107,Venango Technology Center,Venango,"$5,436,428.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,462.00",,,,,,"$48,051.18","$3,019.87",,,"$950,177.39",,,"$4,412,727.58",,,,,,,,,"$18,990.62"
3,101634207,Mon Valley CTC,Washington,"$2,510,756.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$191.57,,,,,,,,,,,,,"$1,000.00",,,"$3,750.00","$4,861.25",,"$2,344,837.00","$139,908.34",,,,,,"$16,207.99",,
3,101638907,Western Area CTC,Washington,"$3,499,242.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,545.57",,"$72,904.16",,,,,,,,,,"$20,462.50","$5,119.51",,,"$281,116.90","$24,025.56",,"$3,072,912.50",,,,,,,"$19,385.49",,"$1,769.89"
3,107651207,Central Westmoreland CTC,Westmoreland,"$6,755,639.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$306,329.25",,,"$6,432,335.71",,,,,,,,"$2,588.27","$14,386.52"
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$2,868,800.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$104.22,,,,,,,,,,,,,"$102,135.05",,,"$20,735.00",,,"$2,745,217.02",,,,,,,,,$609.28
3,107656407,Northern Westmoreland CTC,Westmoreland,"$2,490,766.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$267.23,,,,,,,,,,,,,,,,"$47,317.30","$10,997.59",,"$2,406,791.73",,,,,,"$14,997.00",$275.00,,"$10,120.18"
3,112679107,York Co School of Technology,York,"$23,277,791.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$502.70,,,,,,,,,"$12,500.00",,,$650.00,"$7,293.00",,,"$3,044,394.67",,,"$20,125,704.98",,,,,,"$5,317.46",,,"$81,429.09"
4,197010542,Gettysburg Montessori CS,Adams,"$3,057,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,463.00",,"$6,039.00",,,,,,,,,,,,,,,"$3,006,506.00",,,,,,,,,,,"$42,381.00"
4,141019741,Vida CS,Adams,"$3,205,592.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$160.00,"$3,103.00","$9,663.00",,,,,,,,,,,$650.00,,,,"$3,187,178.00",,,,,,,,,,,"$4,838.00"
4,102024758,Catalyst Academy CS,Allegheny,"$2,350,747.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$96.48,,"$5,800.00",,,,,,,,"$18,566.36",,"$9,037.43","$359,420.00",,,,"$1,943,321.87",,,,,,,,,,,"$14,505.00"
4,102020001,City CHS,Allegheny,"$11,239,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,382.00",,,,,,,"$139,057.00",,,,,,,,,,"$11,004,705.00",,,,,,,,,,,"$92,823.00"
4,199025446,Environmental CS at Frick Park,Allegheny,"$22,195,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,227.00",,"$2,521.00",,,,,"$135,848.00",,,,,,"$2,040,483.00",,,,"$19,952,354.00",,,,,,,,,,,"$26,726.00"
4,102023030,Manchester Academic CS,Allegheny,"$8,044,498.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,414.00",,"$1,889.00",,,,,,,,,,,"$287,550.00",,,,"$7,707,277.00",,,,,,,,,,,"$46,368.00"
4,102023217,Passport Academy CS,Allegheny,"$2,276,832.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,276,832.00",,,,,,,,,,,
4,103022481,Penn Hills CS of Entrepreneurship,Allegheny,"$7,082,721.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,600.00",,"$6,231.00",,,,,,,,,,,"$8,348.00",,,,"$7,061,771.00",,,,,,,,,,,"$3,771.00"
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$22,127,150.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,972.00",,,,,,,,,,,,,"$10,000.00",,,,"$22,090,668.00",,,,,,,,,,,$510.00
4,160028259,Propel CS-Braddock Hills,Allegheny,"$17,803,678.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,732.00",,"$1,911.00",,,,,"$217,510.00",,,,,"$4,583.00","$1,900.00",,,,"$17,556,928.00",,,,,,,,,,,"$19,114.00"
4,103020005,Propel CS-East,Allegheny,"$6,401,751.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$966.00,,,,,,,"$63,464.00",,,,,,"$5,866.00",,,,"$6,316,347.00",,,,,,,,,"$15,108.00",,
4,103024952,Propel CS-Hazelwood,Allegheny,"$5,833,596.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$567.00,,,,,,,"$44,926.00",,,,,,$94.00,,,,"$5,788,009.00",,,,,,,,,,,
